taxonomy_id	name	rank	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond
1706195	Marilutibacter aestuarii	species	23	25	11	32	34	13	11	33	3	35
2060419	Flavobacterium sp. J27	species	10	39	18	48	132	59	7	27	3	250
3131928	Thioclava sp. GXIMD4215	species	1	2	5	1	1	2	1	2	0	3
1249554	Aliidiomarina	genus	3	3	64	0	5	13	7	12	0	11
2056	Sphaerobacter	genus	8	10	10	4	11	41	196	24	10	117
1017	Capnocytophaga gingivalis	species	11	25	21	32	61	39	11	37	8	87
545864	Pseudorhodoferax soli	species	6	11	3	29	17	22	11	151	1	64
206403	Sulfurovum lithotrophicum	species	6	8	8	1	28	2	5	4	1	23
13334	Anaerobiospirillum	genus	11	10	43	11	16	18	21	12	2	3
3042283	Bacillus sp. SLBN-46	species	4	0	1	2	2	1	2	2	0	4
1325564	Nitrospira japonica	species	4	3	11	5	8	24	122	40	0	159
2479848	Tessaracoccus antarcticus	species	10	15	8	7	27	64	27	32	5	12
39688	Mycolicibacterium duvalii	species	1	0	0	0	4	3	39	4	0	3
265975	Oribacterium	genus	45	68	54	63	93	360	183	154	34	55
456492	Saccharibacillus	genus	7	11	5	20	9	61	79	29	4	21
2975484	Chelativorans petroleitrophicus	species	4	2	8	0	0	2	7	3	0	20
46224	Heyndrickxia sporothermodurans	species	8	10	16	20	24	23	41	20	5	11
1125	Microcystis	genus	11	33	16	31	63	121	297	70	14	204
1906854	Brevundimonas sp. ZS04	species	3	7	7	12	4	6	7	31	0	14
2819112	Arthrobacter sp. ISL-65	species	1	2	0	0	3	2	2	3	4	1
1912094	Thalassospira sp.	species	14	18	36	39	81	35	93	132	15	120
2793815	Bradyrhizobium sp. NBAIM08	species	5	9	4	0	6	10	62	30	8	293
2681310	Methylococcus geothermalis	species	5	6	8	5	16	34	103	19	3	36
501572	Sinorhizobium chiapasense	species	3	0	0	3	11	1	4	1	1	3
2898435	Phenylobacterium sp. J367	species	11	7	8	10	5	4	42	52	3	26
1548123	Pusillimonas sp. T2	species	6	7	35	17	12	10	37	22	3	39
1434328	Petrotoga sp. 9PWA.NaAc.5.4	species	20	4	3	2	12	5	27	18	15	20
76122	Alloprevotella tannerae	species	10	19	25	14	31	42	33	35	15	21
457083	Tolypothrix tenuis	species	1	0	0	2	9	0	19	2	0	16
84406	Virgibacillus	genus	8	5	14	7	19	19	41	14	3	17
2565556	Sphingopyxis sp. PAMC25046	species	7	4	3	3	5	5	9	24	2	9
59406	Aromatoleum evansii	species	20	22	36	47	76	46	41	122	14	100
1703337	Hallella colorans	species	10	9	8	6	12	28	17	31	4	12
2908002	Dechloromonas hankyongensis	species	16	27	26	98	90	118	52	93	23	381
692036	Tuwongella immobilis	species	24	48	19	23	19	73	548	48	9	213
2382125	Catonella sp.	species	7	38	28	32	37	58	26	13	9	17
2816963	Carboxylicivirga litoralis	species	8	9	18	14	16	8	23	3	2	68
2600320	Nesterenkonia sp. NBAIMH1	species	1	0	1	0	0	0	2	0	1	1
2497875	Enterobacter chuandaensis	species	3	5	26	1	7	35	13	9	65	4
754426	Tenacibaculum sp. SG-28	species	1	0	3	1	4	2	2	4	0	18
987056	Rhodoligotrophos appendicifer	species	7	3	2	1	5	7	14	13	1	32
3024236	Lutispora saccharofermentans	species	20	19	82	29	38	99	191	17	11	53
869394	Lacihabitans soyangensis	species	7	20	4	29	184	33	17	236	4	797
596085	Prevotella aurantiaca	species	3	6	5	1	13	17	8	4	5	8
2341086	Mycobacterium attenuatum	species	1	1	0	0	0	1	7	1	0	1
2174842	Coraliomargarita sinensis	species	10	5	51	9	10	63	322	9	4	115
2726188	Clostridium sp. DJ247	species	4	5	8	12	16	26	56	6	4	24
1704307	Candidatus Xiphinematobacter sp. Idaho Grape	species	5	4	8	4	8	14	123	19	1	15
1046115	Marivirga lumbricoides	species	3	3	5	1	12	3	20	18	2	72
1448929	Candidatus Fervidibacter sacchari	species	25	14	107	28	85	90	972	36	30	202
1946427	Dysgonomonas sp. UBA7698	species	14	2	25	4	14	8	1	10	1	12
3438945	Oribacterium sp. HCP28S3_H8	species	13	22	20	15	37	106	94	19	23	8
3070702	Escherichia sp. AM3	species	3	5	7	1	4	6	2	1	11	0
3144874	Niabella insulamsoli	species	15	18	9	15	58	26	24	48	20	94
1702221	Faecalibaculum rodentium	species	33	50	64	82	90	123	80	88	23	55
83676	Nocardiopsidaceae	family	6	12	15	3	10	21	45	16	5	31
2108365	Tepiditoga spiralis	species	9	41	12	36	40	16	29	7	4	30
490096	Haloferula sargassicola	species	20	17	33	20	31	110	655	38	14	254
2498107	Legionella sp. km535	species	1	1	1	1	1	0	5	7	2	3
2913621	Prevotella sp. E9-3	species	11	8	13	7	28	51	27	22	4	34
1033854	Thioalkalivibrio sulfidiphilus	species	10	13	5	24	49	45	165	50	7	78
1308979	Petrotoga sp. 9PW.55.5.1	species	6	5	2	7	12	8	47	13	7	11
2201891	Nocardioides silvaticus	species	1	2	0	0	0	4	4	1	0	2
1215918	Echinimonas agarilytica	species	3	1	2	0	2	4	17	3	0	13
3046685	Flavobacterium sp. Arc2	species	7	18	5	53	55	5	5	62	0	136
13159	Mycoplana	genus	3	1	1	3	0	12	10	4	0	2
1217718	Cupriavidus sp. BIS7	species	1	6	2	2	57	7	1	2	0	24
944547	Arcobacter sp. L	species	23	25	40	57	111	49	5	8	1	123
2561934	Rhodoligotrophos defluvii	species	3	3	12	4	6	9	33	8	2	40
2620921	unclassified Chamaesiphon	no rank	3	1	0	1	4	3	23	6	5	31
3126391	Comamonas sp. w2-DMI	species	21	22	40	47	95	97	21	308	29	161
3078565	Streptomyces tamarix	species	4	0	5	0	9	11	21	5	3	2
33865	Methanoplanus endosymbiosus	species	2	1	3	3	8	14	63	5	1	11
1518147	Wenyingzhuangia	genus	4	2	3	5	15	6	5	2	3	34
1523422	Brevundimonas sp. AAP58	species	6	6	5	7	4	7	11	18	6	14
490573	Solirubrobacter ginsenosidimutans	species	1	3	1	1	7	22	57	31	2	64
336803	Thorsellia	genus	2	5	7	8	4	7	9	6	2	0
2194	Methanomicrobiaceae	family	22	13	58	15	41	219	896	35	25	98
35837	Desulfacinum infernum	species	13	15	25	14	30	42	823	20	13	60
273384	Brevibacterium aurantiacum	species	4	7	4	27	21	54	21	29	1	27
3416089	Tsuneonella sediminis	species	3	4	0	0	4	10	45	4	2	11
1155388	Clostridium sp. C1	species	4	6	5	2	4	10	6	4	0	4
2502193	Microbacterium sp. 2FI	species	2	2	1	4	1	8	7	18	0	15
3387277	Rhizobium sp. SAFR-030	species	5	2	0	0	6	3	2	21	0	2
177971	Shuttleworthella	genus	5	15	17	8	14	69	25	6	5	9
1069116	Bacillus songklensis	species	2	2	3	3	2	4	11	3	0	16
1347393	Bacteroides neonati	species	28	24	98	50	90	26	29	24	4	49
158483	Cedecea	genus	2	4	11	0	5	2	5	3	8	1
459520	Neptuniibacter	genus	3	4	3	0	5	6	17	3	0	13
3230364	Olsenella sp. AGMB03486	species	14	9	2	3	18	18	163	8	65	2
1628248	Empedobacter stercoris	species	35	265	235	154	460	100	11	166	5	382
2614441	Flavobacterium sp. LPB0248	species	1	4	0	1	23	1	1	4	0	7
1266765	Geobacter sp. OR-1	species	7	9	18	14	22	50	618	27	13	111
2981789	Dorea amylophila	species	8	9	6	32	8	68	12	33	7	4
24	Shewanella putrefaciens	species	3	6	27	6	6	3	12	121	0	18
3439064	Leucobacter sp. W1153	species	8	17	3	12	20	36	34	43	1	19
3118105	Microaceticoccus formicicus	species	18	15	57	12	35	209	129	24	13	28
1392997	Candidatus Methanoperedens	genus	4	2	3	2	2	33	127	9	6	12
224372	Alcanivoracaceae	family	10	42	31	17	281	43	81	64	7	126
1874361	Idiomarina sp.	species	4	2	22	6	44	6	31	29	7	27
930	Acidithiobacillus thiooxidans	species	39	36	27	32	126	30	39	82	28	117
3398393	Oleiharenicola sp. Vm1	species	17	34	20	94	53	60	329	87	8	1137
1288393	Corynebacterium pilbarense	species	7	4	0	0	0	16	3	14	3	2
3238985	[Mycobacterium] bulgaricum	species	2	0	2	2	3	11	233	11	4	7
3159673	Salmonella sp. s54836	species	2	12	0	8	2	24	4	38	2	23
2941498	Hominisplanchenecus	genus	5	12	4	15	7	36	4	29	1	3
3400226	Roseateles sp. So40a	species	10	29	2	56	59	25	5	264	4	146
1940610	Phreatobacter stygius	species	5	8	3	1	7	14	20	20	9	41
3240276	Flavobacterium sp. W22_SRS_FP1	species	3	4	10	20	41	1	7	26	0	114
346182	Lysobacter yangpyeongensis	species	18	11	5	10	8	7	23	45	3	44
1434026	Oceanirhabdus	genus	5	2	4	11	10	17	24	4	2	4
509199	Sphaerisporangium flaviroseum	species	2	1	1	0	1	1	10	6	2	25
1920029	Flavobacterium sp. YO12	species	2	2	2	3	11	0	0	2	1	17
1327635	Sphingomonas psychrotolerans	species	2	0	0	0	1	7	0	8	1	12
3348344	Dehalococcoides sp. THU4	species	5	13	38	9	6	91	93	6	4	15
1898105	Paludibacter sp.	species	83	70	24	139	326	121	42	47	19	452
254955	Flagellimonas marinaquae	species	1	0	3	3	4	0	3	4	0	12
2813578	Pyxidicoccus parkwayensis	species	2	3	1	9	5	14	51	13	2	166
114249	Tepidimonas ignava	species	9	9	9	10	165	37	103	33	7	34
2211146	Hymenobacter edaphi	species	1	3	0	3	14	1	11	4	2	24
1344959	Citrobacter freundii complex	species group	27	36	346	26	116	105	35	73	61	63
2069438	Acinetobacter sp. MB5	species	4	33	11	12	28	19	11	22	21	21
2715964	Pseudomonas typographi	species	1	0	0	11	7	2	8	8	19	11
106591	Ensifer	genus	10	23	24	31	18	29	53	272	8	57
2099655	Ethanoligenens sp.	species	23	28	29	25	48	146	115	24	14	36
2212480	Blautia sp. BCRC 81119	species	30	34	24	95	45	98	51	62	25	23
1969402	Luteococcus sp.	species	13	21	4	7	449	113	29	47	12	8
3101308	Candidatus Spongiihabitans sp.	species	10	14	36	14	33	31	80	17	3	95
3404118	Solwaraspora sp. WMMB335	species	2	0	0	0	0	2	2	3	0	1
2704652	Apibacter sp. ESL0432	species	9	0	0	0	3	3	0	1	2	2
2898434	Sphingomonas sp. J344	species	1	0	1	1	1	2	3	0	0	4
1736280	Acidovorax sp. Leaf160	species	11	25	12	36	97	177	7	142	4	93
3070676	Neobacillus sp. PS2-9	species	3	1	1	2	3	3	5	2	1	3
1168035	Tangfeifania diversioriginum	species	26	34	114	67	79	74	180	26	22	375
2909285	Synoicihabitans lomoniglobus	species	12	11	34	77	43	84	555	44	7	810
1155738	Moorena	genus	1	7	15	9	17	23	186	8	7	82
1538656	Cellulomonas sp. APG4	species	3	1	2	2	5	7	7	8	0	8
3237377	Aquabacterium humicola	species	12	13	12	38	30	39	20	105	7	402
1862385	Rubrivivax rivuli	species	17	24	5	25	30	34	34	141	5	928
3041435	Methylocapsa sp. D3K7	species	3	2	1	2	2	6	18	6	2	20
3154364	Specibacter sp. NPDC078709	species	1	0	2	0	13	5	2	8	0	1
3364939	Streptomyces sp. NPDC015127	species	1	0	0	0	0	2	4	5	1	0
3401631	Lacrimispora sp. AGF001	species	8	3	4	13	16	39	28	5	2	16
68335	Coprothermobacter	genus	8	1	1	3	19	3	394	15	12	11
508770	Sciscionella marina	species	4	2	1	1	10	4	6	5	0	4
3109369	Corallococcus sp. RDP092CA	species	1	0	2	1	2	1	40	5	0	39
35829	Acetivibrio	genus	34	77	613	70	87	184	331	74	29	109
190976	Methanobrevibacter woesei	species	42	32	72	58	79	112	70	62	24	44
3133177	Bifidobacterium hominis	species	3	3	6	5	6	55	28	15	17	2
2650926	Aestuariivirga sp.	species	65	182	112	88	191	215	1506	338	83	24722
2641972	unclassified Paraeggerthella	no rank	1	1	0	2	2	9	53	0	2	1
309889	Deinococcus yavapaiensis	species	3	3	4	1	5	3	27	3	1	42
1434329	Petrotoga sp. 9T1HF07.CasAA.8.2	species	6	0	4	4	8	5	7	0	0	12
363846	Dokdonella ginsengisoli	species	29	29	20	13	46	33	29	149	20	106
2044856	Kineococcus terrestris	species	1	0	0	1	4	2	7	7	1	1
3376992	Acinetobacter sp. ABJ_C5_2	species	2	29	7	10	24	5	8	43	2	21
3129240	Luteimonas sp. MJ146	species	34	37	1750	25	30	63	46	60	2	31
155493	Gallibacterium	genus	5	15	137	17	71	85	34	132	15	54
3156613	Xanthobacter sp. KR7-225	species	1	1	1	2	1	4	27	5	2	6
87172	Natronohydrobacter thiooxidans	species	1	0	5	6	0	1	5	13	0	9
2570323	Methylibium rhizosphaerae	species	12	9	6	8	23	37	25	62	4	133
1288970	Magnetospira sp. QH-2	species	1	2	2	1	5	10	75	5	1	38
2508297	Pandoraea communis	species	11	18	9	31	67	29	6	82	4	41
68212	Streptomyces graminofaciens	species	1	0	0	0	0	2	2	2	0	2
3126100	Brevundimonas sp. LF-1	species	6	8	9	4	4	1	8	8	6	4
1979954	Emcibacter sp.	species	4	2	7	1	7	15	16	10	9	22
1007095	Pigmentiphaga soli	species	5	7	8	3	12	19	35	27	3	80
2715277	Rhodobacter calidifons	species	7	4	1	5	16	1	3	15	0	28
1926677	Raoultibacter	genus	24	49	38	33	32	210	788	43	42	20
2608341	Comamonas sp. Tr-654	species	3	13	27	11	50	115	1	72	3	19
86182	Curvibacter lanceolatus	species	21	66	13	117	149	95	42	563	13	284
3382081	Lentisalinibacter	genus	9	9	7	2	10	20	144	15	9	221
3141764	Rarispira pelagica	species	3	7	3	5	9	17	102	6	2	35
1965632	Bacteroides sp. An322	species	11	5	15	9	11	4	3	19	4	14
1816678	Christensenella timonensis	species	13	19	23	16	25	103	217	28	21	19
2499835	Rubrivivax albus	species	17	30	15	28	45	66	30	131	13	766
2628103	unclassified Pseudoflavonifractor	no rank	27	30	7	39	24	117	50	40	8	36
267408	Arsenicicoccus	genus	22	25	0	9	45	94	39	73	23	23
604330	Parafannyhessea umbonata	species	13	23	104	18	60	73	349	19	149	23
2133943	Glaciimonas sp. PCH181	species	1	1	3	2	10	3	11	32	1	18
1347891	Naumannella cuiyingiana	species	5	1	3	2	3	9	4	4	4	2
1154586	Gaiella	genus	17	76	15	26	48	209	576	318	82	123
3149042	Flavobacterium maritimum	species	20	26	6	61	142	15	7	79	6	329
2774843	Enterococcus sp. DIV0098	species	3	22	29	9	12	25	0	8	3	41
3100433	Crenothrix sp.	species	3	12	6	9	17	21	9	63	2	72
935222	Flavobacterium sp. Sr18	species	5	11	3	49	93	4	5	54	1	167
1280514	Acidithrix ferrooxidans	species	9	4	8	1	16	19	32	8	22	46
688066	Kosmotoga arenicorallina	species	2	3	12	1	2	0	53	0	1	8
2817656	Marinobacter sp. CA1	species	3	0	3	0	0	1	1	0	0	4
1813611	Chryseobacterium cucumeris	species	27	23	24	39	231	72	19	45	8	104
3162724	Candidatus Albibeggiatoa sp. nov. NOAA	species	4	7	6	12	8	14	62	13	20	82
850	Fusobacterium mortiferum	species	17	36	109	65	66	38	81	32	28	37
1818881	Candidatus Thiodiazotropha endoloripes	species	8	10	10	15	13	10	77	35	3	38
2546350	Citrobacter arsenatis	species	2	1	15	0	3	7	0	5	5	7
1201288	Bacteriovorax sp. Seq25_V	species	3	13	4	12	39	19	48	60	0	171
1775430	Flammeovirga sp. SJP92	species	4	4	9	7	4	8	25	0	2	38
2601192	Acinetobacter sp. YH16053	species	16	59	45	15	69	91	7	25	10	41
2030798	Acidimangrovimonas pyrenivorans	species	3	1	1	0	2	5	7	7	0	14
1633135	Desulfosporosinus sp. BG	species	8	2	5	4	8	20	48	11	2	4
44574	Nitrosomonas communis	species	19	195	129	83	184	61	87	123	7	265
2497594	Lishizhenia sp.	species	3	2	5	8	41	16	18	21	0	91
2997946	Coprococcus sp. AF102-57	species	1	1	3	3	2	7	0	9	0	5
2819985	Gelidibacter pelagius	species	5	5	3	2	2	9	4	6	0	37
1826909	Pedobacter psychrophilus	species	6	7	2	10	17	14	10	11	1	139
151419	Bosea massiliensis	species	18	41	12	109	35	48	12	649	8	79
2250594	Shinella pollutisoli	species	23	17	7	7	33	20	20	48	1	17
228654	Psychrobacter pulmonis	species	3	5	23	2	32	6	18	12	2	4
649196	Sphingobacterium hotanense	species	25	39	44	64	66	31	33	154	10	118
125627	Thiofilum flexile	species	5	7	12	7	124	209	38	23	10	131
985	Cytophaga hutchinsonii	species	18	32	5	71	110	42	16	306	2	544
2994393	Paenibacillus sp. GYB004	species	3	5	12	4	27	10	52	2	1	2
28108	Alteromonas macleodii	species	3	2	38	9	13	6	31	15	18	29
1245525	Compostibacillus humi	species	2	2	2	1	3	5	19	0	3	2
1325724	Brevundimonas vancanneytii	species	4	17	13	12	11	8	5	70	3	18
3242878	Aeromonas sp. S4(2024)	species	1	0	5	0	0	0	0	0	0	0
1936021	Thermosulfuriphilus ammonigenes	species	2	1	17	2	7	21	239	5	7	59
55206	Sediminispirochaeta smaragdinae	species	10	6	15	9	19	49	89	4	2	24
344880	Sphingomonas dokdonensis	species	4	12	55	4	1	18	226	15	6	8
2495913	Antrihabitans cavernicola	species	6	3	1	7	6	53	19	57	2	5
2040290	Helcococcus massiliensis	species	2	2	6	1	6	5	2	3	1	3
413	Methylococcus	genus	7	25	20	20	91	48	311	22	17	118
53329	Desulfospira joergensenii	species	7	6	22	19	43	71	440	17	4	73
3059524	Acidovorax sp. A1169	species	10	38	22	55	77	66	6	281	10	174
67818	Atribacterota	phylum	2	0	18	1	4	1	62	5	1	5
29320	Paenarthrobacter nicotinovorans	species	3	4	2	4	14	9	5	7	0	4
2801333	Piscinibacter sp. HJYY11	species	6	2	3	8	13	40	29	48	3	60
3032292	Stygiobacter electus	species	15	20	11	17	56	41	788	28	16	407
1601	Ligilactobacillus agilis	species	8	383	21	31	39	137	148	24	55	23
1304156	Salinisphaera sp. PC39	species	3	2	2	0	4	4	57	5	7	23
3016358	Acinetobacter sp. CAAS 2-6	species	6	74	40	36	53	4	338	39	49	47
2014	Nocardiopsis dassonvillei	species	3	1	1	1	6	3	9	13	0	137
2706888	Oceanipulchritudo coccoides	species	11	16	76	43	42	166	1691	31	10	278
29346	Alkalithermobacter thermoalcaliphilus	species	7	3	8	8	18	30	39	7	6	6
1977883	Acinetobacter sp. ANC 3903	species	4	6	12	11	25	4	101	24	5	9
2607284	Ginsengibacter hankyongi	species	32	19	10	15	37	33	58	97	22	1004
2767921	Ligilactobacillus sp.	species	34	23	70	37	111	94	150	65	41	26
2787628	Treponema peruense	species	1	1	1	2	2	47	4	3	4	4
158753	uncultured Aquabacterium sp.	species	7	21	16	33	104	149	34	89	4	73
252966	Mahella australiensis	species	14	19	67	25	35	64	514	20	8	45
1354	Enterococcus hirae	species	16	220	4	12	30	44	16	48	110	25
309887	Deinococcus maricopensis	species	1	0	3	1	2	5	13	0	0	10
3420582	Candidatus Pseudoscillospira sp. SGI.172	species	24	40	27	56	58	113	132	60	19	71
1137281	Xanthomarina gelatinilytica	species	13	17	24	25	49	81	23	25	4	147
292734	Psychrobacter namhaensis	species	12	20	21	21	502	70	35	69	6	17
3075618	Flavobacterium capsici	species	35	35	19	49	101	14	30	124	7	240
307627	Winogradskyella poriferorum	species	4	6	6	2	19	10	15	6	2	58
2819124	Bacillus sp. ISL-39	species	2	0	0	0	0	0	0	0	0	0
94138	Staphylococcus ureilyticus	species	4	8	5	1	5	6	4	15	4	7
2024697	Dinghuibacter sp.	species	3	4	1	4	4	5	35	5	1	71
1643805	Peptococcus simiae	species	3	9	8	6	5	22	40	6	1	10
3114758	Uliginosibacterium silvisoli	species	6	22	11	35	37	19	25	103	4	158
697025	Hoyosella	genus	2	1	2	2	2	13	4	3	2	9
2509721	Arthrobacter sp. S41	species	4	1	1	0	15	2	2	183	0	0
873	Desulfocurvibacter africanus	species	25	17	65	26	46	107	530	31	28	83
3112436	Phaeobacter sp. Ax3a-5a	species	8	0	0	1	2	5	7	1	5	2
2740184	Geomonas silvestris	species	2	3	6	2	5	26	151	8	6	44
423477	Veillonella rogosae	species	8	6	3	9	12	43	9	19	10	1
1483602	Methanosarcina sp. 1.H.T.1A.1	species	1	0	3	2	1	4	16	2	3	8
1332631	Pontibacter toksunensis	species	9	0	2	2	5	4	22	11	1	87
380240	Candidatus Brocadia	genus	36	24	27	16	39	194	1371	77	22	182
659693	Oceanibaculum	genus	4	8	177	8	13	7	20	29	2	75
2502185	Tepidiphilus sp. J10	species	15	4	18	3	37	14	12	25	1	10
137591	Weissella cibaria	species	11	12	9	11	21	84	57	14	48	10
3374626	Polaromonas sp. UC242_47	species	8	13	4	28	40	11	3	120	1	98
2885154	Desulfosporosinus shakirovi	species	2	4	12	3	7	16	28	4	1	12
3156614	Mesorhizobium sp. KR9-304	species	10	6	11	14	7	0	11	36	3	72
3346374	Leifsonia sp. NPDC058194	species	4	2	1	4	6	8	4	5	0	2
2714941	Phycicoccus sp. HDW14	species	4	4	0	5	14	6	12	40	4	23
3350165	Bosea sp. UC22_33	species	17	18	3	19	20	21	9	91	2	23
2681398	Novosphingobium sp. 18050	species	1	2	1	2	8	5	0	20	0	17
1920516	Actinocrinis sp.	species	5	2	6	1	5	10	55	8	3	42
29548	Rhodothermus	genus	4	5	9	4	10	24	249	12	8	125
1803916	Salibacter halophilus	species	5	2	3	9	12	3	20	14	1	160
1890302	Bacillus wiedmannii	species	5	12	9	14	18	10	27	17	27	19
110845	Phocicoccus pinnipedialis	species	2	1	0	2	1	5	0	0	0	2
254787	Paeniglutamicibacter gangotriensis	species	3	2	0	1	116	12	11	68	1	4
158500	Novosphingobium resinovorum	species	23	46	21	25	28	15	21	146	7	68
2026349	Enterovirga	genus	39	26	5	32	31	199	141	415	27	47
2782547	Candidatus Shikimatogenerans silvanidophilus	species	1	0	1	0	1	0	1	0	0	3
996558	Caldifermentibacillus hisashii	species	10	9	9	20	43	56	32	14	8	24
1827195	Caballeronia	genus	10	17	26	22	71	71	48	69	27	101
1852364	Enterococcus timonensis	species	4	9	1	6	12	2	5	20	4	4
3042290	Variovorax sp. W2I14	species	5	2	4	7	13	7	1	17	1	18
172045	Elizabethkingia miricola	species	28	121	33	56	652	155	38	120	20	146
39777	Veillonella atypica	species	9	13	17	22	25	109	56	39	13	19
2838595	Candidatus Allofournierella merdipullorum	species	38	37	33	93	69	114	82	100	12	41
3131994	Pelagibius sp. 7325	species	5	1	10	2	3	1	17	3	1	26
797535	Advenella faeciporci	species	5	50	77	17	465	125	21	4	14	118
230088	Photorhabdus kayaii	species	1	0	0	0	0	0	0	0	0	0
1835332	Verticiella	genus	9	7	59	10	12	31	75	5	7	14
1707	Cellulomonas	genus	64	84	42	128	331	383	291	416	98	297
2787097	Eubacterium sp. 1001713B170207_170306_E7	species	5	5	20	6	9	36	59	6	4	16
424704	Muricoccus vinaceus	species	5	3	3	2	0	15	44	33	4	13
2006116	Acidovorax sp. T1m	species	12	34	3	58	67	11	2	272	1	264
1076744	Allofranklinella schreckenbergeri	species	26	56	120	45	124	146	11	132	14	128
192944	unclassified Rhodococcus (in: high G+C Gram-positive bacteria)	no rank	23	31	15	19	31	65	74	160	22	73
437	Acidomonas methanolica	species	13	6	5	2	13	14	16	21	20	8
2762230	Luteimonas colneyensis	species	18	15	472	36	20	143	228	41	33	28
529810	Dokdonella soli	species	27	26	7	34	40	33	94	136	18	110
674972	Microaerobacter geothermalis	species	4	3	13	5	4	6	36	8	2	13
1703332	Butyribacter intestini	species	28	50	37	85	38	117	66	98	22	35
1104781	Agriterribacter humi	species	14	4	13	9	19	10	18	43	5	174
213224	Geothermobacter ehrlichii	species	5	7	17	9	5	26	171	12	1	51
50422	Shewanella sp.	species	43	49	142	182	237	100	238	153	44	104
3233381	Ruminococcus sp. JL13D9	species	11	18	77	37	24	47	16	24	8	18
1844115	Sphingomonas floccifaciens	species	2	3	1	1	1	7	60	8	5	12
371036	Gottfriedia acidiceleris	species	8	12	7	30	40	13	17	13	2	28
2852097	Paragemmobacter amnigenus	species	8	11	5	13	7	5	9	27	2	24
3064523	Antiquaquibacter soli	species	15	12	22	20	24	50	129	134	14	205
3393740	Niabella sp. CJ426	species	7	9	3	13	20	8	24	39	9	52
407217	Aquitalea	genus	8	20	18	24	68	155	50	50	46	54
1737064	Bizionia sediminis	species	6	0	0	2	7	5	4	4	0	21
3239217	Variovorax sp. RCC_210	species	7	9	1	32	22	9	5	127	2	45
236753	Fastidiosipila sanguinis	species	28	56	75	48	82	73	32	19	4	75
1814289	Sanguibacter gelidistatuariae	species	6	6	0	2	17	6	5	20	0	5
904190	uncultured Robinsoniella sp.	species	13	15	27	20	41	81	57	24	14	24
2201271	Pedobacter schmidteae	species	5	1	1	1	3	5	6	6	0	26
2576211	Dyadobacter frigoris	species	4	7	6	4	13	15	4	183	3	98
1826864	Candidatus Nitrosocosmicus	genus	2	44	7	2	4	17	49	110	10	16
213484	Vampirovibrio	genus	31	31	85	138	66	141	816	120	137	189
69359	Thiohalocapsa halophila	species	4	8	3	7	31	14	177	11	4	56
1637837	Burkholderia savannae	species	1	0	0	0	0	0	1	0	0	1
2793269	Panacibacter microcysteis	species	6	9	7	11	14	24	7	29	7	369
2909705	Oleidesulfovibrio	genus	14	15	39	12	22	324	259	18	7	7
2760312	Tessaracoccus sp. MC1627	species	30	73	5	69	255	237	33	160	16	91
1277350	Geobacter sp. DSM 9736	species	5	10	18	3	6	28	281	15	4	93
3127016	Candidatus Nephthysia bennettiae	species	2	2	7	1	5	11	103	15	3	90
1723361	Wukongibacter baidiensis	species	9	14	34	29	31	66	123	19	4	49
2592638	Blautia sp. MCC269	species	8	12	7	16	9	34	2	27	4	6
1947278	Proteiniphilum sp. UBA5375	species	3	0	20	0	2	0	0	1	0	3
2722704	Flavobacterium selenitireducens	species	10	8	0	14	48	1	7	12	2	70
2773458	Anaerovorax sp. IOR16	species	44	30	99	61	81	150	179	47	17	88
1755099	Pseudenterobacter timonensis	species	8	16	60	9	24	21	70	25	144	11
3101711	Paracoccus sp. R86501	species	1	1	1	2	1	2	1	8	0	5
3023512	Sporolactobacillus sp. CQH2019	species	2	6	0	3	4	9	11	3	1	0
2632164	unclassified Neglectibacter	no rank	4	8	5	7	10	24	12	12	4	10
2021252	Marinilabilia sp.	species	9	16	23	22	55	23	15	11	2	116
1940289	Phaeodactylibacter sp.	species	10	5	10	8	20	22	50	21	3	930
3242322	Candidatus Endomicrobiellum devescovinae	species	5	4	4	5	5	12	53	10	6	16
1101189	Paracoccus sp. N5	species	1	7	3	9	17	5	3	29	0	11
3039386	Rugamonas sp. DEMB1	species	4	2	0	5	8	5	8	10	5	24
3037798	Providencia huashanensis	species	14	20	97	13	43	31	34	29	598	8
2803845	Usitatibacter	genus	17	13	27	21	22	52	209	89	10	1693
3093861	Rhizobium sp. R86522	species	1	1	0	0	2	0	0	3	0	1
2602070	Granulicella sp. WH15	species	6	1	1	2	4	1	89	5	2	34
2720083	Pseudomonas sp. dw_358	species	2	2	1	0	4	0	0	3	3	12
2939450	Brenneria izbisi	species	1	1	0	0	0	0	2	5	13	2
1603606	Desulfuromonas soudanensis	species	7	7	13	7	13	40	268	16	3	52
2763027	Blautia difficilis	species	30	36	21	43	21	128	65	89	9	15
1873719	Streptomyces hydrogenans	species	4	13	5	12	16	26	20	40	4	24
2202339	Chitinophaga varians	species	2	2	3	2	10	0	11	6	1	23
3023937	Altibacter sp. HG106	species	1	0	2	1	10	2	10	1	0	26
3240932	Clostridium moutaii	species	5	4	2	12	7	9	26	2	2	11
