taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond
191960	Sedimenticola selenatireducens	species	3	6	8	4	7	38	10	10	173	27
2098	Metamycoplasma hominis	species	1	4	1	3	8	3	5	11	32	18
732238	Povalibacter uvarum	species	2	2	1	13	22	98	7	7	160	21
1705393	Chryseobacterium sp. ERMR1:04	species	1	1	1	10	4	5	11	12	2	11
649196	Sphingobacterium hotanense	species	4	11	1	47	53	24	4	25	140	57
556530	Serinibacter salmoneus	species	2	2	2	2	100	12	7	7	13	35
1591408	Sporolactobacillus pectinivorans	species	3	15	14	32	106	46	51	62	214	166
2902630	Candidatus Nanosynbacter sp. TM7-057	species	1	0	3	2	6	5	2	6	16	6
82992	Buttiauxella noackiae	species	1	1	2	4	5	0	10	8	126	152
3243764	Uliginosibacterium sp. sgz301328	species	3	8	26	25	25	55	47	22	62	46
59195	Rickettsiella	genus	4	2	8	44	27	46	52	48	335	74
1677858	Propionispora sp. 2/2-37	species	5	5	28	11	23	162	56	33	1892	75
1973007	Thioclava sp. IC9	species	1	0	0	0	0	0	0	0	0	0
1914471	Sulfuritortus calidifontis	species	3	4	7	26	21	92	33	21	237	53
2895469	Paenalcaligenes niemegkensis	species	1	0	3	8	15	35	4	10	4	7
2640460	unclassified Rubrivirga	no rank	2	0	0	2	1	15	1	14	22	10
1852365	Fusobacterium massiliense	species	1	5	8	4	6	7	17	11	5	26
2892331	Pseudomonas parakoreensis	species	1	0	0	1	2	0	0	1	0	13
119394	Pseudothermotoga thermarum	species	4	1	0	0	1	3	0	1	16	4
2717	Cardiobacterium	genus	3	9	29	43	54	457	669	29	33	98
73778	Methylocaldum	genus	1	4	5	7	9	319	7	29	153	11
3447364	Ralstonia sp. 24A2	species	1	0	0	1	2	0	1	3	1	0
2931921	Alicyclobacillus mengziensis	species	1	0	0	0	0	4	2	0	16	0
3139140	Flavobacterium flavipallidum	species	3	4	2	41	68	5	5	143	17	36
1774273	Polaribacter vadi	species	1	0	2	2	2	4	0	3	12	0
3039167	Neomorellales	order	1	1	5	5	10	14	2	3	819	14
2529850	Acinetobacter sp. ANC 4910	species	1	1	1	19	23	3	13	88	0	149
39490	Eubacterium ramulus	species	14	9	76	47	402	60	150	89	126	221
2795727	Microvirga splendida	species	1	0	0	2	1	4	1	1	7	0
1142	Synechocystis	genus	2	0	1	3	3	15	2	0	39	17
2023240	Winogradskyella tangerina	species	1	0	0	1	1	0	0	0	2	2
2055893	Halalkaliarchaeum desulfuricum	species	3	0	0	0	0	1	0	0	4	0
40117	Nitrospirota	phylum	3	2	0	4	2	34	5	4	247	13
2819511	Lachnoanaerobaculum sp. Marseille-Q4761	species	3	1	4	5	23	15	10	5	43	23
86182	Curvibacter lanceolatus	species	3	8	9	32	100	41	49	182	82	182
143361	Filifactor alocis	species	3	4	62	7	41	34	24	17	45	40
1918385	Acutalibacter	genus	3	8	14	17	67	50	26	22	160	66
3028314	Oceanimonas pelagia	species	2	0	0	2	15	6	4	25	12	23
2497485	Flavobacterium sp. RSP15	species	4	4	3	22	13	13	7	62	8	35
477976	Calditerrivibrio nitroreducens	species	1	26	1	0	3	5	0	1	74	1
1827290	Chryseobacterium sp. MYb7	species	1	0	0	9	9	0	6	7	5	10
1182451	Aureivirga marina	species	1	1	2	0	4	1	8	2	25	7
2601193	Acinetobacter sp. YH16055	species	1	5	15	86	59	6	54	69	3	367
2024227	Prevotella sp. P4-67	species	2	0	4	0	7	4	3	7	30	29
2259036	Chitinophaga flava	species	1	0	0	0	3	1	2	4	7	4
2321229	Salinisphaera sp. Q1T1-3	species	1	0	0	1	0	8	0	2	7	4
2593021	Tabrizicola flagellatus	species	7	8	4	8	78	17	4	40	29	63
3242325	Candidatus Endomicrobiellum cubanum	species	8	2	5	5	16	49	13	42	162	26
2761542	Fundicoccus	genus	9	9	12	7	62	18	31	6	33	56
2662200	Pseudomonas sp. FSL R10-2245	species	1	0	0	2	1	0	0	1	1	0
2303332	Cellvibrio sp. KY-GH-1	species	1	3	10	17	18	64	94	16	33	29
49897	Mycolicibacterium hodleri	species	4	1	4	4	3	19	18	4	7	92
2627301	unclassified Emticicia	no rank	2	1	1	5	3	8	3	35	22	29
81416	Methanofollis	genus	1	0	0	4	5	39	4	6	152	10
3153578	Roseateles cavernae	species	6	0	1	5	29	9	3	17	35	25
653929	Albibacterium bauzanense	species	2	0	0	2	2	1	3	3	15	3
3064161	Atrimonas thermophila	species	2	2	1	2	3	3	0	1	21	2
1078089	Bacteroides sp. HPS0048	species	3	3	6	4	14	25	7	31	104	44
2831674	Virgibacillus saliphilus	species	1	0	1	0	0	2	2	0	0	1
2082950	Cyanothece sp. BG0011	species	1	0	0	0	3	4	0	3	9	3
2608630	Dechloromonas sp. CZR5	species	2	3	20	28	43	121	45	69	602	120
2817862	Proteiniclasticum aestuarii	species	4	10	3	5	19	22	18	23	50	31
56818	Methylobacillus sp.	species	9	18	21	82	179	114	101	88	109	267
2292065	Roseburia sp. AM16-25	species	2	0	0	6	9	1	6	3	1	2
2304575	Odoribacter sp. Z80	species	1	1	1	4	8	7	2	7	50	5
2724481	Clostridium sp. FP2	species	2	0	1	0	4	7	0	4	14	9
688066	Kosmotoga arenicorallina	species	1	0	0	1	0	6	0	0	16	1
3081651	Raineyella sp. W15-4	species	1	3	11	10	16	8	19	5	23	9
1124835	Chryseobacterium carnipullorum	species	8	2	46	117	44	62	136	155	45	284
279356	Aquimarina muelleri	species	3	0	1	1	0	5	2	10	8	7
3231103	Rosettibacter	genus	5	3	4	8	5	38	2	7	191	6
2714353	Vescimonas fastidiosa	species	5	5	16	16	96	198	62	33	146	161
184917	Solidesulfovibrio magneticus	species	8	20	68	15	41	534	54	48	2154	120
2619833	unclassified Microbulbifer	no rank	4	1	1	4	3	22	8	7	33	7
706570	Pseudomonas flexibilis	species	1	0	1	0	0	0	1	2	11	5
2651974	Hydrogenophaga sp. BPS33	species	3	6	6	22	41	26	21	50	20	39
668570	Methanospirillum lacunae	species	3	1	3	2	12	104	19	3	215	26
2769280	Comamonas sp. CMM01	species	1	3	0	1	5	0	3	11	6	6
2686094	Terricaulis silvestris	species	2	4	1	2	10	12	0	2	39	7
1299340	Flavobacterium longum	species	1	2	3	16	16	17	15	52	46	25
1940615	Collimonas antrihumi	species	3	0	0	4	8	11	6	14	7	9
1535548	Aeromonas sp. DNP9	species	1	0	0	0	0	3	0	2	0	0
1648	Erysipelothrix rhusiopathiae	species	5	1	11	2	26	20	6	7	14	10
133724	Nitrosomonas sp. Nm33	species	2	3	0	5	0	4	9	3	6	2
1784712	Aurantiacibacter xanthus	species	4	2	3	3	2	8	5	11	16	14
419257	Yersinia massiliensis	species	4	1	3	21	26	44	16	35	25	90
265975	Oribacterium	genus	7	6	31	19	79	249	81	18	290	135
39841	Thermodesulforhabdus norvegica	species	2	1	0	3	3	35	4	2	186	4
198251	Candidatus Pelagibacter	genus	3	7	7	1	6	37	7	8	109	42
2931882	Blautia sp. NSJ-166	species	1	1	2	0	28	2	15	1	5	26
1073253	Thermocatellispora tengchongensis	species	1	0	0	0	1	2	0	0	7	3
619805	Soonwooa buanensis	species	7	5	51	438	83	9	88	137	30	168
1909423	Cellulomonas citrea	species	2	4	9	14	39	20	18	14	29	45
126569	Paenibacillus glycanilyticus	species	1	0	13	43	6	8	82	21	20	14
2926318	Grylomicrobium aquisgranensis	species	1	1	6	3	9	26	4	7	12	9
78544	Pseudomonas gessardii	species	3	1	1	14	76	8	4	7	7	260
1776741	Acinetobacter proteolyticus	species	3	6	6	36	74	5	53	94	11	151
1658618	Rubritalea profundi	species	3	0	2	1	4	11	3	6	49	16
2478552	Flavobacterium sp. 140616W15	species	3	5	4	7	10	10	2	69	4	21
46468	Orenia	genus	6	5	8	5	11	4	5	9	55	29
2601201	Acinetobacter sp. YH1901141	species	3	2	3	24	72	12	38	15	9	173
3231926	Lacticaseibacillus jixiensis	species	3	1	1	0	2	2	2	3	6	1
2730080	Fundidesulfovibrio magnetotacticus	species	2	4	9	6	8	107	25	10	1073	14
2625359	unclassified Anaeromassilibacillus	no rank	13	6	6	9	239	34	33	26	20	21
2478538	Poseidonibacter antarcticus	species	4	8	2	6	29	16	10	322	445	88
209389	Heyndrickxia acidicola	species	1	1	0	0	3	1	2	6	30	3
2822344	Dyadobacter helix	species	3	5	7	21	35	20	15	67	57	34
3156489	Acinetobacter sp. A1-4-2	species	2	1	3	15	26	1	12	35	1	198
745119	Brassicibacter mesophilus	species	5	4	9	8	20	20	10	11	79	16
990718	uncultured Phocaeicola sp.	species	7	12	19	40	116	53	47	155	199	95
645466	Anaerostipes butyraticus	species	2	1	2	4	23	15	12	10	25	14
2067550	Clostridium sp. chh4-2	species	1	1	7	8	18	51	28	4	49	30
2479007	Streptomyces sp. adm13(2018)	species	1	0	0	0	0	0	0	0	0	0
1028746	Christiangramia aestuarii	species	1	0	0	1	2	3	0	2	10	0
313612	Lyngbya sp. PCC 8106	species	1	0	0	1	2	3	1	0	15	2
2638829	unclassified Candidatus Neoarthromitus	no rank	1	1	4	0	4	3	2	1	9	3
119219	Cupriavidus metallidurans	species	16	13	17	93	121	63	78	171	88	166
36811	Mycolicibacterium agri	species	1	0	0	0	1	8	11	2	8	0
2952618	Chryseobacterium oryctis	species	5	1	18	115	66	12	112	115	20	127
2910679	Clostridium sp. YIM B02551	species	1	0	1	0	4	0	0	1	22	4
3096527	Stenotrophomonas sp. CFBP8994	species	1	1	1	0	2	0	3	0	0	4
2907202	Jiella avicenniae	species	2	1	0	2	12	0	1	5	8	26
1962978	Povalibacter sp.	species	2	6	5	26	23	190	29	28	247	31
3067311	Flagellimonas crocea	species	2	1	0	1	0	0	0	0	7	2
1074233	Lysinimonas soli	species	2	3	4	8	6	10	3	1	10	2
2846776	Roseomonas alba	species	10	15	35	42	194	669	193	321	653	121
246263	Hydrogenivirga	genus	3	0	1	0	1	1	0	1	9	1
1859289	Faecalibacter macacae	species	8	2	8	41	54	10	24	39	87	44
99594	Thermohalobacter berrensis	species	2	0	0	2	9	8	3	8	42	16
53406	Pseudomonas anguilliseptica	species	2	9	2	12	32	19	7	70	27	154
2169409	Flavobacterium laiguense	species	4	6	0	22	44	6	15	110	15	40
1269031	Haloarchaeobius	genus	1	0	0	0	0	1	1	0	3	2
333367	Enterocloster asparagiformis	species	4	5	5	11	30	19	29	14	39	18
657	Photobacterium	genus	6	9	14	29	72	88	100	72	190	143
2017437	Thiolapillus sp.	species	3	11	9	24	33	143	36	56	368	89
1494959	Pseudogracilibacillus auburnensis	species	1	7	11	7	10	8	4	7	9	32
163877	Virgibacillus necropolis	species	1	3	0	2	1	1	1	1	9	2
2569479	Pleionea sediminis	species	4	0	0	3	0	1	0	1	21	5
3097352	Draconibacterium sp. IB214405	species	2	1	1	2	2	13	0	6	248	4
2024551	Thiocapsa sp.	species	7	1	4	9	7	98	14	26	211	15
2500157	Paraglaciecola marina	species	1	0	0	0	0	0	0	0	1	1
281361	Flavobacterium denitrificans	species	1	1	2	29	23	6	16	235	24	128
141390	Chromohalobacter israelensis	species	1	0	0	3	5	8	2	3	6	6
1539049	Dinghuibacter silviterrae	species	4	1	0	4	3	5	0	5	42	6
2628951	unclassified Geomicrobium	no rank	1	0	1	0	1	0	0	3	1	0
1965604	Anaeromassilibacillus sp. An250	species	1	1	5	1	19	16	8	8	16	27
2771116	Microcystis sp. M043S1	species	1	0	0	0	1	0	0	0	0	0
2545755	Aurantiacibacter suaedae	species	1	0	0	0	1	1	0	2	3	3
209	Helicobacter	genus	8	18	21	26	101	134	55	80	1795	143
2569541	Desulfosediminicola flagellatus	species	1	19	11	14	11	215	17	17	134	44
2171751	Pueribacillus theae	species	3	3	0	2	3	5	1	2	12	11
2138166	Pseudaeromonas paramecii	species	3	3	9	15	23	256	7	235	377	234
698776	Cellulosilyticum	genus	2	7	9	11	20	32	29	23	96	19
404589	Anaeromyxobacter sp. Fw109-5	species	1	2	1	6	1	25	2	1	119	5
1472040	Clostridium algifaecis	species	2	0	3	0	8	15	6	9	25	3
2486578	Rickettsiales endosymbiont of Stachyamoeba lipophora	species	1	1	0	0	4	4	2	11	55	9
2772401	Pseudarthrobacter sp. BIM B-2242	species	1	0	0	0	0	0	1	2	1	0
2321133	Halarcobacter sp.	species	3	7	5	8	23	19	16	238	1119	110
3133441	Pedobacter superstes	species	1	0	2	4	5	9	0	5	17	8
1036020	Nocardioides soli	species	1	0	7	1	10	8	5	3	13	1
2914830	Sphingomonas sp. BAUL-RG-20F-R05-02	species	1	0	0	0	1	2	0	4	2	1
3342255	Acidovorax sp. LjRoot117	species	3	3	11	21	83	17	36	99	30	103
2049033	Megamonas sp.	species	1	4	10	5	133	29	34	21	68	79
3401630	Luteococcus sp. OSA5	species	3	1	9	3	3	2	0	9	4	2
2980555	Variovorax sp. N23	species	1	5	5	11	12	8	9	33	21	22
1881068	Sphingomonas sp. OV641	species	1	1	2	2	2	3	0	1	2	0
1524260	Polaribacter marinivivus	species	1	0	0	2	0	1	0	2	12	2
502487	Nostoc spongiaeforme	species	3	0	0	0	0	1	0	0	4	0
2654998	Ostreibacterium oceani	species	2	2	6	5	4	15	77	10	10	86
1802172	Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19	species	2	9	2	7	17	5	15	12	11	20
1304888	Limisalsivibrio acetivorans	species	3	3	2	5	4	9	4	6	82	10
1918503	Aminobacterium sp. EBM-42	species	2	3	0	1	1	21	7	2	15	4
1660142	Sphingopyxis sp. SCN 67-31	species	1	4	6	9	8	11	19	5	18	23
1075	Pseudogemmobacter blasticus	species	7	15	7	50	57	148	59	25	957	123
2664899	Pseudomonas sp. CFSAN084952	species	1	0	0	0	0	1	0	1	0	7
3111454	Haloarcula sp. CGMCC 1.2071	species	1	0	0	0	0	0	0	0	0	0
137722	Azospirillum sp. B510	species	2	0	0	0	1	1	2	1	34	3
2602738	Ketobacter sp. MCCC 1A13808	species	3	1	2	4	3	14	1	3	28	3
2006980	Pseudomonas edaphica	species	1	1	0	9	39	6	4	6	1	213
1232681	Lunatimonas lonarensis	species	2	0	2	8	2	2	22	10	25	0
173365	Methylobacter tundripaludum	species	8	6	6	38	24	37	19	45	141	48
2768162	Roseomonas haemaphysalidis	species	1	2	1	3	4	8	1	2	16	4
3374599	Halosquirtibacter xylanolyticus	species	3	2	1	4	2	60	1	3	95	9
2662455	Paraclostridium dentum	species	2	1	6	6	96	24	18	46	56	65
2964529	Synechococcus sp. RC10A2	species	4	4	1	0	3	18	3	5	22	12
3064283	Yanghanlia caeni	species	1	1	2	15	10	41	11	28	33	16
2601180	Acinetobacter sp. YH16031	species	1	0	4	4	43	2	16	20	1	164
3439062	Methanosarcina sp. T3	species	2	0	2	0	0	8	3	0	30	2
348842	Desulfovirgula thermocuniculi	species	4	0	2	7	9	57	3	10	281	22
175306	Lentibacillus salicampi	species	2	3	4	3	16	4	3	7	8	118
1940136	Tibeticola	genus	4	5	5	16	73	30	30	140	544	44
2678891	Faecalibacillus sp.	species	9	6	32	6	104	20	17	7	15	29
1379159	Dyella jiangningensis	species	2	4	0	7	8	3	5	12	7	14
2708254	Pseudolysinimonas yzui	species	3	2	0	1	3	8	0	1	9	5
2940496	Acidovorax sp. GBBC 3334	species	3	8	7	68	37	16	51	74	22	27
2058291	Janibacter massiliensis	species	1	1	2	2	5	43	3	6	20	4
2835041	Bdellovibrio reynosensis	species	1	3	3	17	36	13	11	19	50	19
2609468	unclassified Sphingobacterium	no rank	5	7	14	28	21	65	16	50	111	41
686429	Gordonia humi	species	1	0	0	0	2	0	0	5	7	1
1911578	Oryzomicrobium sp.	species	4	6	205	40	22	126	55	77	391	34
1381557	Sulfurisoma sediminicola	species	4	4	10	25	19	50	15	19	483	37
3385498	Tepidamorphus sp. 3E244	species	1	0	3	1	2	1	0	7	2	7
3127473	Variovorax sp. CCNWLW186	species	1	0	0	1	3	0	2	2	3	17
2483401	Microbacterium sp. 10M-3C3	species	1	0	2	0	1	2	1	1	2	4
85630	16SrX (Apple proliferation group)	species group	1	0	0	1	2	0	0	2	5	0
266126	Azonexus caeni	species	6	16	20	21	51	209	80	89	788	127
2989705	Flavobacterium lacisediminis	species	11	18	7	202	324	18	33	466	20	121
386300	Flavobacterium glaciei	species	4	2	0	11	33	5	2	110	6	34
67572	Psychromonas	genus	2	4	7	10	6	8	10	16	47	31
1569	Sporosarcina	genus	6	7	10	5	26	19	9	13	85	66
1478	Peribacillus simplex	species	5	2	3	0	43	18	48	17	10	87
1494961	Listeria cornellensis	species	4	4	1	1	4	0	0	0	0	5
1161202	Erythrobacter colymbi	species	2	4	0	2	3	3	52	39	26	36
219574	Pseudomonas proteolytica	species	11	20	20	37	172	165	39	134	939	963
1288362	Actinoplanes sp. ATCC 53533	species	1	0	0	0	2	3	1	0	6	3
2080755	Tautonia sociabilis	species	3	4	3	5	14	113	21	8	150	10
1036132	Kistimonas	genus	1	0	0	9	1	9	4	3	8	1
78245	Xanthobacter autotrophicus Py2	strain	2	3	14	8	11	19	12	5	19	16
1882828	Variovorax sp. YR216	species	1	1	3	3	12	1	3	13	23	13
1805470	Clostridium nigeriense	species	1	0	2	0	10	10	10	8	21	11
474984	uncultured Sphaerotilus sp.	species	4	8	4	53	19	8	23	252	18	110
1739479	Actinomyces sp. HMSC065F12	species	1	0	4	3	3	4	2	3	2	0
2881264	Blautia fusiformis	species	1	0	7	2	23	11	13	6	9	19
3039590	Parablautia	genus	8	15	51	21	131	855	200	92	152	428
45254	Dysgonomonas capnocytophagoides	species	5	25	23	76	57	113	45	90	444	121
3239217	Variovorax sp. RCC_210	species	2	5	0	6	29	10	7	41	13	32
1601	Ligilactobacillus agilis	species	2	4	10	5	37	23	31	6	45	24
2841264	Candidatus Minimicrobia vallesae	species	1	1	2	10	7	3	4	4	42	6
1913979	Microcella sp.	species	15	8	3	6	39	45	7	11	33	24
2732487	Usitatibacter palustris	species	3	1	2	16	12	90	14	33	227	15
2341117	Arachidicoccus soli	species	2	2	6	38	18	15	6	13	52	6
2020870	Psychroserpens sp.	species	2	0	3	5	11	27	6	16	52	7
1911556	Sediminispirochaeta	genus	14	8	14	16	7	35	79	26	284	30
2364795	Olsenella sp. Marseille-P4559	species	3	2	4	2	7	10	15	1	21	5
1564487	Herbinix hemicellulosilytica	species	4	5	9	12	15	16	11	12	86	28
259357	unclassified Alcaligenes	no rank	4	0	7	16	8	51	9	7	17	7
2860235	Glacieibacterium	genus	2	2	3	14	3	3	3	54	10	9
1322	Blautia hansenii	species	6	9	58	30	158	119	155	49	111	90
47293	Mobiluncus sp.	species	1	0	0	0	3	2	2	2	6	3
2003365	Marivita sp.	species	3	3	1	6	41	21	19	22	18	38
1906	Streptomyces fradiae	species	3	4	5	8	19	7	4	8	13	54
2767881	Fructilactobacillus	genus	3	5	12	6	14	1	0	11	6	28
2083498	Ketobacter sp.	species	4	0	0	2	3	13	0	1	19	2
413434	Sediminibacterium ginsengisoli	species	5	0	2	6	10	5	4	8	41	10
3438938	Dysosmobacter sp. HCP28S3_G4	species	2	1	9	8	56	22	28	22	69	64
28885	Hydrogenovibrio marinus	species	2	0	0	4	1	4	7	3	8	2
1392775	Flavobacterium paronense	species	1	4	2	11	21	4	2	28	36	21
49280	Gelidibacter algens	species	1	3	1	4	10	0	1	7	3	3
3366354	Vasconcelosia minhoensis	species	4	0	1	7	4	8	0	1	6	4
1936171	uncultured Roseibium sp.	species	1	2	1	4	8	11	3	4	18	8
683318	Frankia sp. KB5	species	1	1	1	0	0	0	0	0	4	0
2775420	Skermanella cutis	species	3	1	2	5	5	14	2	4	38	42
1920650	Fodinibius saliphilus	species	1	0	0	0	0	0	0	3	4	1
3037797	Piscinibacter sp. XHJ-5	species	1	0	5	10	16	8	11	22	27	11
267135	Erythrobacter donghaensis	species	3	9	3	6	20	3	50	30	44	33
1346889	Neoroseomonas eburnea	species	2	8	7	16	47	234	21	56	140	21
3435409	Paenibacillus sp. SN-8-1	species	1	0	1	0	2	3	1	2	5	1
2795293	Desulfolithobacter dissulfuricans	species	5	22	12	22	16	534	16	7	177	36
206379	Nitrosomonadaceae	family	11	14	29	94	142	112	82	92	201	124
1926477	Psychrobacter sp. C 20.9	species	6	5	5	7	9	4	9	45	6	47
943346	Sporomusa sp. KB1	species	3	6	36	13	27	155	26	58	1152	96
1679466	Apibacter adventoris	species	4	0	7	35	16	3	21	23	21	25
2067453	Uliginosibacterium sp. TH139	species	2	1	3	7	2	8	3	20	160	11
2652290	Scrofimicrobium canadense	species	6	32	21	16	30	41	26	12	31	57
2294117	Hydrogenophaga borbori	species	1	2	3	17	10	1	9	23	9	8
2816959	Seonamhaeicola sp. NFXS20	species	2	4	0	4	8	1	0	7	6	4
84025	Clostridium haemolyticum	species	1	2	4	2	6	16	1	3	8	11
1759083	Sphingopyxis sp. A083	species	4	5	1	5	2	5	6	5	10	3
2682096	Nitratireductor arenosus	species	1	0	1	1	6	13	0	3	4	9
2591009	Denitrobaculum tricleocarpae	species	1	1	0	0	3	15	0	2	18	2
1408204	Candidatus Endomicrobiellum trichonymphae	species	4	1	1	2	1	6	3	2	45	1
2601065	Acinetobacter sp. YH12069	species	2	0	0	1	10	0	2	24	0	11
280236	Nocardiopsis gilva	species	1	0	0	0	3	0	1	3	2	1
147268	Thiomicrospira cyclica	species	1	0	0	1	0	2	2	1	50	4
213484	Vampirovibrio	genus	3	9	8	17	52	200	49	59	1398	119
3044211	Pinibacter soli	species	3	1	3	9	13	10	1	2	46	4
1605891	Marilutibacter maris	species	4	3	7	17	38	21	15	38	21	15
2938946	Streptomyces sp. AS02	species	2	3	5	3	5	15	4	3	6	18
1123043	Telmatocola sphagniphila	species	9	1	2	4	15	149	11	12	174	43
3383025	Peredibacter sp. HCB2-198	species	6	9	3	19	62	10	16	116	191	146
122960	Alicyclobacillus herbarius	species	2	0	0	0	0	8	0	0	17	1
1515612	Sphingopyxis fribergensis	species	3	12	4	17	19	10	13	44	13	26
2642604	unclassified Anaerocolumna	no rank	1	2	2	5	5	8	3	9	40	13
3401724	Flavobacterium sp. XS1P27	species	2	7	5	21	59	10	2	142	11	112
2668068	Halapricum sp. CBA1109	species	1	0	0	1	0	1	0	0	2	0
1965555	Lachnoclostridium sp. An131	species	1	0	3	4	69	18	15	16	105	21
1112214	Sphingomonas sp. PAMC 26605	species	3	0	1	0	5	5	1	4	1	5
82367	Paracoccus pantotrophus	species	2	0	4	2	17	15	6	9	22	19
722	Actinobacillus seminis	species	1	0	1	0	1	219	11	1	5	2
3436682	Neisseria sp. P0005.S008	species	1	0	0	0	0	0	0	0	0	0
2597769	Geobacter sp. FeAm09	species	1	4	0	5	4	26	6	9	1021	11
3399125	Achromobacter sp. PD1	species	1	0	3	3	6	5	10	9	26	10
2486274	Gordonia sp. OPL2	species	4	1	2	1	3	3	0	1	7	4
1007511	Sphingobium limneticum	species	2	1	1	5	2	0	7	18	3	13
2744227	Fusobacterium sp. SB021	species	6	16	7	14	157	13	24	65	53	23
1340425	Geobacter anodireducens	species	3	4	4	4	2	42	18	0	175	11
2004649	Acinetobacter sp. WCHA29	species	1	1	1	28	20	2	36	26	4	44
1840297	Polaromonas sp. H8N	species	1	1	2	5	22	2	2	44	0	30
2382159	Proteiniphilum sp. X52	species	5	15	12	9	21	27	15	41	583	25
1860097	Acinetobacter sp. YK3	species	1	0	0	1	12	1	1	4	0	54
471826	Candidatus Desulforudis	genus	1	0	0	1	0	0	0	0	5	0
2528000	Botrimarina hoheduenensis	species	1	2	0	1	8	97	1	3	49	5
3143208	Coprococcus sp. RTP21281st1_F1_RTP21281_210402	species	1	1	4	3	30	14	10	18	18	35
1557	Peptoclostridium litorale	species	4	4	11	5	9	23	2	7	48	24
1736545	Rhizobium sp. Root483D2	species	1	0	1	0	0	0	1	2	1	2
1471433	Geitlerinema calcuttense	species	2	0	1	1	2	20	3	3	42	9
2742611	Psychrobacter sp. FME61	species	8	30	1	4	19	1	23	2	1	8
2821146	Microbacterium sp. BF1	species	3	0	1	3	13	1	0	5	2	121
246191	Maridesulfovibrio ferrireducens	species	1	1	1	3	10	48	8	9	176	13
517722	Citromicrobium sp. JLT1363	species	2	2	1	3	12	12	4	20	22	10
1242992	Leptospira sp. B5-022	species	1	0	0	0	0	0	0	0	0	0
768733	Methanosalsum natronophilum	species	2	0	0	0	2	4	0	0	18	2
651662	Hymenobacter psychrophilus	species	1	0	0	1	1	1	1	8	5	3
1603897	Erythrobacter sp. SG61-1L	species	3	9	5	18	110	46	37	71	62	32
2703888	Paraburkholderia sp. Ac-20340	species	1	0	0	0	0	0	1	1	0	1
69664	Caulobacter sp. FWC2	species	2	6	0	5	5	8	7	17	9	14
65959	Acetobacter pomorum	species	2	2	3	13	16	8	34	30	20	10
2959627	Marinoscillum sp. MHG1-6	species	2	1	1	3	3	2	2	3	42	9
2565925	Cohnella fermenti	species	4	10	62	18	44	32	104	46	107	67
370038	Oceanidesulfovibrio marinus	species	4	7	11	11	10	198	10	4	178	17
3387402	Pedobacter sp. KLB.chiD	species	1	0	0	0	1	0	0	1	1	2
1587	Lactobacillus helveticus	species	4	1	146	10	30	54	87	15	66	58
3046727	Variovorax sp. CAN15	species	1	1	2	4	27	3	9	16	15	21
67824	Citrobacter farmeri	species	3	10	37	31	25	137	52	16	23	16
1637975	Cytobacillus solani	species	2	1	0	0	4	0	0	1	3	1
2489367	Cyclonatronum	genus	4	2	0	3	3	32	7	2	75	7
2002838	Actinomyces minihominis	species	4	40	21	32	62	27	25	29	10	248
1648966	Luteimonas soli	species	2	24	15	33	69	53	19	58	19	35
189863	Falsarthrobacter nasiphocae	species	1	0	0	0	0	2	0	0	0	0
1461025	Kocuria coralli	species	1	2	2	2	13	2	5	5	5	15
2922869	Anaerococcus sp. AGMB09787	species	1	2	1	0	1	3	2	1	9	1
152267	Pigmentiphaga	genus	4	13	13	36	50	206	44	80	234	49
1931211	Xanthomarina sp.	species	4	0	1	1	6	0	1	7	12	4
2023067	Flavobacterium aurantiibacter	species	3	7	4	66	43	25	67	191	57	46
1641851	Acidisphaera sp. L21	species	1	3	1	3	5	8	3	5	24	3
1946415	Dialister sp. UBA1703	species	2	0	3	0	21	10	7	13	4	40
3166644	Mesorhizobium sp. ANAO-SY3R2	species	3	1	1	5	10	4	2	6	4	27
1962180	Kineosporia sp. A_224	species	4	0	0	2	3	29	1	6	20	8
2094150	Duncaniella muris	species	2	2	9	7	70	20	15	53	84	40
3420564	Peptoniphilus sp. SGI.035	species	1	2	0	1	4	12	0	0	36	4
270351	Methylobacterium aquaticum	species	2	1	5	5	11	12	12	11	36	14
434009	Variovorax sp. PBL-H6	species	1	2	0	5	5	9	6	15	15	18
1813451	Peteryoungia desertarenae	species	1	0	1	1	1	8	0	1	4	1
579519	Pseudoalteromonas sp. S201	species	2	0	0	0	0	0	0	0	0	0
190898	Desulfotignum phosphitoxidans	species	1	2	0	0	0	25	4	0	81	7
2898434	Sphingomonas sp. J344	species	1	0	0	0	0	0	0	2	3	0
3094916	Pseudomonas sp. BO3-4	species	1	0	0	1	0	0	0	0	0	0
1333713	Schleiferiaceae	family	1	1	1	4	8	12	4	5	114	4
1857217	Candidatus Enterococcus huntleyi	species	6	3	2	2	20	1	0	2	3	14
1496690	Pseudorhizobium marinum	species	1	0	0	0	0	0	0	0	0	4
2867243	Qipengyuania sphaerica	species	1	0	0	0	2	0	0	0	3	1
