taxonomy_id	name	rank	AUS.18a_ERR1713333_db2.bracken.kraken2.report	AUS.18_ERR1713332_db2.bracken.kraken2.report	BRA.53_ERR1713336_db2.bracken.kraken2.report	AUT.70_ERR1713334_db2.bracken.kraken2.report	BWA.19_ERR1713338_db2.bracken.kraken2.report	CAN.22_ERR1713339_db2.bracken.kraken2.report	CAN.22a_ERR1713340_db2.bracken.kraken2.report	ALB.17_ERR1713331_db2.bracken.kraken2.report	CAN.22b_ERR1713341_db2.bracken.kraken2.report	CHE.67_ERR1713343_db2.bracken.kraken2.report	BRA.53a_ERR1713337_db2.bracken.kraken2.report	BGR.66_ERR1713335_db2.bracken.kraken2.report	COL.2_ERR1713346_db2.bracken.kraken2.report	CIV.13_ERR1713345_db2.bracken.kraken2.report	CZE.23_ERR1713347_db2.bracken.kraken2.report	CAN.22c_ERR1713342_db2.bracken.kraken2.report	DEU.27_ERR1713348_db2.bracken.kraken2.report	CHN.64_ERR1713344_db2.bracken.kraken2.report	DNK.71_RL_ERR1713351_db2.bracken.kraken2.report	DNK.71_RA_ERR1713349_db2.bracken.kraken2.report	DNK.71_RD_ERR1713350_db2.bracken.kraken2.report	ESP.75_ERR1713354_db2.bracken.kraken2.report	FIN.25_ERR1713356_db2.bracken.kraken2.report	ECU.14a_ERR1713353_db2.bracken.kraken2.report	ETH.24_ERR1713355_db2.bracken.kraken2.report	GEO.59_ERR1713357_db2.bracken.kraken2.report	IND.11_ERR1713362_db2.bracken.kraken2.report	GHA.4_ERR1713358_db2.bracken.kraken2.report	IRN.12_ERR1713364_db2.bracken.kraken2.report	ISR.29_ERR1713366_db2.bracken.kraken2.report	HRV.68_ERR1713360_db2.bracken.kraken2.report	ISL.28_ERR1713365_db2.bracken.kraken2.report	HUN.61_ERR1713361_db2.bracken.kraken2.report	KAZ.6_ERR1713368_db2.bracken.kraken2.report	KEN.72_ERR1713369_db2.bracken.kraken2.report	IRL.69_ERR1713363_db2.bracken.kraken2.report	KHM.21_ERR1713370_db2.bracken.kraken2.report	LKA.40_ERR1713371_db2.bracken.kraken2.report	LVA.31_ERR1713373_db2.bracken.kraken2.report	NLD.43_ERR1713379_db2.bracken.kraken2.report	MKD.62_ERR1713375_db2.bracken.kraken2.report	LUX.32_ERR1713372_db2.bracken.kraken2.report	ITA.30_ERR1713367_db2.bracken.kraken2.report	MLT.63_ERR1713376_db2.bracken.kraken2.report	MDA.65_ERR1713374_db2.bracken.kraken2.report	NGA.50_ERR1713378_db2.bracken.kraken2.report	NOR.34_ERR1713380_db2.bracken.kraken2.report	MYS.54_ERR1713377_db2.bracken.kraken2.report	PAK.7_ERR1713384_db2.bracken.kraken2.report	NPL.33_ERR1713381_db2.bracken.kraken2.report	SEN.8_ERR1713386_db2.bracken.kraken2.report	SGP.52_ERR1713387_db2.bracken.kraken2.report	POL.36_ERR1713383_db2.bracken.kraken2.report	PER.35_ERR1713385_db2.bracken.kraken2.report	SVN.38_ERR1713390_db2.bracken.kraken2.report	SRB.37_ERR1713388_db2.bracken.kraken2.report	TCD.1_ERR1713393_db2.bracken.kraken2.report	SWE.41_ERR1713391_db2.bracken.kraken2.report	SVK.9_ERR1713389_db2.bracken.kraken2.report	SWE.41a_ERR1713392_db2.bracken.kraken2.report	TUR.46_ERR1713395_db2.bracken.kraken2.report	USA.74b_ERR1713399_db2.bracken.kraken2.report	USA.74c_ERR1713400_db2.bracken.kraken2.report	USA.74_ERR1713397_db2.bracken.kraken2.report	USA.74a_ERR1713398_db2.bracken.kraken2.report	USA.74i_ERR1713406_db2.bracken.kraken2.report	USA.74g_ERR1713404_db2.bracken.kraken2.report	USA.74e_ERR1713402_db2.bracken.kraken2.report	USA.74f_ERR1713403_db2.bracken.kraken2.report	XK.60_ERR1713408_db2.bracken.kraken2.report	USA.74d_ERR1713401_db2.bracken.kraken2.report	ZAF.39_ERR1713409_db2.bracken.kraken2.report	ZMB.49b_ERR1713411_db2.bracken.kraken2.report	ZMB.49_ERR1713410_db2.bracken.kraken2.report	ECU.14_ERR1713352_db2.bracken.kraken2.report	NZL.56_ERR1713382_db2.bracken.kraken2.report	TZA.15_ERR1713396_db2.bracken.kraken2.report	TGO.44_ERR1713394_db2.bracken.kraken2.report	USA.74h_ERR1713405_db2.bracken.kraken2.report	VNM.48_ERR1713407_db2.bracken.kraken2.report
571256	Brucella pituitosa	species	2	11	2	37	1	6	1	15	57	6	0	2	23	3	40	135	6	3	3	11	17	15	5	4	16	0	0	1	8	5	20	6	3	6	2	171	0	0	3	0	19	422	15	5	3	1	2	0	1	39	4	2	19	4	50	13	0	9	17	5	343	0	1	12	59	22	0	10	3	18	58	5	0	4	30	8	1	1	57	2
94625	Brucella intermedia	species	1	6	1	2	5	0	0	1	1	2	1	0	1	8	0	3	2	0	1	0	2	2	3	2	12	0	3	2	0	0	0	0	0	0	7	3	5	0	1	1	0	6	0	0	1	3	1	6	1	6	12	1	0	0	5	0	0	1	1	0	1	0	6	2	10	1	4	15	3	0	15	4	1	7	0	0	1	1	0	6
419475	Brucella pseudogrignonensis	species	1	1	3	8	1	0	1	2	10	0	2	0	2	2	3	15	1	3	2	2	0	4	0	1	0	0	22	5	54	7	1	1	0	1	10	11	2	4	0	0	0	24	5	0	0	5	0	0	16	8	2	2	1	1	4	2	0	2	0	2	3	0	1	26	2	1	1	7	0	2	1	434	1	2	0	0	4	0	8	12
354349	Pseudochrobactrum	genus	8	2	4	26	3	3	2	29	8	7	3	2	7	3	6	28	10	52	5	4	11	16	10	6	28	0	5	9	46	6	4	0	8	4	21	42	2	1	3	1	13	52	9	5	9	9	2	0	15	102	61	13	9	35	19	8	0	28	8	4	68	2	9	21	8	27	6	26	4	21	13	46	3	15	1	1	3	1	34	30
2834768	Pseudochrobactrum algeriensis	species	4	4	2	4	3	0	0	5	4	4	2	1	3	0	3	18	0	2	4	3	10	8	4	3	4	1	0	2	1	0	7	0	3	1	2	27	0	0	0	0	1	28	4	0	3	0	0	4	1	3	3	0	4	6	8	3	0	2	3	0	1	0	10	12	6	6	0	12	2	18	11	13	0	0	2	3	1	0	6	1
41294	Nitrobacteraceae	family	1	9	6	13	12	2	3	6	4	13	75	3	6	43	11	31	3	117	12	13	10	10	13	20	5	1	4	5	24	3	1	7	4	3	16	8	152	3	3	5	3	28	26	2	1	17	19	5	2	38	12	23	38	3	18	2	0	40	5	18	0	14	9	322	23	29	5	14	6	3	13	10	5	17	5	11	17	2	18	2
374	Bradyrhizobium	genus	12	12	16	28	91	2	9	6	8	52	243	17	11	6	71	408	16	296	42	19	22	21	11	60	18	2	13	4	4	23	11	10	10	5	15	13	33	3	9	15	11	58	173	11	10	12	47	15	18	10	10	65	77	5	25	14	1	120	14	30	6	137	31	1339	79	506	12	26	15	12	30	19	17	9	8	21	3	4	62	6
1437360	Bradyrhizobium erythrophlei	species	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1073	Rhodopseudomonas	genus	6	8	1	1	10	0	0	2	0	0	15	0	3	104	0	11	0	0	0	0	0	5	0	14	0	0	0	21	45	0	0	0	0	0	30	0	312	1	1	0	0	4	1	0	0	18	0	5	1	45	5	2	16	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	12	0	0	6	2	14	0	0	21	0	1	2
1076	Rhodopseudomonas palustris	species	1	1	0	1	5	0	0	3	1	0	1	4	2	43	1	7	0	3	4	3	1	5	1	2	1	0	0	12	9	0	2	0	0	2	14	1	74	2	3	0	0	5	5	0	1	6	1	0	1	25	6	1	12	1	2	2	0	2	7	0	1	0	0	1	1	2	0	2	4	2	1	0	1	13	7	3	2	0	4	1
911	Nitrobacter	genus	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	4	1	1	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	13	3	0	1	3	1	0	0	0	0	1	0	0	1	0	2	26	0	0	0	0	0	0	0	2	0	1	1	0	1	0
2620411	unclassified Nitrobacter	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3398703	Nitrobacter sp. TKz-YC01	species	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
1033	Afipia	genus	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
2642050	unclassified Afipia	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1320552	Afipia sp. NBIMC_P1-C1	species	1	0	2	3	0	0	0	2	3	1	0	0	0	0	0	48	0	0	2	0	4	1	0	0	0	0	1	0	4	0	2	0	0	0	1	0	1	0	1	0	1	5	1	0	0	1	0	1	0	2	2	0	2	0	1	0	0	2	0	5	0	0	1	11	3	1	0	3	0	1	7	3	1	0	0	0	0	1	8	0
45401	Hyphomicrobiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
81	Hyphomicrobium	genus	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	0	0	5	0	0	0	1	1	0	0	1	2	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
2619925	unclassified Hyphomicrobium	no rank	1	0	2	0	5	1	0	0	0	0	2	0	1	3	3	1	0	9	0	1	1	0	0	5	0	0	0	0	0	0	0	1	0	2	8	0	28	0	0	0	0	3	0	1	1	142	0	0	3	0	23	0	4	0	0	0	0	0	0	0	0	0	5	1	0	0	1	6	1	0	0	4	1	2	0	0	2	0	1	0
3019544	Hyphomicrobium sp. DMF-1	species	21	1	4	12	20	3	1	1	9	5	9	1	0	13	6	23	7	10	8	10	15	2	12	22	0	0	6	27	5	0	1	3	2	3	3	0	34	1	4	0	1	22	3	1	2	18	2	22	23	1	18	18	10	0	14	4	0	22	6	18	0	1	8	11	4	3	5	2	4	3	4	10	1	9	0	0	1	6	20	6
2831100	Boseaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85413	Bosea	genus	10	25	37	91	23	3	5	27	22	33	8	16	10	26	28	215	31	18	40	69	111	17	51	55	58	1	8	2	20	0	19	4	10	15	51	65	14	9	20	0	32	151	35	2	35	43	10	53	53	129	38	39	45	41	80	65	0	119	35	76	19	4	37	76	46	223	4	28	23	55	75	79	11	40	37	51	11	2	102	14
2653178	unclassified Bosea (in: a-proteobacteria)	no rank	5	3	4	9	3	1	0	10	9	9	2	0	3	3	8	23	2	5	4	19	19	4	6	10	15	0	5	0	3	0	3	6	1	7	7	16	4	1	4	0	6	15	10	0	3	11	2	10	2	50	4	6	6	8	17	14	0	12	2	11	3	0	16	19	9	28	3	7	6	10	10	6	3	9	4	15	4	0	12	2
2015316	Bosea sp. AS-1	species	2	2	4	6	11	0	1	3	1	5	7	0	1	1	3	22	2	1	5	2	5	3	9	3	2	1	0	0	1	4	5	0	0	2	4	4	0	0	3	0	4	10	1	0	0	9	1	2	5	9	7	9	4	1	4	1	0	6	1	6	1	0	5	13	1	20	0	11	5	4	8	5	1	6	0	2	1	0	15	8
1867715	Bosea sp. Tri-49	species	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
3068632	Bosea beijingensis	species	1	1	2	6	2	1	0	9	0	1	0	2	2	1	0	32	3	2	5	2	7	2	6	10	3	0	3	2	2	1	5	1	0	0	7	1	1	0	0	0	1	16	0	0	2	4	1	1	3	28	4	5	2	2	9	7	0	13	1	5	2	0	6	15	3	9	0	5	3	7	8	5	3	4	3	3	1	0	11	1
335928	Xanthobacteraceae	family	1	0	0	1	3	0	0	1	2	1	5	0	5	2	3	40	1	2	1	0	1	0	17	1	3	0	3	3	2	0	3	0	0	1	2	0	6	0	0	2	0	4	11	2	0	3	2	2	1	2	5	3	4	2	5	1	0	1	2	2	0	3	5	17	3	40	1	6	4	2	3	1	2	2	1	2	1	1	4	1
6	Azorhizobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Azorhizobium caulinodans	species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438753	Azorhizobium caulinodans ORS 571	strain	4	2	0	0	3	0	0	1	3	0	1	1	2	0	2	44	0	0	1	1	2	2	3	5	2	0	2	0	0	1	0	1	0	0	1	0	7	0	0	0	1	0	0	0	0	5	1	3	0	0	1	1	3	2	1	2	0	2	1	2	0	0	3	7	2	0	1	2	0	1	14	5	0	1	0	0	0	0	5	1
279	Xanthobacter	genus	3	0	0	1	0	0	1	0	0	0	3	0	6	0	2	13	1	2	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	2	1	3	0	2	0	1	5	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	8	0	0	0	0	1	6	0	97	0	0	10	2	3	1	0	1	0	0	0	0	1	2
69277	Phyllobacteriaceae	family	2	1	1	1	2	1	0	1	0	5	0	0	0	0	2	6	2	0	3	7	7	2	2	7	2	0	0	1	0	0	1	1	5	1	1	3	3	0	0	1	0	6	5	0	0	5	3	1	1	2	0	0	2	4	4	0	0	7	2	3	1	2	2	8	1	0	0	1	0	2	4	4	0	1	1	2	1	0	5	1
68287	Mesorhizobium	genus	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	3	1	0	1	0	2	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2	0	1	1	0	0	4	1	1	1	0	4	1	4	1	1	0	1	2	1	0	0	1	0	0	6	0	0	1	2	0	0	3	0
325217	unclassified Mesorhizobium	no rank	1	0	0	1	6	0	0	0	1	0	0	1	1	1	2	5	0	1	1	0	2	3	1	4	1	0	0	1	0	1	0	2	0	0	5	4	1	0	1	1	0	2	2	0	0	2	0	1	4	6	6	1	1	2	1	4	0	3	1	2	1	1	1	0	2	2	0	4	1	2	5	7	1	1	0	2	0	4	2	0
3402289	Mesorhizobium sp. AaZ16	species	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
31988	Aminobacter	genus	0	0	0	0	0	1	0	6	0	1	0	0	0	0	2	0	0	0	1	2	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	11	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	3	2	3	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	3	0
2644704	unclassified Aminobacter	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374606	Aminobacter sp. MSH1	species	1	3	3	6	3	3	0	6	4	3	0	6	2	1	2	32	6	2	2	4	5	6	5	3	3	0	0	0	0	0	1	2	0	4	1	17	1	0	0	0	5	26	6	1	5	0	5	2	0	2	0	2	3	0	8	9	0	6	2	3	4	2	11	11	12	15	2	9	3	2	9	6	5	2	8	4	0	0	15	1
2821832	Stappiaceae	family	0	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	1	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	2	2	0	1	4	0	3
227873	Pannonibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121719	Pannonibacter phragmitetus	species	4	7	6	32	36	2	1	9	25	46	5	1	10	13	2	33	3	3	8	18	17	10	10	48	4	0	11	4	4	2	2	10	2	3	13	47	12	1	2	2	1	28	8	6	5	19	9	23	8	13	8	14	9	10	31	9	0	27	3	45	3	1	21	8	3	9	2	26	5	13	24	27	3	9	10	4	14	2	33	2
119045	Methylobacteriaceae	family	2	0	0	11	6	3	0	3	7	0	5	0	2	6	7	30	2	16	0	0	0	5	3	15	2	0	3	0	3	0	1	6	0	0	4	3	6	0	0	0	1	14	0	0	4	6	0	0	0	5	3	5	3	2	4	7	1	5	4	4	1	1	6	12	8	7	3	5	2	7	17	2	1	6	3	3	0	0	20	1
407	Methylobacterium	genus	1	1	6	1	0	0	0	3	2	0	5	1	7	5	1	51	0	11	1	0	1	12	1	34	3	0	8	0	0	1	0	5	0	2	6	3	27	2	0	1	1	6	0	1	0	6	2	5	1	8	10	41	0	11	1	4	0	0	13	3	1	0	45	25	5	4	9	30	31	6	28	2	1	4	4	3	0	0	25	2
2843308	Pleomorphomonadaceae	family	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
261933	Pleomorphomonas	genus	2	1	5	5	35	1	3	4	2	0	2	0	7	2	3	8	2	1	1	5	9	2	29	5	14	1	1	0	3	0	2	1	1	0	5	0	12	2	0	0	1	4	3	0	1	0	0	3	0	1	6	3	0	4	6	1	0	6	2	1	0	0	20	8	3	1	3	17	10	8	2	16	7	7	0	3	2	0	18	0
442120	environmental samples	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442121	uncultured Pleomorphomonas sp.	species	1	2	1	13	35	5	11	7	0	1	1	1	8	1	5	9	8	0	5	3	15	10	15	6	9	0	1	1	3	1	4	0	1	3	4	3	1	1	1	1	4	10	5	5	0	0	0	1	1	0	9	1	5	4	9	1	0	28	5	3	1	0	39	6	2	9	3	33	10	23	2	13	11	12	0	2	0	0	60	2
2036754	Chelatococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28209	Chelatococcus	genus	2	0	0	2	21	0	0	1	1	1	0	0	2	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
255475	Aurantimonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3042730	Antarcticirhabdus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606717	Antarcticirhabdus aurantiaca	species	1	0	0	1	2	2	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2	0	2	9	1	0	0	1	0	0	0	2	0	0	0	5	1	1	0	0	0	1	2	0	0	1	0	0	1	1	1	0	2	2	1	3	0	1	1	2	0	1	3	0	0	1	0	2	0	17	1	26	0	0	0	0	1	0	1	0
655351	Cohaesibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655352	Cohaesibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655353	Cohaesibacter marisflavi	species	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2831106	Devosiaceae	family	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	2	0	3	0	0	0	0	0	0	0	1	0	0	2	0	3	1	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46913	Devosia	genus	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	2	0	1	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	6	1	1	0	0	0	0	0	6	1	0	1	1	1	0	0	1	3	1	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	2	0
196773	unclassified Devosia	no rank	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	2	2	0	2	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	7	0	0	0	1	0	0	0	4	2	1	0	2	0	0	0	2	0	0	0	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
2844375	Reyranellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445219	Reyranella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2630009	unclassified Reyranella	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929291	Reyranella sp.	species	1	5	3	4	87	5	5	9	6	3	5	2	47	6	51	578	4	6	12	8	9	12	4	16	6	0	6	2	2	22	3	4	0	1	12	6	28	2	6	2	2	7	27	8	15	7	4	6	7	4	9	7	10	5	6	5	0	15	34	13	1	99	8	73	3	1675	5	15	13	2	12	8	3	8	1	3	0	1	23	7
204458	Caulobacterales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76892	Caulobacteraceae	family	35	103	50	93	136	25	7	175	73	31	49	127	101	64	61	209	146	90	73	92	93	48	74	132	128	19	89	40	116	14	50	18	20	72	112	271	145	56	76	6	90	300	151	148	124	118	35	72	101	91	197	111	137	100	193	115	0	145	136	123	175	21	146	161	33	149	24	178	134	184	69	152	132	107	248	210	19	553	203	1271
41275	Brevundimonas	genus	152	509	345	666	254	224	45	1374	466	218	399	721	1128	662	365	1135	696	586	521	604	867	389	510	534	592	121	840	148	772	83	311	145	119	431	1435	2485	1094	527	461	28	658	2180	891	1515	738	632	280	237	776	1143	1265	398	810	548	1184	692	14	1143	1024	722	1394	147	1142	1178	235	1258	169	1541	1423	1651	388	599	458	475	1430	1430	135	1016	1625	8433
2774189	Brevundimonas pondensis	species	13	100	33	100	4	28	5	255	58	33	11	84	7	15	47	91	73	38	51	30	61	71	32	17	49	47	4	3	58	12	28	17	8	40	12	109	1	7	48	7	158	377	137	80	126	4	72	8	13	17	31	6	62	14	115	137	1	136	97	93	37	16	254	217	21	206	15	188	102	340	55	40	2	8	250	177	1	5	219	1711
