taxonomy_id	name	rank	AUS.18a_ERR1713333_db1.kraken2.kraken2.report	AUS.18_ERR1713332_db1.kraken2.kraken2.report	AUT.70_ERR1713334_db1.kraken2.kraken2.report	BWA.19_ERR1713338_db1.kraken2.kraken2.report	BRA.53_ERR1713336_db1.kraken2.kraken2.report	BRA.53a_ERR1713337_db1.kraken2.kraken2.report	BGR.66_ERR1713335_db1.kraken2.kraken2.report	ALB.17_ERR1713331_db1.kraken2.kraken2.report	CAN.22_ERR1713339_db1.kraken2.kraken2.report	CAN.22a_ERR1713340_db1.kraken2.kraken2.report	CAN.22b_ERR1713341_db1.kraken2.kraken2.report	COL.2_ERR1713346_db1.kraken2.kraken2.report	CIV.13_ERR1713345_db1.kraken2.kraken2.report	DEU.27_ERR1713348_db1.kraken2.kraken2.report	CAN.22c_ERR1713342_db1.kraken2.kraken2.report	CZE.23_ERR1713347_db1.kraken2.kraken2.report	CHN.64_ERR1713344_db1.kraken2.kraken2.report	DNK.71_RL_ERR1713351_db1.kraken2.kraken2.report	DNK.71_RA_ERR1713349_db1.kraken2.kraken2.report	DNK.71_RD_ERR1713350_db1.kraken2.kraken2.report	ESP.75_ERR1713354_db1.kraken2.kraken2.report	ETH.24_ERR1713355_db1.kraken2.kraken2.report	ECU.14a_ERR1713353_db1.kraken2.kraken2.report	FIN.25_ERR1713356_db1.kraken2.kraken2.report	IND.11_ERR1713362_db1.kraken2.kraken2.report	GHA.4_ERR1713358_db1.kraken2.kraken2.report	IRN.12_ERR1713364_db1.kraken2.kraken2.report	ISR.29_ERR1713366_db1.kraken2.kraken2.report	ISL.28_ERR1713365_db1.kraken2.kraken2.report	CHE.67_ERR1713343_db1.kraken2.kraken2.report	GEO.59_ERR1713357_db1.kraken2.kraken2.report	KAZ.6_ERR1713368_db1.kraken2.kraken2.report	HUN.61_ERR1713361_db1.kraken2.kraken2.report	IRL.69_ERR1713363_db1.kraken2.kraken2.report	HRV.68_ERR1713360_db1.kraken2.kraken2.report	KHM.21_ERR1713370_db1.kraken2.kraken2.report	KEN.72_ERR1713369_db1.kraken2.kraken2.report	ITA.30_ERR1713367_db1.kraken2.kraken2.report	LKA.40_ERR1713371_db1.kraken2.kraken2.report	NLD.43_ERR1713379_db1.kraken2.kraken2.report	LVA.31_ERR1713373_db1.kraken2.kraken2.report	MKD.62_ERR1713375_db1.kraken2.kraken2.report	MDA.65_ERR1713374_db1.kraken2.kraken2.report	MLT.63_ERR1713376_db1.kraken2.kraken2.report	NGA.50_ERR1713378_db1.kraken2.kraken2.report	NOR.34_ERR1713380_db1.kraken2.kraken2.report	LUX.32_ERR1713372_db1.kraken2.kraken2.report	NPL.33_ERR1713381_db1.kraken2.kraken2.report	MYS.54_ERR1713377_db1.kraken2.kraken2.report	SGP.52_ERR1713387_db1.kraken2.kraken2.report	PAK.7_ERR1713384_db1.kraken2.kraken2.report	SEN.8_ERR1713386_db1.kraken2.kraken2.report	POL.36_ERR1713383_db1.kraken2.kraken2.report	PER.35_ERR1713385_db1.kraken2.kraken2.report	SWE.41_ERR1713391_db1.kraken2.kraken2.report	SRB.37_ERR1713388_db1.kraken2.kraken2.report	SVK.9_ERR1713389_db1.kraken2.kraken2.report	TCD.1_ERR1713393_db1.kraken2.kraken2.report	SVN.38_ERR1713390_db1.kraken2.kraken2.report	USA.74a_ERR1713398_db1.kraken2.kraken2.report	TUR.46_ERR1713395_db1.kraken2.kraken2.report	SWE.41a_ERR1713392_db1.kraken2.kraken2.report	USA.74c_ERR1713400_db1.kraken2.kraken2.report	USA.74b_ERR1713399_db1.kraken2.kraken2.report	USA.74g_ERR1713404_db1.kraken2.kraken2.report	USA.74_ERR1713397_db1.kraken2.kraken2.report	USA.74i_ERR1713406_db1.kraken2.kraken2.report	USA.74e_ERR1713402_db1.kraken2.kraken2.report	USA.74f_ERR1713403_db1.kraken2.kraken2.report	USA.74d_ERR1713401_db1.kraken2.kraken2.report	XK.60_ERR1713408_db1.kraken2.kraken2.report	ZAF.39_ERR1713409_db1.kraken2.kraken2.report	ZMB.49_ERR1713410_db1.kraken2.kraken2.report	ZMB.49b_ERR1713411_db1.kraken2.kraken2.report	ECU.14_ERR1713352_db1.kraken2.kraken2.report	NZL.56_ERR1713382_db1.kraken2.kraken2.report	TZA.15_ERR1713396_db1.kraken2.kraken2.report	TGO.44_ERR1713394_db1.kraken2.kraken2.report	USA.74h_ERR1713405_db1.kraken2.kraken2.report	VNM.48_ERR1713407_db1.kraken2.kraken2.report
31989	Paracoccaceae	family	6	33	139	84	40	42	23	173	11	4	77	16	127	62	308	101	104	77	135	240	46	104	61	68	43	120	73	19	81	100	11	77	16	216	65	68	60	123	8	10	41	41	73	16	52	64	307	156	74	50	82	154	69	177	314	108	60	0	203	76	32	92	81	52	16	146	230	123	123	70	218	147	169	46	56	101	42	231	267	170
265	Paracoccus	genus	26	81	298	203	87	78	68	1113	20	20	198	111	314	137	639	173	296	270	332	723	93	785	218	152	196	94	198	50	67	93	15	143	33	994	138	483	315	277	35	10	93	124	233	84	198	50	743	1487	270	142	325	893	200	1432	513	205	197	6	473	76	39	171	228	39	83	302	332	339	159	138	627	484	1287	352	280	250	92	42	655	559
147645	Paracoccus yeei	species	16	38	129	88	39	24	28	181	5	11	54	20	111	79	164	81	38	110	121	257	35	89	70	60	84	42	62	16	25	38	7	63	14	290	60	205	36	126	5	7	44	41	111	40	39	25	393	100	148	34	74	182	75	217	214	59	81	1	226	45	34	51	80	13	12	96	138	117	69	32	240	129	210	84	25	67	22	26	278	47
2688777	unclassified Paracoccus (in: a-proteobacteria)	no rank	1	3	1	0	0	1	2	1	0	0	5	0	6	1	1	0	3	3	4	10	1	5	2	2	2	1	1	5	5	4	0	5	0	5	4	2	1	1	0	0	1	3	2	2	2	2	8	0	1	5	3	8	3	11	9	3	1	0	8	1	0	2	0	0	0	1	1	4	1	2	4	5	3	4	0	1	2	3	2	0
1263728	Paracoccus sp. TOH	species	2	1	1	0	2	0	3	4	0	0	0	0	0	4	2	3	0	1	2	4	1	3	0	1	0	1	3	0	0	0	0	2	0	0	1	1	1	2	0	0	0	1	0	1	1	1	8	2	1	0	2	1	3	2	8	1	1	0	6	2	2	3	1	0	0	2	3	0	0	0	9	1	2	0	0	4	0	1	9	0
2589076	Paracoccus sp. AK26	species	1	0	3	4	1	15	3	9	1	0	1	1	33	3	0	1	2	3	3	3	1	1	3	0	8	5	4	1	1	1	0	0	0	14	2	26	2	4	0	0	0	3	1	4	4	2	3	5	5	3	14	30	4	17	0	2	0	0	2	1	0	0	2	0	0	1	3	1	3	0	7	5	28	10	0	2	4	2	8	2
34007	Paracoccus versutus	species	2	2	6	5	7	2	0	3	0	0	8	2	2	1	9	1	0	8	8	17	3	4	6	1	4	0	11	0	0	1	0	6	0	9	4	0	0	10	0	0	2	4	1	1	0	3	7	2	1	3	2	10	5	2	16	10	2	0	2	0	4	2	3	0	2	5	4	10	10	1	4	7	2	1	0	7	0	1	7	2
1529068	Paracoccus tegillarcae	species	1	0	3	0	2	0	0	6	0	0	0	0	0	2	5	2	0	2	4	9	1	0	0	0	0	0	0	0	1	2	0	2	1	19	4	0	0	3	0	1	0	4	2	0	0	0	5	3	1	0	1	1	2	3	11	3	1	0	5	2	1	1	3	1	4	2	4	3	0	2	9	5	2	1	6	1	0	0	9	0
34004	Paracoccus aminovorans	species	1	6	6	5	2	7	0	16	1	0	9	2	5	1	31	9	14	20	17	22	3	17	4	15	4	0	9	0	2	7	1	14	0	22	8	2	1	13	3	0	4	1	20	2	11	3	23	3	4	3	1	7	12	31	52	13	3	1	22	1	0	12	10	3	4	36	22	36	10	9	37	15	6	4	8	6	2	5	65	8
1653176	Cereibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	3
1063	Cereibacter sphaeroides	species	3	0	0	6	0	1	0	0	0	0	0	2	14	0	0	0	0	0	1	0	0	1	0	0	0	13	2	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	1	0	1	3	0	0	1	11	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	42	1	0	0	2	0	0	21
43057	Cereibacter azotoformans	species	1	9	18	19	7	7	4	27	1	0	2	0	43	7	22	7	9	19	33	53	3	6	2	8	0	70	23	0	6	13	3	4	4	42	15	6	4	15	1	1	2	2	3	10	1	10	67	7	3	2	5	16	7	8	38	17	9	0	29	3	2	29	4	1	1	7	68	7	3	8	29	31	26	2	8	11	11	35	21	7
1443919	Tabrizicola	genus	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	3	0	0	1	0	0	2	1	0	0	0	0	1	0	0
2620214	unclassified Tabrizicola	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
3055847	Tabrizicola sp. M-4	species	2	13	18	39	20	13	6	13	0	0	17	2	39	15	34	9	28	16	12	14	4	19	17	7	13	32	25	7	100	9	1	8	4	7	7	5	11	22	3	1	8	5	32	3	7	14	48	5	51	47	21	31	16	14	45	25	4	0	21	16	0	20	30	1	1	48	50	36	15	20	28	23	23	5	8	14	10	861	31	14
3143992	Paragemmobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2169400	Paragemmobacter aquarius	species	1	1	15	4	3	2	7	17	0	1	5	2	2	2	52	5	5	4	22	30	15	3	6	5	0	0	5	2	9	9	0	0	2	30	7	0	3	15	1	1	2	4	2	1	1	16	36	8	3	1	0	1	8	7	49	23	11	0	18	10	0	25	5	8	2	22	45	3	4	17	17	1	1	2	6	8	1	1	38	27
204456	Gemmobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2840474	Gemmobacter fulvus	species	1	8	72	8	0	2	5	91	2	5	33	0	2	10	66	21	3	60	92	156	46	5	3	23	0	0	5	2	23	29	14	31	5	270	62	2	1	29	0	1	4	29	22	3	0	41	218	12	3	3	1	2	34	6	76	53	43	0	48	28	16	43	7	11	0	8	26	6	5	19	218	6	7	0	102	114	2	2	122	3
1775705	Frigidibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1335048	Frigidibacter mobilis	species	1	2	2	0	0	0	1	6	0	0	1	1	1	1	4	4	1	5	4	9	0	1	1	0	0	1	1	0	2	1	0	2	0	4	1	0	0	6	0	0	3	1	4	1	0	1	8	0	1	0	0	4	2	3	16	5	1	0	6	0	0	3	0	2	0	4	8	2	1	3	5	1	1	0	0	1	0	4	11	0
2854170	Roseobacteraceae	family	0	1	2	0	4	0	2	31	1	0	4	0	1	4	35	2	4	6	12	19	3	0	5	4	0	1	5	1	2	5	1	2	0	43	1	2	2	13	0	0	3	6	1	5	0	3	42	4	2	4	7	6	5	5	6	6	1	0	7	5	3	3	6	1	0	8	11	2	3	2	11	2	3	1	2	6	1	3	19	4
60136	Sulfitobacter	genus	1	2	1	0	0	0	0	6	0	0	4	1	0	1	5	0	0	3	7	11	0	0	0	0	0	1	1	0	2	4	3	0	0	16	3	0	0	2	0	0	0	1	1	0	0	1	8	0	0	0	0	1	2	0	1	0	0	0	1	4	0	1	0	0	0	6	3	6	2	11	2	2	4	0	0	3	0	0	5	0
2854186	Pseudosulfitobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402135	Pseudosulfitobacter pseudonitzschiae	species	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	3	0
3374108	Rhodobacter group	no rank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	Rhodobacter	genus	0	0	0	4	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	19	3	1	2	0	2	4	0	0	0	0	0	17
1061	Rhodobacter capsulatus	species	2	1	2	10	0	6	0	6	0	0	1	7	340	1	10	5	1	2	6	4	0	1	0	1	1	58	5	0	2	0	0	2	1	4	0	21	7	1	1	0	0	4	2	1	1	2	9	3	0	1	1	7	2	5	3	3	1	0	7	2	1	4	1	2	1	1	1	2	160	0	9	5	38	0	6	3	7	4	2	2
3120395	Acetobacterales	order	1	2	4	6	1	6	2	2	0	0	3	20	7	0	8	3	4	2	2	0	1	2	44	2	8	5	0	0	0	1	0	1	1	1	0	39	0	3	2	2	2	1	1	2	46	4	17	27	9	3	6	3	2	3	3	2	1	0	3	3	0	3	6	0	0	11	3	8	1	4	4	7	15	2	0	4	2	44	9	4
3385906	Roseomonadaceae	family	0	5	5	5	3	8	4	4	3	0	3	36	8	5	36	8	12	5	13	8	2	3	33	7	10	26	2	1	6	6	0	4	2	2	3	25	7	2	3	0	3	4	5	3	31	6	16	18	16	9	9	13	9	3	5	11	7	0	8	2	0	7	6	5	0	5	31	3	7	2	10	5	8	7	0	4	3	308	6	5
125216	Roseomonas	genus	19	22	87	171	60	56	60	120	9	4	52	708	167	130	287	28	49	34	27	63	46	66	818	53	251	13	14	10	11	7	7	10	11	80	3	924	192	26	77	7	14	6	15	65	845	21	303	753	375	163	44	117	18	71	41	25	38	2	144	79	4	39	224	38	11	285	116	153	68	63	83	159	156	142	4	37	47	4	230	52
257708	Roseomonas gilardii	species	5	0	2	12	5	5	9	2	2	0	12	143	38	5	20	2	1	1	2	2	3	7	155	7	15	3	1	0	6	0	1	7	1	9	1	70	35	0	8	0	1	0	4	4	202	2	8	56	12	8	2	16	2	9	6	0	0	0	6	1	0	12	7	1	1	24	7	3	5	11	2	10	18	24	0	7	9	1	7	5
204527	Roseomonas gilardii subsp. gilardii	subspecies	2	0	2	7	0	0	0	8	0	0	1	2	11	2	12	1	1	0	1	2	1	0	14	4	1	4	1	0	1	0	0	0	0	2	2	4	5	1	3	0	0	2	0	0	101	2	5	0	2	1	1	2	1	0	3	3	0	0	2	2	0	7	1	1	0	10	3	1	0	4	4	6	0	3	0	0	3	0	5	3
204525	Teichococcus cervicalis	species	2	0	1	2	1	0	0	0	1	0	1	0	8	0	5	0	0	2	0	3	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	1	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2
2897332	Roseomonas cutis	species	2	6	2	33	0	4	7	4	7	0	3	2	14	1	7	22	4	5	1	4	2	6	22	18	22	6	0	0	30	1	0	4	0	2	0	99	14	1	2	0	1	0	3	2	44	6	19	0	10	6	3	9	2	0	14	4	4	0	4	3	0	20	9	3	0	24	3	7	8	5	35	4	2	1	0	1	4	3	18	6
207340	Roseomonas mucosa	species	1	1	6	14	11	10	7	12	1	0	11	65	16	7	32	1	2	3	2	5	8	4	110	5	25	2	0	0	3	3	0	0	0	9	1	77	15	7	8	0	2	1	3	9	88	0	29	78	31	19	4	14	6	6	2	2	8	0	9	6	0	9	19	3	3	28	17	19	9	14	7	16	18	12	1	3	5	11	26	4
433	Acetobacteraceae	family	4	0	3	3	1	2	1	3	0	0	3	1	44	0	5	1	4	5	12	6	2	44	1	3	55	13	1	1	2	0	0	4	0	3	0	0	3	0	24	0	1	0	0	1	13	3	4	0	1	0	14	1	0	2	6	2	4	0	6	1	0	6	1	6	0	11	1	3	1	2	0	0	11	3	0	5	68	1	5	4
434	Acetobacter	genus	1	0	2	1	0	2	1	0	0	1	0	0	45	0	2	0	1	2	8	5	1	44	1	2	17	23	0	0	0	0	0	2	0	2	0	0	4	0	59	0	0	2	0	0	3	0	3	0	2	1	8	1	3	0	8	0	0	0	0	0	0	1	0	0	0	1	2	3	2	4	0	1	6	1	0	0	153	0	5	0
146474	Acetobacter orientalis	species	2	0	2	0	0	4	0	1	0	0	0	0	20	0	0	0	1	2	3	3	0	21	2	0	50	13	1	1	0	0	0	1	0	0	0	1	4	0	26	0	1	0	0	1	2	0	0	0	0	0	5	0	0	1	3	0	1	0	0	1	0	2	0	2	0	1	0	0	0	2	0	1	0	1	0	0	13	0	1	1
91914	Asaia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415421	Asaia lannensis	species	2	0	0	3	3	7	1	0	0	0	2	0	1	0	9	1	14	1	0	1	0	0	2	0	8	2	0	0	0	1	0	4	0	0	0	3	5	5	0	0	0	1	1	0	3	0	2	2	4	1	3	2	4	1	2	1	1	0	0	0	0	0	6	1	0	8	88	1	1	0	0	1	2	2	0	2	1	0	4	5
204441	Rhodospirillales	order	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	13
41295	Rhodospirillaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111830	Defluviicoccus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111831	Defluviicoccus vanus	species	2	2	1	2	0	2	1	2	0	0	0	1	0	0	9	0	5	1	0	0	0	1	0	9	0	0	0	0	0	2	0	0	0	1	0	0	2	0	1	2	1	0	0	0	2	0	2	3	2	7	0	0	0	1	1	0	0	0	3	6	0	1	5	1	0	29	1	1	1	5	0	8	3	0	1	1	0	1	4	0
2829815	Azospirillaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	5
204447	Skermanella	genus	0	1	0	2	0	1	1	8	0	0	0	0	6	0	0	1	0	0	1	3	0	0	3	0	2	2	0	0	0	0	0	2	0	6	1	0	2	1	0	0	0	0	0	0	12	0	1	1	0	2	6	14	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	2	1	5	12	0	0	3	0	1	2
2775420	Skermanella cutis	species	2	1	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	2	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
766	Rickettsiales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	Rickettsiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1742636	Candidatus Megaera	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
988779	Candidatus Megaera polyxenophila	species	1	2	6	2	1	1	9	33	0	0	0	0	0	0	4	5	159	2	21	4	2	1	0	1	1	0	6	1	5	2	1	24	1	0	0	0	1	353	2	35	0	56	0	11	2	1	1	1	0	0	6	0	2	4	2	3	4	0	4	2	0	2	5	69	0	20	31	1	0	1	1	0	1	2	1	4	3	2	1	0
2008785	Hydrogenophilia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119069	Hydrogenophilales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206349	Hydrogenophilaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70774	Hydrogenophilus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	Hydrogenophilus thermoluteolus	species	7	1	15	1	0	1	8	1	0	0	11	0	0	4	143	17	6	23	12	53	1	11	1	3	1	0	12	2	6	9	1	421	0	1	10	3	5	6	1	0	8	5	3	11	3	4	35	1	3	1	14	1	11	0	13	2	15	0	28	2	0	9	11	6	2	0	2	0	0	1	11	2	12	3	2	2	9	0	1	0
1807140	Acidithiobacillia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225057	Acidithiobacillales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225058	Acidithiobacillaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119977	Acidithiobacillus	genus	2	0	1	0	1	0	0	0	0	0	0	3	2	1	1	1	107	0	2	4	1	2	0	2	9	1	0	1	0	0	0	4	0	0	1	2	0	0	11	0	6	0	3	0	1	1	4	0	0	0	386	5	7	2	4	2	19	0	1	0	0	0	17	0	0	5	0	5	1	1	0	0	1	4	0	2	10	0	5	1
1783270	FCB group	clade	3	9	7	0	6	14	16	6	0	1	7	2	20	0	9	16	16	13	17	21	2	4	5	7	34	2	45	1	10	1	3	74	1	6	1	0	12	15	4	11	8	9	12	13	2	16	6	10	10	5	26	2	2	21	15	9	36	0	3	15	3	16	4	12	1	0	5	2	1	3	17	1	9	3	16	18	68	4	18	29
68336	Bacteroidota/Chlorobiota group	clade	3	41	34	5	36	44	65	17	0	0	21	9	40	4	24	55	79	48	72	119	20	16	18	25	130	57	147	3	57	7	16	183	1	24	18	2	66	75	9	7	20	31	32	74	12	41	85	16	24	23	69	6	19	40	37	27	44	1	12	8	133	63	27	11	11	28	21	23	1	33	26	12	32	17	66	71	239	199	128	93
976	Bacteroidota	phylum	379	3217	3571	597	2148	2395	5157	3216	265	146	1964	878	3332	534	1715	4115	4645	4160	5278	7864	1533	1800	1753	2333	7533	2754	9015	166	4992	743	3101	13614	199	5968	1714	338	4473	8018	1042	265	1790	3235	2595	4904	1223	6247	5689	2235	1580	1669	5789	1168	1721	6180	5239	3238	3676	77	1498	1459	17852	5592	2645	743	717	2464	1455	2378	337	2188	3553	1320	2702	2058	25804	17798	16597	16633	7676	9019
117743	Flavobacteriia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
