run_accession	library_name	library_layout	first_public	last_updated	fastq_aspera	submitted_galaxy	sample_alias
ERR1725995	MYS.54_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725995/ERR1725995_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725995/ERR1725995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725995/MYS.54_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725995/MYS.54_2.HR.R2.fastq.gz	MYS.54
ERR1725998	NDL.43_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725998/ERR1725998_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725998/ERR1725998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725998/NLD.43_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725998/NLD.43_2.HR.R2.fastq.gz	NLD.43
ERR1713366	ISR.29	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713366/ERR1713366_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713366/ERR1713366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713366/ISR.29.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713366/ISR.29.HR.R2.fastq.gz	ISR.29
ERR1726001	SGP.52_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726001/ERR1726001_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726001/ERR1726001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726001/SGP.52_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726001/SGP.52_1.HR.R2.fastq.gz	SGP.52
ERR1713370	KHM.21	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713370/ERR1713370_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713370/ERR1713370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713370/KHM.21.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713370/KHM.21.HR.R2.fastq.gz	KHM.21
ERR1726002	SRB.37_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726002/ERR1726002_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726002/ERR1726002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726002/SRB.37_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726002/SRB.37_1.HR.R2.fastq.gz	SRB.37
ERR1713373	LVA.31	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/003/ERR1713373/ERR1713373_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/003/ERR1713373/ERR1713373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713373/LVA.31.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713373/LVA.31.HR.R2.fastq.gz	LVA.31
ERR1713375	MKD.62	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713375/ERR1713375_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713375/ERR1713375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713375/MKD.62.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713375/MKD.62.HR.R2.fastq.gz	MKD.62
ERR1726004	SVN.38_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726004/ERR1726004_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726004/ERR1726004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726004/SVN.38_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726004/SVN.38_1.HR.R2.fastq.gz	SVN.38
ERR1713376	MLT.63	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713376/ERR1713376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713376/ERR1713376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713376/MLT.63.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713376/MLT.63.HR.R2.fastq.gz	MLT.63
ERR1713380	NOR.34	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713380/ERR1713380_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713380/ERR1713380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713380/NOR.34.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713380/NOR.34.HR.R2.fastq.gz	NOR.34
ERR1726005	SWE.41a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726005/ERR1726005_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726005/ERR1726005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726005/SWE.41a_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726005/SWE.41a_1.HR.R2.fastq.gz	SWE.41a
ERR1713386	SEN.8	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713386/ERR1713386_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713386/ERR1713386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713386/SEN.8.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713386/SEN.8.HR.R2.fastq.gz	SEN.8
ERR1713387	SGP.52	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713387/ERR1713387_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713387/ERR1713387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713387/SGP.52.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713387/SGP.52.HR.R2.fastq.gz	SGP.52
ERR1726009	TUR.46_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726009/ERR1726009_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726009/ERR1726009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726009/TUR.46_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726009/TUR.46_1.HR.R2.fastq.gz	TUR.46
ERR1726010	USA.74a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726010/ERR1726010_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726010/ERR1726010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726010/USA.74a_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726010/USA.74a_1.HR.R2.fastq.gz	USA.74a
ERR1726012	USA.74b_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726012/ERR1726012_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726012/ERR1726012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726012/USA.74b_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726012/USA.74b_1.HR.R2.fastq.gz	USA.74b
ERR1713389	SVK.9	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713389/ERR1713389_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713389/ERR1713389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713389/SVK.9.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713389/SVK.9.HR.R2.fastq.gz	SVK.9
ERR1726016	USA.74d_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726016/ERR1726016_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726016/ERR1726016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726016/USA.74d_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726016/USA.74d_1.HR.R2.fastq.gz	USA.74d
ERR1713390	SVN.38	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713390/ERR1713390_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713390/ERR1713390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713390/SVN.38.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713390/SVN.38.HR.R2.fastq.gz	SVN.38
ERR1713391	SWE.41	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713391/ERR1713391_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713391/ERR1713391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713391/SWE.41.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713391/SWE.41.HR.R2.fastq.gz	SWE.41
ERR1726020	USA.74f_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726020/ERR1726020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1726020/ERR1726020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726020/USA.74f_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726020/USA.74f_1.HR.R2.fastq.gz	USA.74f
ERR1713392	SWE.41a	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713392/ERR1713392_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713392/ERR1713392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713392/SWE.41a.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713392/SWE.41a.HR.R2.fastq.gz	SWE.41a
ERR1726022	USA.74f_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726022/ERR1726022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726022/ERR1726022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726022/USA.74f_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726022/USA.74f_3.HR.R2.fastq.gz	USA.74f
ERR1713395	TUR.46	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713395/ERR1713395_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713395/ERR1713395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713395/TUR.46.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713395/TUR.46.HR.R2.fastq.gz	TUR.46
ERR1726023	USA.74f_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726023/ERR1726023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726023/ERR1726023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726023/USA.74f_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726023/USA.74f_4.HR.R2.fastq.gz	USA.74f
ERR1713400	USA.74c	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713400/ERR1713400_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713400/ERR1713400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713400/USA.74c.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713400/USA.74c.HR.R2.fastq.gz	USA.74c
ERR1726027	USA.74g_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726027/ERR1726027_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726027/ERR1726027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726027/USA.74g_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726027/USA.74g_4.HR.R2.fastq.gz	USA.74g
ERR1713402	USA.74e	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713402/ERR1713402_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713402/ERR1713402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713402/USA.74e.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713402/USA.74e.HR.R2.fastq.gz	USA.74e
ERR1726028	USA.74g_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726028/ERR1726028_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1726028/ERR1726028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726028/USA.74g_5.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726028/USA.74g_5.HR.R2.fastq.gz	USA.74g
ERR1713407	VNM.48	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713407/ERR1713407_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713407/ERR1713407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713407/VNM.48.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713407/VNM.48.HR.R2.fastq.gz	VNM.48
ERR1713411	ZMB.49b	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713411/ERR1713411_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/001/ERR1713411/ERR1713411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713411/ZMB.49b.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713411/ZMB.49b.HR.R2.fastq.gz	ZMB.49b
ERR1726032	ZMB.49b_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726032/ERR1726032_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1726032/ERR1726032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726032/ZMB.49b_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726032/ZMB.49b_1.HR.R2.fastq.gz	ZMB.49b
ERR1725938	ALB.17_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725938/ERR1725938_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725938/ERR1725938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725938/ALB.17_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725938/ALB.17_1.HR.R2.fastq.gz	ALB.17
ERR2592246	AUT.70_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592246/ERR2592246_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592246/ERR2592246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592246/70_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592246/70_R2_001.fastq.gz	AUS.70
ERR1725939	AUS.18_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725939/ERR1725939_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725939/ERR1725939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725939/AUS.18_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725939/AUS.18_1.HR.R2.fastq.gz	AUS.18
ERR2592248	BRA.53_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592248/ERR2592248_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592248/ERR2592248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592248/53_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592248/53_R2_001.fastq.gz	BRA.53
ERR1725940	AUS.18_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725940/ERR1725940_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725940/ERR1725940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725940/AUS.18_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725940/AUS.18_2.HR.R2.fastq.gz	AUS.18
ERR1725948	BGR.66_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725948/ERR1725948_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725948/ERR1725948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725948/BGR.66_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725948/BGR.66_2.HR.R2.fastq.gz	BGR.66
ERR2592249	BWA.19_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592249/ERR2592249_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592249/ERR2592249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592249/19_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592249/19_R2_001.fastq.gz	BWA.19
ERR1725963	CHE.67_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725963/ERR1725963_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725963/ERR1725963_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725963/CHE.67_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725963/CHE.67_3.HR.R2.fastq.gz	CHE.67
ERR2592250	CAN.22b_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592250/ERR2592250_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592250/ERR2592250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592250/22b_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592250/22b_R2_001.fastq.gz	CAN.22b
ERR1725964	CHE.67_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725964/ERR1725964_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725964/ERR1725964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725964/CHE.67_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725964/CHE.67_4.HR.R2.fastq.gz	CHE.67
ERR2592251	CHE.67_7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592251/ERR2592251_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592251/ERR2592251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592251/67_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592251/67_R2_001.fastq.gz	CHE.67
ERR1725968	DEU.27_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725968/ERR1725968_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725968/ERR1725968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725968/DEU.27_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725968/DEU.27_2.HR.R2.fastq.gz	DEU.27
ERR2592253	CZE.23_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592253/ERR2592253_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592253/ERR2592253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592253/23_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592253/23_R2_001.fastq.gz	CZE.23
ERR1725974	GEO.59_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725974/ERR1725974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725974/ERR1725974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725974/GEO.59_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725974/GEO.59_1.HR.R2.fastq.gz	GEO.59
ERR2592254	DEU.27_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592254/ERR2592254_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592254/ERR2592254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592254/27_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592254/27_R2_001.fastq.gz	DEU.27
ERR1725978	IND.11_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725978/ERR1725978_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725978/ERR1725978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725978/IND.11_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725978/IND.11_1.HR.R2.fastq.gz	IND.11
ERR1725982	ISL.28_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725982/ERR1725982_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725982/ERR1725982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725982/ISL.28_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725982/ISL.28_1.HR.R2.fastq.gz	ISL.28
ERR2592256	GEO.59_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592256/ERR2592256_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592256/ERR2592256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592256/59_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592256/59_R2_001.fastq.gz	GEO.59
ERR1725991	MKD.62_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725991/ERR1725991_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725991/ERR1725991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725991/MKD.62_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725991/MKD.62_2.HR.R2.fastq.gz	MKD.62
ERR2592257	HRV.68_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592257/ERR2592257_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592257/ERR2592257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592257/68_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592257/68_R2_001.fastq.gz	HRV.68
