taxonomy_id	name	rank	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond
2785058	Fusibacter ferrireducens	species	10	11	109	91	51	18	2	29	201	209
2715289	Amniculibacterium	genus	10	33	59	300	1221	422	20	61	1080	73
187979	Mitsuokella jalaludinii	species	51	23	40	188	336	63	16	211	3147	73
2018083	Gelidibacter sp.	species	6	14	39	111	70	38	36	66	43	532
584787	Gallaecimonas pentaromativorans	species	2	1	8	6	2	17	29	56	14	21
759619	Streptococcus rupicaprae	species	3	5	12	34	24	0	0	3	2	8
657323	Ruminococcus sp. SR1/5	species	14	4	12	17	45	17	2	54	43	13
97477	Acetomicrobium mobile	species	7	8	2	4	3	4	0	0	6	28
199	Campylobacter concisus	species	18	18	58	47	120	14	8	35	111	116
3411354	Acidovorax sp. M14	species	10	26	368	325	475	339	49	274	62	113
378211	Methyloversatilis universalis	species	32	17	67	173	83	51	6	32	89	62
43773	Syntrophus	genus	73	1849	299	365	706	239	198	179	3010	6719
1965569	Lachnoclostridium sp. An169	species	9	12	10	43	26	11	3	22	89	107
3130164	Aquabacterium sp. G14	species	3	11	125	58	125	122	100	79	362	686
2511166	Bradyrhizobium ivorense	species	3	4	1	0	4	1	0	3	4	1
34073	Variovorax paradoxus	species	24	25	271	305	254	343	260	728	107	140
2653178	unclassified Bosea (in: a-proteobacteria)	no rank	78	150	524	644	361	119	35	1449	351	186
3398228	Tepidibacillus sp. LV47	species	1	0	3	6	1	2	0	0	11	42
326319	Dokdonia	genus	1	6	5	8	8	3	4	4	20	97
76857	Fusobacterium polymorphum	species	6	7	50	60	57	7	3	17	37	17
2761542	Fundicoccus	genus	20	13	12	294	56	13	2	103	14	158
1077675	Enterococcus plantarum	species	1	0	6	13	4	1	0	6	1	7
535904	Neoroseomonas oryzicola	species	1	3	11	63	14	7	4	5	96	211
1962951	Desulfonatronospira sp.	species	4	30	13	15	7	7	4	11	66	533
2784387	Diaphorobacter caeni	species	63	46	947	787	948	799	417	3197	79	88
161492	Anaeromyxobacter	genus	16	278	107	120	80	100	20	72	1361	3622
1288	Staphylococcus xylosus	species	11	2	5	10	16	3	3	14	14	11
499207	Syntrophaceticus schinkii	species	86	56	20	94	21	50	2	8	132	714
2637378	unclassified Selenomonas	no rank	12	5	24	122	39	15	5	47	2265	60
1967498	Ilumatobacter sp.	species	63	479	123	281	33	45	17	207	121	343
67345	Streptomyces prasinus	species	1	0	0	0	0	0	0	1	2	0
2838791	unclassified Limisphaera	no rank	2	66	5	10	9	10	2	3	68	524
33986	Exiguobacterium	genus	18	22	104	178	33	130	1538	96	175	872
1282	Staphylococcus epidermidis	species	52	10	100	97	250	17	5	77	101	44
2484981	Leptospira fletcheri	species	2	1	0	0	0	1	0	0	1	2
2754	Synergistes jonesii	species	39	52	86	179	207	17	9	115	1219	687
135624	Aeromonadales	order	12	6	27	29	123	90	64	42	2518	22
2511204	Schauerella aestuarii	species	5	4	17	22	25	9	4	62	13	27
684063	Paenibacillus algorifonticola	species	1	2	2	0	3	0	0	2	10	12
2962592	Acidovorax sp. PRC11	species	2	7	9	33	25	19	7	32	24	8
2758440	Changpingibacter yushuensis	species	30	29	366	277	360	57	27	124	312	1309
195	Campylobacter coli	species	108	53	341	456	571	297	88	551	810	327
2767891	Schleiferilactobacillus	genus	37	1	9	138	6	10	0	73	13	12
1584	Lactobacillus delbrueckii	species	50	13	65	672	104	51	21	134	13372	82
160661	Desulfogranum mediterraneum	species	22	15	61	92	35	15	5	16	49	1203
2293013	Clostridium sp. AF35-15	species	5	2	1	5	6	4	0	10	12	1
1872424	Albidovulum sp.	species	68	431	154	387	135	107	34	960	153	1048
1549648	Chryseobacterium echinoideorum	species	10	1	45	95	679	81	114	116	64	16
883812	Parageobacillus galactosidasius	species	4	2	4	4	8	2	0	8	24	15
1871076	Flavobacterium azooxidireducens	species	7	10	68	44	91	84	104	389	11	45
2996794	Haliovirga abyssi	species	22	179	259	179	170	64	6	114	16680	103
39773	Methylomicrobium	genus	14	5	28	21	29	20	5	20	91	156
2029855	Polynucleobacter sp.	species	61	53	67	50	113	51	51	102	222	47
227979	Jeotgalicoccus	genus	18	2	4	3	12	15	1	15	18	16
2005473	Muribaculaceae	family	44	70	101	765	142	238	95	98	1858	421
2683713	Erysipelothrix anatis	species	8	13	42	99	25	9	0	17	29	24
2591109	Casimicrobium huifangae	species	36	144	278	348	148	1288	2682	441	2008	121
106146	Pelistega	genus	32	8	117	463	361	37	19	58	273	234
2147	Acholeplasma	genus	4	305	77	44	33	12	25	51	59	48
2683345	Zwartia panacis	species	13	9	71	93	121	68	13	40	40	22
1971214	Peptoniphilus sp.	species	37	8	38	137	81	21	7	77	181	75
2785133	Flavonifractor sp. AGMB03687	species	6	2	2	25	13	6	1	24	21	24
2567941	Metabacillus sediminilitoris	species	1	0	2	1	0	0	0	0	1	2
392735	Uliginosibacterium	genus	14	48	191	569	185	126	89	97	7787	180
1815559	Cellvibrio fontiphilus	species	4	10	38	12	68	13	5	11	29	27
483	Neisseria cinerea	species	9	0	6	9	124	6	11	52	2	3
905011	uncultured Anaerotruncus sp.	species	9	7	12	57	29	25	2	27	40	41
33959	Lactobacillus johnsonii	species	7	2	14	43	21	167	7	14	50	7
2202149	Thermomonas aquatica	species	56	236	671	1236	517	175	348	552	675	377
176291	Paucilactobacillus vaccinostercus	species	101	2	6	7	6	1	0	20	22	19
2837507	Robertmurraya	genus	5	1	8	6	5	4	1	1	18	39
61170	Holdemania	genus	115	116	278	1629	537	400	36	1389	1084	1366
1871048	Devosia sp.	species	102	252	93	270	105	69	51	237	129	219
1488331	Fusibacter bizertensis	species	29	65	1680	1294	1185	1081	288	932	547	613
237777	uncultured Escherichia sp.	species	4	1	2	6	2	1	1	10	23	5
2302936	Bacteroides sp. 224	species	8	30	26	31	30	31	11	21	570	540
10	Cellvibrio	genus	60	355	645	652	281	736	45	1082	378	186
394967	Methanoculleus receptaculi	species	4	708	2	1	5	0	0	1	14	8
2648384	unclassified Fusobacterium	no rank	11	17	115	129	51	18	1	57	221	55
470564	uncultured Aggregatibacter sp.	species	4	1	0	5	17	6	1	7	50	7
2714358	Pusillibacter faecalis	species	16	20	49	163	90	110	11	202	380	79
151781	Lactobacillus intestinalis	species	5	1	5	3	14	4	1	3	56	12
83683	Lactobacillus amylolyticus	species	25	1	2	11	1	1	0	2	88	3
309120	Dialister micraerophilus	species	15	7	18	55	29	8	2	43	85	14
2491049	Leucobacter sp. OH1287	species	1	0	0	3	2	2	0	4	7	3
13160	Brevundimonas bullata	species	10	9	72	70	67	34	100	669	22	10
972	Halanaerobiaceae	family	1	8	3	9	3	3	0	7	101	121
2051041	Ravibacter arvi	species	7	41	96	369	126	55	20	75	243	456
57666	Sulfurospirillum arcachonense	species	3	3	83	80	39	15	5	40	91	12
1965581	Faecalibacterium sp. An192	species	2	1	2	19	2	5	0	12	13	2
3155501	Pseudonocardia sp. NPDC049154	species	3	0	2	1	4	1	0	0	11	28
86959	Propionispira raffinosivorans	species	21	9	67	138	36	24	3	542	866	34
1828	Rhodococcoides fascians	species	2	4	20	27	6	23	2	12	19	12
697331	Basfia	genus	11	1	13	21	191	5	1	3	21	15
236052	Propionicimonas	genus	20	53	194	632	45	176	33	93	1213	363
2545719	Lysobacter sp. N42	species	8	8	62	63	29	16	4	91	62	309
1768792	Erythrobacter sp. CCH5-A1	species	1	3	3	3	14	5	0	24	17	15
307249	uncultured Sporomusa sp.	species	6	1	33	28	17	10	2	12	616	116
2606637	Hallella mizrahii	species	18	4	11	67	93	17	0	12	1359	79
2929494	Faecalibacterium sp. I4-1-79	species	58	9	9	55	142	20	1	116	58	1
1262780	Clostridium sp. CAG:221	species	3	1	4	1	13	0	1	10	8	18
2767921	Ligilactobacillus sp.	species	13	1	4	25	62	14	1	13	114	7
3133147	Flavobacterium aureirubrum	species	4	5	99	91	160	262	236	171	24	21
218144	Vagococcus carniphilus	species	100	25	247	343	33	226	38	108	19	13
2729996	Crocosphaera sp.	species	4	5	21	32	48	3	3	9	17	54
2292959	Blautia sp. AF17-9LB	species	14	3	8	40	104	31	8	101	45	5
2448023	Ilumatobacteraceae	family	45	582	90	618	35	36	11	349	139	106
1966486	Dehalococcoides sp.	species	1	8	6	9	12	3	0	1	78	118
735331	Leptothrix ochracea	species	1	3	33	47	23	246	66	58	44	64
3373078	Aeromicrobium sp. CF3.5	species	8	0	0	6	4	2	0	3	0	4
3026546	Duffyella	genus	4	0	0	2	0	3	7	18	3	0
2024851	Planktomarina sp.	species	57	24	245	161	437	65	19	642	144	46
551991	Arachidicoccus rhizosphaerae	species	1	7	15	17	12	11	0	12	29	28
1367968	Sinosporangium	genus	2	0	0	0	0	0	0	1	0	0
12960	Azoarcus	genus	46	6	10	14	9	8	3	11	61	33
1428	Bacillus thuringiensis	species	16	15	47	99	77	12	18	70	115	55
349094	Megasphaera sueciensis	species	28	11	57	245	57	23	9	72	718	43
2878684	Alterluteimonas muca	species	35	6	27	34	20	2	1	43	100	38
2741673	Tabrizicola sp. SY72	species	41	42	286	494	565	670	575	1220	58	40
1455061	Candidatus Magnetobacterium casense	species	12	38	22	29	26	15	4	26	284	524
3036707	Pseudomonas sp. sp1636	species	2	3	8	3	7	6	29	24	6	8
2633570	unclassified Aeromicrobium	no rank	52	9	115	43	64	51	0	18	25	39
48936	Novosphingobium subterraneum	species	16	0	28	12	165	25	2	47	35	6
2015901	Massilicoli timonensis	species	55	36	50	188	130	78	10	235	229	121
1904827	Chloroflexus sp.	species	6	28	16	37	14	29	3	17	104	971
456876	Streptococcus plurextorum	species	2	2	3	5	12	0	0	1	3	0
538966	Dyadobacter sp. 32	species	19	14	1053	294	167	247	1007	1769	49	139
108007	Thermanaerovibrio velox	species	2	11	8	17	8	1	1	4	61	120
529810	Dokdonella soli	species	7	15	24	344	13	43	6	89	104	55
2841533	Kineothrix sp. MSJ-39	species	22	62	129	342	142	174	42	276	757	87
2686094	Terricaulis silvestris	species	8	23	5	8	11	21	7	16	12	24
656899	Schlesneria	genus	53	85	34	96	20	29	9	56	88	730
183795	Pseudomonas mediterranea	species	11	4	34	19	107	1	100	40	44	7
1852522	Paenibacillus aquistagni	species	2	1	0	2	2	0	0	2	6	16
259304	uncultured Ruegeria sp.	species	3	7	8	5	8	6	4	35	14	18
111142	Alishewanella	genus	18	9	174	19	26	19	10	85	87	86
1909423	Cellulomonas citrea	species	76	6	9	65	5	14	0	44	73	17
50422	Shewanella sp.	species	25	19	104	51	142	37	95	109	133	58
189685	uncultured Paracoccus sp.	species	27	54	259	179	214	60	16	865	65	84
490189	Flavobacterium caeni	species	6	26	46	53	88	162	104	312	29	95
1436965	Peptoniphilus stercorisuis	species	20	11	16	35	12	7	2	13	16	40
370977	Brevundimonas aveniformis	species	19	22	98	1342	232	174	11	319	114	42
2002775	Tepidimonas sp.	species	21	15	86	60	368	135	52	97	130	65
1736555	Mesorhizobium sp. Root552	species	14	5	7	59	8	1	0	30	21	2
577469	Demequina	genus	51	154	1210	1659	399	1474	308	833	514	437
1508420	Thermotoga profunda	species	5	16	7	4	6	4	0	1	38	132
353	Azotobacter chroococcum	species	8	3	29	25	28	59	35	40	234	38
75	Caulobacter	genus	66	106	194	816	308	680	97	2102	2923	249
2627954	unclassified Rhodoferax	no rank	45	133	3015	1413	156	5511	187436	11705	220	141
1535768	Streptomyces lunaelactis	species	63	2	11	18	311	1	9	62	1	7
2025310	Larkinella knui	species	2	0	4	1	6	2	3	2	10	46
2315463	Faecalibacterium sp. BCRC 81149	species	18	5	6	34	36	6	0	28	25	4
270	Thermus	genus	13	18	22	130	27	455	2	66	117	365
1633	Limosilactobacillus vaginalis	species	15	4	7	9	10	2	0	5	31	3
1392502	Selenomonas sp. AB3002	species	6	5	17	40	20	4	3	14	417	293
3046762	Salmonella sp. 2254	species	3	0	0	4	0	1	1	1	3	0
45610	Psychrobacter urativorans	species	2	3	43	49	34	7	7	210	6	5
107709	Opitutus terrae	species	14	80	250	64	50	58	13	46	655	1695
732242	Phocaeicola paurosaccharolyticus	species	54	207	523	98	183	54	22	78	12376	1135
264634	Acholeplasma equifetale	species	2	115	37	11	5	0	22	12	22	42
2653148	Luteimonas sp. 9C	species	5	1	5	3	6	3	0	12	10	14
105219	Ralstonia mannitolilytica	species	5	10	60	82	95	109	4	72	66	57
1582270	Acinetobacter populi	species	6	6	51	34	40	145	107	1121	9	6
136996	Bradyrhizobium lupini	species	1	0	3	0	7	1	0	3	1	6
2382125	Catonella sp.	species	11	7	13	26	15	5	0	6	44	21
2838522	Candidatus Collinsella stercoripullorum	species	3	23	16	16	4	8	0	59	50	22
2034841	Lentimicrobium sp.	species	15	415	167	188	93	248	117	102	887	12280
2816962	Aureitalea sp. L0-47	species	3	2	3	4	4	2	2	5	5	10
167645	Propionivibrio limicola	species	11	25	523	747	358	196	28	168	1055	544
571256	Brucella pituitosa	species	5	1	5	18	16	12	1	106	11	6
2629304	unclassified Oscillibacter	no rank	44	59	151	1024	451	362	76	1393	1346	220
1005039	Fimbriimonas ginsengisoli	species	30	183	53	487	56	485	22	77	982	1064
50709	Acidocella	genus	4	0	4	54	30	8	4	22	825	41
2563664	Treponema sp. OMZ 788	species	1	7	1	2	0	1	0	2	10	42
1334	Streptococcus dysgalactiae	species	9	10	37	84	188	7	8	37	67	30
2954382	Candidatus Accumulibacter vicinus	species	75	93	130	76	337	45	17	111	267	59
2838157	Flavihumibacter fluvii	species	1	9	7	22	7	19	9	13	48	332
2975572	unclassified Candidatus Izemoplasma	no rank	1	7	1	2	2	0	2	2	5	19
428711	Jonquetella	genus	6	5	15	31	12	3	1	32	45	75
2824158	Aquirhabdus	genus	11	8	266	157	23	765	1319	435	24	13
361586	uncultured Anaerovibrio sp.	species	7	3	8	19	10	2	1	11	227	30
1206749	Nitrolancea hollandica	species	4	13	8	11	13	7	3	13	57	229
2719313	Enterocloster	genus	136	231	354	524	472	409	35	874	3108	1245
3003134	Phreatobacter sp. AB_2022a	species	18	1	0	11	3	3	1	6	24	17
2638319	unclassified Polaromonas	no rank	60	119	1447	2845	323	3094	919	4368	227	296
2582917	Klebsiella indica	species	1	0	0	3	0	1	0	0	0	1
579478	Halomonas sp. S2151	species	1	0	3	0	5	1	0	0	7	0
1244	Leuconostoc gelidum	species	6	0	2	11	0	5	0	5	8	2
2511025	Glacieibacterium arshaanense	species	10	20	165	340	24	655	237	916	1809	47
29347	[Clostridium] scindens	species	78	110	193	326	143	99	10	426	920	284
1882831	Verrucomicrobium sp. GAS474	species	2	19	18	34	16	15	6	25	222	493
3003349	Marinobacter sp. LM1	species	1	0	1	1	4	0	0	0	0	0
480	Moraxella catarrhalis	species	30	6	57	42	407	34	27	163	32	14
1737405	Tissierellales	order	57	174	181	703	304	69	18	218	376	1096
3014336	Pantoea sp. LMR881	species	3	0	1	0	2	0	0	0	0	0
1513793	Pseudobacteriovorax antillogorgiicola	species	6	16	15	18	16	10	4	10	98	188
1647173	Acetobacteroides	genus	16	64	89	54	389	27	24	29	5245	1556
204458	Caulobacterales	order	3	9	20	37	12	59	22	48	296	42
248316	Veillonella caviae	species	44	3	24	67	91	24	7	53	584	41
2942470	Acinetobacter amyesii	species	11	6	40	32	69	40	246	317	10	4
187327	Acidaminococcus intestini	species	16	8	18	35	18	3	2	26	123	23
3050585	Lelliottia wanjuensis	species	6	1	5	4	22	8	8	32	21	1
518755	Roseibacillus	genus	4	1	5	2	0	3	2	3	5	240
1911548	Lysinibacillus alkalisoli	species	10	11	54	96	8	4	3	57	6	11
442734	Neolewinella antarctica	species	3	3	2	2	0	0	3	2	8	23
2004648	Acinetobacter sp. WCHA39	species	33	1	19	36	132	164	82	68	10	3
467091	Ilumatobacter fluminis	species	10	69	22	44	2	3	4	32	30	72
2587017	Dyella sp. SG562	species	1	1	1	0	5	0	0	3	3	3
39	Archangiaceae	family	18	53	36	81	32	124	33	55	369	1377
149698	Massilia	genus	50	140	317	313	891	346	11134	1066	443	508
2862748	Ornithinibacter sp.	species	47	473	470	401	70	100	104	475	17	69
157688	Leptotrichia hofstadii	species	6	3	73	96	86	7	2	18	10	6
3416354	Candidatus Pollutiaquabacter sp.	species	57	720	127	170	41	126	184	160	259	554
619771	Psychrobacter glaciei	species	6	1	24	34	59	7	9	158	9	5
1563	Desulfosporosinus orientis	species	2	13	8	34	9	3	3	4	172	108
2785325	Pseudomonas sp. N040	species	3	21	97	134	27	83	35	301	31	45
2919500	Simplicispira sedimenti	species	26	45	498	453	1308	2138	117	197	318	11067
408558	Comamonas composti	species	13	9	46	76	78	100	21	152	26	25
1851514	Scandinavium goeteborgense	species	3	0	4	7	1	2	0	7	7	1
2804650	Brevundimonas sp. TWP3-1-2b1	species	1	0	1	4	1	2	0	11	9	2
52694	Acetobacterium wieringae	species	31	69	233	793	107	33	8	49	158	265
1909287	Lapillicoccus sp.	species	16	44	16	33	10	8	3	16	91	47
2191	Methanomicrobiales	order	74	2203	285	629	335	180	65	237	11240	6430
83765	Formivibrio citricus	species	12	39	273	351	202	107	20	77	6587	94
3273390	Dankookia sp. GCM10030260	species	1	0	0	4	4	9	2	18	3	13
204476	Labrys	genus	56	8	14	62	34	47	4	128	84	100
3055077	Lentilactobacillus sp. TOM.63	species	2	0	0	0	0	0	0	0	22	1
1348467	Actinotalea caeni	species	2	5	5	10	5	0	0	5	8	32
2565930	Pseudothauera nasutitermitis	species	6	9	57	67	23	88	19	33	46	289
2709410	Chordicoccus furentiruminis	species	33	137	19	111	25	15	2	27	1604	429
2993564	Methylococcus mesophilus	species	4	4	7	12	7	16	4	12	73	35
1874737	Methanolobus sp.	species	10	121	11	8	7	4	4	10	127	355
1396418	Verrucomicrobium sp. BvORR034	species	5	13	12	13	5	9	0	15	20	175
387661	Parabacteroides johnsonii	species	49	31	70	133	136	74	17	123	823	302
43263	Aquipseudomonas alcaligenes	species	24	86	388	255	442	367	133	226	282	154
51665	Aerococcus urinaeequi	species	32	40	199	433	45	57	23	221	79	60
2044587	Schaedlerella arabinosiphila	species	29	20	36	54	14	14	3	24	181	102
1969727	Methylocaldum sp.	species	12	48	24	37	141	18	12	41	333	141
1405	Bacillus mycoides	species	9	11	22	18	23	5	1	22	27	32
1872629	Arcobacter sp.	species	49	271	1018	769	619	213	50	442	1557	7186
2593645	unclassified Chryseobacterium	no rank	40	57	713	1206	1878	2238	2427	3733	681	176
2293138	Roseburia sp. AM59-24XD	species	21	8	59	41	85	34	9	89	175	30
3039775	Thiomicrorhabdus sp. zzn3	species	2	1	0	1	0	0	2	0	3	2
459	Legionella sp.	species	28	43	73	80	150	38	7	164	295	571
2591384	uncultured Dysosmobacter sp.	species	29	26	35	164	131	60	7	216	549	288
2748	Carnobacterium divergens	species	15	10	53	118	5	16	6	57	6	10
437507	Robiginitomaculum antarcticum	species	1	0	0	1	1	0	0	0	4	20
3085778	Arthrobacter sp. SIMBA_036	species	1	0	0	0	0	0	0	0	0	1
1661	Trueperella pyogenes	species	2	3	30	21	26	2	3	4	31	103
1792311	Petroclostridium xylanilyticum	species	8	22	22	48	19	7	2	26	112	218
2829815	Azospirillaceae	family	18	19	51	54	35	47	6	74	434	311
454586	Pedobacter agri	species	3	1	205	128	21	51	41	183	22	32
213484	Vampirovibrio	genus	10	28	44	37	62	26	3	31	2310	201
2806210	Flagellatimonas centrodinii	species	3	5	8	13	17	3	3	13	8	86
3085630	Polaromonas sp. SM01	species	2	5	31	32	20	57	40	116	8	25
2804314	Desulfovibrio sp. UIB00	species	19	9	34	101	38	11	8	27	1309	50
985012	Luteimonas cucumeris	species	8	12	48	74	8	12	3	204	16	20
2614238	Methanothermococcus sp.	species	7	2	4	2	6	1	0	1	15	7
1648923	Bacillus paralicheniformis	species	2	3	11	5	17	8	1	11	9	75
136846	Stutzerimonas stutzeri group	species group	4	4	41	29	61	19	48	56	62	51
157592	Sterolibacterium denitrificans	species	5	50	76	55	100	43	13	48	156	129
392413	Deinococcus misasensis	species	1	1	4	12	1	106	3	3	19	21
3232995	Mesorhizobium sp. 2RAF21	species	3	2	2	7	2	1	0	6	10	2
2929492	Faecalibacterium sp. I3-3-33	species	15	3	7	26	54	12	1	51	52	30
2593671	unclassified Arcobacter	no rank	19	25	230	171	93	48	11	169	172	17
3438776	Collinsella sp. Sow4_E3	species	3	2	6	33	31	9	1	14	68	34
1883156	Winogradskyella sp.	species	19	38	147	125	161	100	90	168	161	370
2763066	Ruminococcus intestinalis	species	16	12	35	122	94	25	2	93	218	19
416	Methylomonas	genus	13	30	73	67	91	55	21	67	523	636
2617946	unclassified Lawsonibacter	no rank	3	10	14	41	21	32	2	30	61	82
3411631	Paracidovorax sp. MALMAid1276	species	9	25	246	283	415	370	92	256	51	157
2646097	unclassified Bacteroides	no rank	17	43	58	88	149	66	17	54	1699	1923
2045	Pimelobacter simplex	species	11	11	19	17	26	20	1	9	22	130
1530123	Acinetobacter seifertii	species	13	4	121	87	322	95	449	787	19	17
2787140	Clostridium sp. D43t1_170807_H7	species	2	3	3	2	5	6	2	12	18	64
2530391	Duncaniella freteri	species	4	0	11	28	18	5	6	15	55	32
3114299	Candidatus Merdisoma sp. JLR.KK011	species	4	8	14	52	23	11	0	24	105	101
75922	Mycolicibacterium tusciae	species	2	0	5	2	2	0	0	6	21	7
2849499	Citreicoccus inhibens	species	1	3	1	3	3	5	1	0	23	51
332158	Larkinella insperata	species	2	1	0	4	1	23	8	6	6	29
1043588	Bradyrhizobium sp. 62	species	1	0	1	1	1	0	0	1	1	1
1437059	Magnetospirillum moscoviense	species	3	0	2	1	1	6	1	3	9	8
1649169	Taibaiella soli	species	11	13	10	53	14	54	38	47	98	91
47	Archangium	genus	7	27	13	38	18	38	9	24	139	587
2728839	Paraburkholderia antibiotica	species	3	0	3	11	11	13	1	17	6	5
2954507	Oceanobacillus sp. FSL H7-0719	species	21	1	7	17	36	2	2	31	11	11
168658	Rhodoblastus	genus	8	3	6	67	16	24	8	38	821	63
83219	Sulfitobacter mediterraneus	species	1	0	3	3	2	5	0	7	3	1
1871044	Clavibacter sp.	species	17	1	9	13	37	2	1	13	125	4
2806443	Turicibacter sp. TJ11	species	6	6	3	9	11	2	1	4	18	13
2026681	Flavobacterium foetidum	species	1	0	1	3	3	7	21	8	2	82
2847780	Atribacter sp.	species	23	259	75	79	94	31	16	36	345	5965
1945864	Hydrogenophaga sp. A37	species	3	6	23	13	32	90	1071	99	26	106
135618	Methylococcales	order	11	10	49	43	18	133	14	71	240	295
2813563	Pseudomonas sp. 69_B	species	112	1	9	34	909	2	15	36	3	3
83661	Desulfonispora thiosulfatigenes	species	9	7	21	29	18	9	3	8	48	86
2986526	Lawsonibacter celer	species	7	50	44	144	43	34	6	74	277	579
1227	Nitrosococcus	genus	6	7	7	5	15	9	2	10	42	475
2699427	Capillibacterium thermochitinicola	species	15	31	4	24	11	12	2	9	101	242
1408	Bacillus pumilus	species	7	2	7	8	17	6	13	14	27	16
2086584	Massilistercora timonensis	species	14	10	38	79	4	39	2	47	131	20
1312852	Thermoanaerobaculum aquaticum	species	9	87	54	117	90	69	20	38	1298	6211
174587	Carnobacterium viridans	species	23	5	59	88	0	6	5	73	1	3
2034766	Massilibacteroides sp.	species	15	66	55	48	90	24	7	44	270	1092
2652282	Peptostreptococcus porci	species	19	10	10	20	54	6	0	22	27	13
1547	Thomasclavelia ramosa	species	51	36	83	118	111	34	8	128	216	132
1842533	Acidovorax sp. RAC01	species	26	31	537	434	755	891	208	428	73	128
3436672	Neisseria sp. P0004.S008	species	2	0	7	18	12	2	1	17	3	2
415216	Microbacterium flavum	species	14	10	21	46	5	22	134	323	32	11
2910970	Chryseobacterium sp. HSC-36S06	species	12	28	147	183	149	100	235	1008	68	73
28118	Odoribacter splanchnicus	species	43	122	177	262	286	394	90	534	2267	237
1081025	Neoroseomonas soli	species	6	13	51	89	28	31	5	31	67	3179
2626613	unclassified Ancylobacter	no rank	12	2	2	2	8	0	4	8	7	0
2675229	Peribacillus	genus	3	3	8	12	8	4	3	11	40	72
178606	Leptospirillum ferriphilum	species	8	19	31	34	12	4	5	13	86	84
3036126	Tepidibacter hydrothermalis	species	2	6	3	6	10	2	3	1	20	17
2448268	Pseudomonas sp. Sample_24	species	1	0	1	3	0	11	115	7	2	1
2992926	Dokdonella sp. MW10	species	15	15	72	131	29	29	4	132	59	79
2939491	Parabacteroides leei	species	9	12	20	33	36	15	2	21	986	121
2666342	Methanosphaera sp.	species	21	14	21	78	60	3	5	59	128	43
915099	Pseudomonas canadensis	species	3	0	2	7	0	2	376	16	0	0
943815	Streptomyces shenzhenensis	species	9	0	1	1	2	1	0	2	0	2
1114878	Geomobilimonas luticola	species	4	4	5	4	5	4	2	5	85	111
2689056	unclassified Rothia (in: high G+C Gram-positive bacteria)	no rank	11	2	2	15	8	6	1	203	3	8
244127	Anaerotruncus	genus	59	113	199	694	316	224	52	395	774	1303
687430	Pseudonocardia sp. TMWB2A	species	197	243	1092	4730	1457	362	84	2042	717	129
200	Campylobacter curvus	species	13	5	40	30	167	1	1	13	21	3
1492898	Flavisolibacter tropicus	species	3	9	12	11	8	28	6	23	33	94
2049916	Rurimicrobium arvi	species	7	16	62	87	36	106	235	179	193	89
2605777	Clostridium sp. WB02_MRS01	species	7	7	22	25	26	2	1	19	39	12
1345	Streptococcus ferus	species	17	17	42	251	517	24	8	32	295	33
1604696	Faucicola	genus	50	25	265	362	1199	508	849	397	147	63
204516	Phocaeicola massiliensis	species	31	24	36	75	120	93	28	114	966	46
1478	Peribacillus simplex	species	15	0	10	12	62	4	4	26	23	29
2320861	Sphingomonas cavernae	species	2	0	4	4	2	8	2	11	11	7
1646373	Rouxiella silvae	species	4	0	2	2	4	1	1	3	2	0
1852364	Enterococcus timonensis	species	1	1	11	15	4	2	0	13	3	4
471825	Haloplasma contractile	species	10	58	19	50	10	7	6	19	71	86
2641713	unclassified Arenimonas	no rank	11	19	309	132	27	57	41	225	63	2808
468911	Liquorilactobacillus hordei	species	53	9	64	90	27	5	4	139	188	15
1241326	Rhizomicrobium	genus	5	14	6	51	2	25	2	24	348	7
2626009	unclassified Luteitalea	no rank	46	29	61	227	181	37	19	146	190	718
3422594	Gaetbulibacter sp. PBL-D1	species	2	3	11	5	8	1	0	10	8	5
3136633	Thauera sp. SDU_THAU2	species	3	9	34	30	38	18	28	20	34	44
639200	Sphaerotilus sulfidivorans	species	30	11	469	2536	325	90411	87	150	415	238
2040290	Helcococcus massiliensis	species	7	0	3	4	0	1	0	3	2	0
1965632	Bacteroides sp. An322	species	1	0	4	3	2	1	1	5	26	25
2626256	unclassified Megasphaera	no rank	6	4	8	21	21	2	2	29	389	2
2267839	Taklimakanibacter deserti	species	1	10	5	9	3	5	9	10	38	20
294936	Photobacterium rosenbergii	species	1	0	5	1	9	3	0	0	9	3
160237	uncultured Zoogloea sp.	species	18	29	95	253	190	156	41	114	175	117
2702	Gardnerella vaginalis	species	8	4	5	38	7	6	2	21	48	15
1397264	Catalinimonas niigatensis	species	2	5	5	4	4	6	9	4	13	123
3061083	Peiella sedimenti	species	1	0	3	6	2	1	0	5	17	17
2968969	Stutzerimonas frequens	species	2	1	10	5	6	4	4	13	20	13
1573823	uncultured Draconibacterium sp.	species	12	274	109	142	182	155	50	101	972	7224
640634	Microbacterium pseudoresistens	species	3	0	2	2	0	1	0	1	3	2
2884000	Rhodoferax sp. U2-2l	species	20	42	497	300	189	332	106	859	84	45
