taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond	DEU.27_ERR1713348_db6.diamond	CHE.67_ERR1713343_db6.diamond	ECU.14a_ERR1713353_db6.diamond	CAN.22b_ERR1713341_db6.diamond	ESP.75_ERR1713354_db6.diamond	COL.2_ERR1713346_db6.diamond	CIV.13_ERR1713345_db6.diamond	DNK.71_RL_ERR1713351_db6.diamond	CAN.22c_ERR1713342_db6.diamond	ETH.24_ERR1713355_db6.diamond	DNK.71_RA_ERR1713349_db6.diamond	CHN.64_ERR1713344_db6.diamond	CZE.23_ERR1713347_db6.diamond	DNK.71_RD_ERR1713350_db6.diamond	ECU.14_ERR1713352_db6.diamond	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
56358	Sandaracinobacter	genus	62.0	155.0	84.0	304.0	1193.0	680.0	438.0	1646.0	1483.0	1133.0	1986.0	214.0	1589.0	637.0	154.0	316.0	2554.0	600.0	512.0	786.0	513.0	1255.0	1137.0	1183.0	358.0	77.0	139.0	395.0	2496.0	196.0	171.0	30.0	273.0	2261.0	10201.0	1997.0	1989.0	426.0	1308.0	1867.0	1052.0	2913.0	1295.0	287.0	841.0	32.0	982.0	1182.0	1330.0	564.0	826.0	615.0	2922.0	1329.0	192.0	7.0	2094.0	1519.0	2222.0	1514.0	101.0	1767.0	168.0	1496.0	12992.0	169.0	126.0	157.0	233.0	353.0	48.0	270.0	297.0	471.0	514.0	753.0	641.0	344.0	1359.0	1828.0
56999	Amaricoccus	genus	131.0	94.0	195.0	695.0	1721.0	493.0	817.0	812.0	534.0	1784.0	513.0	501.0	809.0	1054.0	482.0	240.0	644.0	1886.0	2681.0	2040.0	2027.0	1295.0	5170.0	4673.0	472.0	151.0	180.0	604.0	1005.0	561.0	219.0	59.0	2695.0	1466.0	159.0	280.0	541.0	183.0	905.0	463.0	924.0	729.0	4122.0	223.0	587.0	44.0	2523.0	1413.0	800.0	2111.0	538.0	1726.0	2454.0	1365.0	2280.0	11.0	844.0	513.0	1384.0	2192.0	72.0	1049.0	413.0	1386.0	52.0	2911.0	1526.0	973.0	513.0	1719.0	94.0	245.0	536.0	669.0	1714.0	1429.0	822.0	1513.0	2171.0	272.0
57479	Microvirgula	genus	5.0	10.0	65.0	65.0	55.0	32.0	36.0	134.0	76.0	55.0	37.0	25.0	27.0	66.0	159.0	41.0	47.0	116.0	143.0	85.0	261.0	265.0	93.0	211.0	17.0	18.0	9.0	30.0	103.0	97.0	59.0	6.0	181.0	1343.0	37.0	36.0	37.0	2588.0	56.0	143.0	47.0	102.0	301.0	45.0	92.0	17.0	24.0	47.0	56.0	32.0	172.0	65.0	121.0	43.0	157.0	1.0	231.0	34.0	11.0	137.0	30.0	206.0	188.0	391.0	26.0	56.0	51.0	216.0	291.0	365.0	28.0	68.0	1244.0	102.0	501.0	25.0	189.0	80.0	161.0	125.0
57488	Thiorhodococcus	genus	0.0	2.0	0.0	2.0	5.0	39.0	3.0	5.0	150.0	17.0	3.0	17.0	17.0	6.0	5.0	184.0	53.0	22.0	10.0	26.0	14.0	71.0	6.0	13.0	2.0	3.0	3.0	14.0	4.0	2.0	11.0	2.0	7.0	51.0	143.0	6.0	6.0	12.0	9.0	8.0	21.0	421.0	12.0	5.0	38.0	9.0	6.0	52.0	23.0	7.0	8.0	13.0	102.0	15.0	4.0	1.0	21.0	32.0	2.0	9.0	0.0	11.0	15.0	16.0	170.0	14.0	4.0	2.0	19.0	33.0	2.0	73.0	14.0	513.0	27.0	3.0	22.0	22.0	5.0	18.0
57493	Kocuria	genus	44.0	33.0	65.0	55.0	310.0	478.0	89.0	178.0	210.0	1031.0	155.0	70.0	466.0	81.0	116.0	1880.0	2776.0	354.0	315.0	2690.0	410.0	862.0	306.0	913.0	176.0	104.0	68.0	88.0	188.0	207.0	76.0	87.0	1023.0	426.0	2650.0	111.0	198.0	129.0	110.0	231.0	2402.0	2104.0	769.0	155.0	137.0	37.0	232.0	1936.0	283.0	2753.0	85.0	12574.0	3234.0	3266.0	92.0	11.0	421.0	59.0	1219.0	462.0	55.0	170.0	1131.0	326.0	57.0	96.0	160.0	291.0	230.0	342.0	28.0	64.0	180.0	647.0	615.0	1053.0	574.0	3535.0	1253.0	172.0
57494	Nesterenkonia	genus	2.0	3.0	5.0	8.0	17.0	49.0	28.0	6.0	182.0	64.0	12.0	18.0	83.0	12.0	7.0	151.0	392.0	31.0	52.0	115.0	43.0	27.0	28.0	89.0	8.0	11.0	3.0	23.0	19.0	26.0	10.0	3.0	26.0	45.0	103.0	11.0	11.0	33.0	20.0	28.0	243.0	86.0	26.0	24.0	23.0	6.0	11.0	336.0	57.0	186.0	14.0	592.0	125.0	219.0	8.0	2.0	21.0	12.0	28.0	95.0	19.0	21.0	195.0	66.0	16.0	17.0	18.0	36.0	22.0	34.0	1.0	5.0	10.0	95.0	34.0	46.0	15.0	90.0	98.0	18.0
57495	Dermacoccus	genus	3.0	4.0	24.0	31.0	47.0	20.0	17.0	36.0	33.0	36.0	8.0	7.0	84.0	21.0	35.0	83.0	136.0	29.0	2882.0	66.0	40.0	44.0	78.0	49.0	10.0	5.0	8.0	7.0	74.0	14.0	35.0	3.0	49.0	133.0	51.0	11.0	12.0	6.0	4.0	38.0	125.0	108.0	80.0	15.0	18.0	14.0	66.0	256.0	98.0	103.0	22.0	200.0	96.0	52.0	14.0	0.0	22.0	44.0	13.0	34.0	11.0	54.0	128.0	59.0	4.0	25.0	121.0	448.0	24.0	372.0	3.0	5.0	48.0	141.0	111.0	70.0	9.0	68.0	14.0	35.0
57499	Kytococcus	genus	0.0	0.0	0.0	1.0	5.0	1.0	0.0	1.0	5.0	11.0	0.0	1.0	2.0	3.0	7.0	3.0	13.0	12.0	11.0	11.0	10.0	10.0	7.0	12.0	0.0	3.0	3.0	2.0	3.0	2.0	1.0	0.0	3.0	3.0	4.0	3.0	4.0	1.0	1.0	2.0	11.0	8.0	14.0	3.0	13.0	3.0	1.0	10.0	8.0	32.0	5.0	85.0	26.0	12.0	4.0	0.0	2.0	6.0	2.0	2.0	0.0	3.0	6.0	9.0	8.0	6.0	3.0	10.0	3.0	19.0	2.0	0.0	1.0	33.0	17.0	6.0	5.0	6.0	15.0	1.0
57665	Sulfurospirillum	genus	198.0	744.0	933.0	555.0	714.0	1338.0	1606.0	2482.0	142103.0	5070.0	944.0	3852.0	6225.0	7745.0	12458.0	3686.0	1286.0	4645.0	6049.0	5299.0	24291.0	25455.0	128281.0	12111.0	368.0	231.0	1374.0	20534.0	5409.0	1950.0	1636.0	803.0	2924.0	100636.0	515.0	5461.0	7820.0	3400.0	7118.0	26499.0	14010.0	7595.0	4870.0	1172.0	6307.0	6255.0	4735.0	2111.0	4247.0	4653.0	1479.0	3673.0	86557.0	4197.0	1930.0	79.0	7247.0	3585.0	1415.0	2050.0	1434.0	3659.0	7269.0	8206.0	870888.0	3244.0	1263.0	4791.0	17211.0	14514.0	5135.0	1063.0	7903.0	5397.0	160724.0	1012.0	19433.0	14169.0	2417.0	4240.0
57739	Vogesella	genus	4.0	5.0	36.0	16.0	36.0	99.0	152.0	77.0	9576.0	90.0	30.0	28.0	91.0	27.0	60.0	60.0	180.0	76.0	94.0	160.0	314.0	563.0	167.0	244.0	28.0	10.0	9.0	69.0	56.0	40.0	67.0	31.0	54.0	5972.0	84.0	19.0	33.0	43.0	44.0	175.0	167.0	133.0	109.0	34.0	214.0	22.0	200.0	65.0	48.0	69.0	84.0	27.0	152.0	72.0	49.0	1.0	68.0	102.0	25.0	64.0	16.0	59.0	265.0	116.0	143.0	56.0	24.0	90.0	91.0	209.0	15.0	9.0	35.0	121.0	236.0	45.0	1807.0	221.0	41.0	128.0
58050	Moritella	genus	1.0	1.0	0.0	0.0	2.0	14.0	11.0	4.0	37.0	12.0	0.0	1.0	7.0	1.0	6.0	10.0	6.0	5.0	12.0	11.0	12.0	30.0	13.0	10.0	2.0	1.0	2.0	3.0	0.0	7.0	2.0	0.0	4.0	40.0	116.0	1.0	7.0	16.0	1.0	17.0	6.0	28.0	6.0	6.0	23.0	3.0	1.0	13.0	5.0	13.0	3.0	9.0	34.0	7.0	5.0	0.0	7.0	20.0	5.0	5.0	6.0	2.0	17.0	8.0	13.0	14.0	0.0	9.0	5.0	10.0	1.0	10.0	8.0	14.0	16.0	6.0	3.0	5.0	3.0	3.0
58108	Actinocorallia	genus	0.0	0.0	0.0	0.0	4.0	27.0	1.0	1.0	9.0	4.0	0.0	6.0	10.0	0.0	0.0	6.0	2.0	13.0	8.0	6.0	4.0	32.0	14.0	7.0	0.0	2.0	2.0	1.0	1.0	3.0	0.0	1.0	2.0	4.0	14.0	0.0	0.0	0.0	1.0	8.0	2.0	10.0	2.0	0.0	16.0	3.0	0.0	10.0	12.0	4.0	0.0	27.0	9.0	5.0	2.0	0.0	1.0	6.0	1.0	5.0	1.0	2.0	4.0	11.0	4.0	5.0	0.0	5.0	6.0	29.0	1.0	1.0	2.0	117.0	2.0	4.0	3.0	3.0	3.0	1.0
58113	Glycomyces	genus	1.0	1.0	2.0	0.0	5.0	22.0	6.0	6.0	31.0	9.0	4.0	1.0	139.0	5.0	5.0	25.0	30.0	19.0	31.0	12.0	11.0	50.0	12.0	32.0	2.0	3.0	3.0	4.0	10.0	4.0	5.0	0.0	7.0	11.0	53.0	6.0	2.0	26.0	7.0	3.0	18.0	59.0	16.0	4.0	40.0	11.0	2.0	18.0	23.0	13.0	2.0	40.0	39.0	9.0	2.0	0.0	13.0	11.0	9.0	28.0	20.0	5.0	18.0	32.0	18.0	21.0	15.0	4.0	7.0	35.0	3.0	11.0	9.0	169.0	13.0	5.0	6.0	12.0	12.0	5.0
58120	Planotetraspora	genus	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	1.0	24.0	3.0	5.0	0.0	1.0	4.0	13.0	1.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	7.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	4.0	1.0	3.0	0.0	1.0	0.0	2.0	4.0	1.0	1.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	0.0	147.0	2.0	0.0	2.0	1.0	2.0	0.0
58842	Sagittula	genus	1.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	6.0	3.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0	4.0	7.0	4.0	1.0	7.0	23.0	2.0	2.0	0.0	0.0	3.0	5.0	2.0	2.0	0.0	18.0	2.0	2.0	0.0	4.0	0.0	1.0	20.0	6.0	4.0	8.0	0.0	7.0	3.0	2.0	3.0	1.0	0.0	3.0	1.0	2.0	1.0	5.0	0.0	3.0	4.0	1.0	2.0	0.0	3.0	3.0	2.0	16.0	3.0	1.0	1.0	0.0	4.0	0.0	1.0	3.0	7.0	2.0	1.0	2.0	0.0	0.0	2.0
59195	Rickettsiella	genus	4.0	2.0	8.0	44.0	27.0	46.0	52.0	48.0	335.0	74.0	17.0	152.0	219.0	3.0	6.0	526.0	118.0	27.0	32.0	40.0	107.0	232.0	17.0	119.0	7.0	8.0	8.0	23.0	11.0	6.0	1.0	4.0	100.0	105.0	20.0	16.0	7.0	55.0	10.0	9.0	75.0	197.0	133.0	54.0	219.0	6.0	28.0	35.0	17.0	21.0	25.0	88.0	68.0	28.0	312.0	0.0	52.0	50.0	28.0	66.0	8.0	81.0	44.0	95.0	12.0	78.0	17.0	14.0	99.0	182.0	38.0	89.0	51.0	121.0	25.0	38.0	47.0	83.0	9.0	7.0
59282	Blastochloris	genus	1.0	5.0	12.0	568.0	5.0	121.0	49.0	7.0	427.0	25.0	16.0	7.0	236.0	10.0	11.0	185.0	546.0	23.0	26.0	94.0	19.0	139.0	16.0	18.0	9.0	6.0	5.0	12.0	15.0	58.0	4.0	3.0	2.0	116.0	563.0	6.0	17.0	16.0	9.0	39.0	350.0	3026.0	5.0	28.0	44.0	7.0	73.0	332.0	28.0	13.0	10.0	56.0	235.0	57.0	8.0	3.0	22.0	67.0	8.0	28.0	0.0	13.0	104.0	46.0	42.0	14.0	10.0	18.0	41.0	110.0	8.0	23.0	17.0	25.0	67.0	31.0	80.0	113.0	4.0	63.0
59613	Skermania	genus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
59732	Chryseobacterium	genus	798.0	1043.0	3102.0	21071.0	9943.0	7398.0	14828.0	38024.0	7695.0	67206.0	1799.0	4412.0	8451.0	9979.0	7063.0	5060.0	11792.0	7754.0	12132.0	24549.0	14601.0	13398.0	55589.0	22540.0	192046.0	684.0	590.0	9316.0	27359.0	26331.0	30945.0	53153.0	43960.0	10814.0	3919.0	4415.0	9792.0	4953.0	9092.0	69815.0	20542.0	5622.0	11065.0	3132.0	42130.0	1080.0	8576.0	3825.0	4060.0	8685.0	52468.0	3956.0	13280.0	2038.0	244556.0	5684.0	6542.0	11285.0	11567.0	6843.0	78605.0	43989.0	63177.0	19626.0	6007.0	2929.0	9852.0	12286.0	7351.0	22322.0	1891.0	1489.0	7894.0	4105.0	11754.0	11479.0	5064.0	5763.0	6321.0	22492.0
59734	Empedobacter	genus	1633.0	377.0	10477.0	73314.0	7117.0	440.0	1924.0	12900.0	858.0	3520.0	498.0	2841.0	817.0	5797.0	3462.0	716.0	2565.0	2981.0	11705.0	8721.0	4088.0	722.0	28778.0	4889.0	42777.0	2926.0	159.0	739.0	14198.0	124142.0	2390.0	375.0	6454.0	964.0	725.0	1063.0	20706.0	15039.0	4972.0	60933.0	16415.0	533.0	6540.0	1055.0	17566.0	158.0	530.0	734.0	1656.0	7955.0	4739.0	1568.0	4456.0	660.0	4620.0	1407.0	1643.0	734.0	26042.0	2630.0	6760.0	14815.0	22105.0	27970.0	14088.0	518.0	1081.0	3806.0	1633.0	3853.0	604.0	144.0	8098.0	3789.0	4584.0	1848.0	640.0	1582.0	9968.0	30987.0
59735	Bergeyella	genus	4.0	4.0	7.0	26.0	16.0	5.0	32.0	20.0	15.0	9.0	3.0	5.0	5.0	34.0	5.0	12.0	30.0	9.0	10.0	12.0	13.0	41.0	129.0	22.0	70.0	2.0	3.0	16.0	17.0	88.0	44.0	15.0	5.0	23.0	6.0	9.0	20.0	30.0	8.0	141.0	59.0	4.0	21.0	6.0	46.0	5.0	17.0	8.0	3.0	14.0	13.0	5.0	41.0	2.0	31.0	0.0	10.0	25.0	37.0	34.0	61.0	24.0	93.0	36.0	3.0	2.0	5.0	11.0	18.0	17.0	2.0	2.0	5.0	9.0	21.0	75.0	4.0	12.0	9.0	47.0
59738	Marinilabilia	genus	5.0	3.0	2.0	2.0	5.0	10.0	2.0	8.0	108.0	13.0	8.0	3.0	76.0	6.0	41.0	26.0	22.0	12.0	25.0	16.0	36.0	158.0	11.0	19.0	3.0	0.0	8.0	5.0	7.0	15.0	8.0	8.0	7.0	91.0	351.0	6.0	9.0	27.0	41.0	42.0	22.0	24.0	6.0	1.0	116.0	45.0	11.0	14.0	83.0	17.0	8.0	18.0	95.0	9.0	7.0	1.0	17.0	48.0	4.0	44.0	3.0	10.0	46.0	20.0	449.0	30.0	23.0	16.0	18.0	32.0	11.0	5.0	8.0	18.0	461.0	7.0	39.0	31.0	16.0	11.0
59739	Flammeovirga	genus	6.0	3.0	2.0	7.0	19.0	48.0	16.0	14.0	198.0	37.0	7.0	31.0	48.0	27.0	25.0	170.0	47.0	32.0	40.0	77.0	85.0	370.0	121.0	34.0	9.0	4.0	33.0	26.0	25.0	32.0	24.0	3.0	19.0	127.0	430.0	12.0	23.0	31.0	39.0	61.0	41.0	131.0	33.0	6.0	276.0	90.0	28.0	49.0	79.0	33.0	36.0	62.0	143.0	20.0	23.0	0.0	25.0	78.0	13.0	123.0	11.0	30.0	66.0	92.0	1054.0	95.0	33.0	30.0	16.0	149.0	2.0	17.0	10.0	99.0	202.0	28.0	24.0	30.0	26.0	14.0
59740	Persicobacter	genus	1.0	1.0	0.0	0.0	2.0	12.0	9.0	3.0	38.0	10.0	0.0	4.0	10.0	3.0	4.0	18.0	6.0	6.0	11.0	6.0	18.0	87.0	16.0	7.0	2.0	1.0	8.0	5.0	6.0	3.0	5.0	3.0	2.0	34.0	54.0	3.0	2.0	4.0	5.0	15.0	7.0	50.0	9.0	3.0	49.0	18.0	2.0	7.0	7.0	2.0	12.0	9.0	30.0	4.0	5.0	0.0	6.0	18.0	5.0	33.0	1.0	15.0	12.0	16.0	319.0	24.0	10.0	7.0	3.0	21.0	3.0	6.0	2.0	31.0	53.0	4.0	7.0	5.0	1.0	3.0
59753	Alcanivorax	genus	0.0	1.0	0.0	2.0	8.0	17.0	14.0	18.0	31.0	23.0	6.0	18.0	30.0	8.0	5.0	28.0	26.0	38.0	44.0	37.0	94.0	124.0	210.0	82.0	25.0	2.0	5.0	26.0	26.0	10.0	11.0	23.0	20.0	28.0	68.0	6.0	41.0	21.0	36.0	74.0	59.0	44.0	45.0	6.0	105.0	28.0	13.0	42.0	41.0	147.0	29.0	49.0	81.0	17.0	22.0	0.0	25.0	34.0	5.0	52.0	25.0	36.0	37.0	70.0	39.0	20.0	23.0	2.0	33.0	73.0	7.0	5.0	19.0	127.0	36.0	20.0	28.0	35.0	16.0	27.0
60136	Sulfitobacter	genus	1.0	4.0	2.0	3.0	24.0	11.0	14.0	18.0	35.0	84.0	11.0	21.0	13.0	9.0	11.0	8.0	15.0	32.0	111.0	9.0	55.0	64.0	27.0	71.0	10.0	2.0	3.0	32.0	13.0	20.0	22.0	13.0	95.0	12.0	28.0	9.0	5.0	20.0	11.0	24.0	13.0	31.0	85.0	4.0	83.0	5.0	12.0	19.0	35.0	28.0	26.0	50.0	38.0	16.0	12.0	1.0	27.0	18.0	21.0	24.0	14.0	46.0	17.0	65.0	22.0	25.0	22.0	10.0	12.0	43.0	2.0	5.0	18.0	159.0	38.0	12.0	18.0	21.0	37.0	10.0
60919	Sanguibacter	genus	6.0	11.0	7.0	25.0	137.0	9.0	9.0	49.0	5.0	126.0	16.0	32.0	16.0	25.0	27.0	71.0	25.0	125.0	95.0	79.0	117.0	23.0	464.0	217.0	271.0	7.0	12.0	46.0	116.0	27.0	26.0	8.0	86.0	7.0	29.0	37.0	87.0	8.0	70.0	146.0	61.0	24.0	208.0	8.0	65.0	4.0	4.0	20.0	39.0	25.0	47.0	597.0	43.0	12.0	194.0	0.0	161.0	3.0	88.0	151.0	95.0	116.0	52.0	256.0	3.0	11.0	38.0	89.0	12.0	44.0	3.0	7.0	12.0	88.0	147.0	10.0	5.0	8.0	104.0	3.0
61170	Holdemania	genus	40.0	78.0	358.0	184.0	1509.0	544.0	639.0	304.0	962.0	485.0	410.0	396.0	276.0	608.0	727.0	481.0	828.0	1277.0	1047.0	1406.0	1275.0	391.0	563.0	2577.0	63.0	115.0	116.0	278.0	1629.0	537.0	400.0	36.0	1389.0	1084.0	1366.0	360.0	284.0	602.0	706.0	530.0	1164.0	339.0	1273.0	101.0	467.0	41.0	429.0	634.0	859.0	1030.0	429.0	1437.0	1021.0	503.0	222.0	6.0	1003.0	277.0	966.0	2460.0	42.0	816.0	871.0	2892.0	8709.0	222.0	966.0	1650.0	1392.0	1382.0	314.0	172.0	1031.0	1110.0	2279.0	793.0	458.0	1102.0	1715.0	48.0
61434	Dehalococcoides	genus	22.0	10.0	17.0	15.0	18.0	103.0	20.0	27.0	1376.0	47.0	29.0	10.0	133.0	39.0	45.0	546.0	347.0	33.0	204.0	156.0	100.0	443.0	101.0	68.0	14.0	14.0	39.0	26.0	92.0	37.0	13.0	9.0	23.0	377.0	1880.0	54.0	26.0	96.0	33.0	98.0	316.0	1348.0	41.0	42.0	167.0	123.0	60.0	361.0	335.0	40.0	13.0	410.0	671.0	184.0	17.0	2.0	85.0	512.0	34.0	175.0	13.0	44.0	175.0	184.0	630.0	264.0	38.0	63.0	97.0	370.0	21.0	80.0	64.0	341.0	316.0	27.0	87.0	78.0	31.0	66.0
61593	Thiorhodovibrio	genus	8.0	8.0	1.0	12.0	4.0	62.0	11.0	9.0	167.0	10.0	5.0	8.0	25.0	8.0	9.0	170.0	66.0	30.0	140.0	37.0	41.0	167.0	19.0	23.0	4.0	2.0	0.0	4.0	13.0	9.0	7.0	3.0	10.0	37.0	251.0	10.0	11.0	23.0	5.0	19.0	28.0	774.0	15.0	8.0	54.0	21.0	20.0	69.0	15.0	15.0	18.0	12.0	115.0	20.0	9.0	2.0	12.0	69.0	6.0	21.0	3.0	5.0	23.0	24.0	162.0	34.0	11.0	15.0	21.0	19.0	1.0	29.0	14.0	1732.0	51.0	11.0	32.0	52.0	3.0	21.0
61653	Methylopila	genus	0.0	0.0	0.0	0.0	13.0	10.0	2.0	0.0	12.0	6.0	1.0	2.0	2.0	3.0	2.0	6.0	1.0	6.0	6.0	5.0	6.0	38.0	10.0	10.0	3.0	1.0	1.0	6.0	1.0	0.0	3.0	0.0	5.0	13.0	6.0	3.0	4.0	0.0	5.0	3.0	3.0	24.0	22.0	0.0	8.0	4.0	0.0	5.0	7.0	1.0	6.0	9.0	5.0	1.0	2.0	0.0	16.0	12.0	4.0	19.0	2.0	3.0	6.0	19.0	4.0	4.0	6.0	3.0	4.0	48.0	0.0	2.0	0.0	15.0	6.0	1.0	1.0	1.0	11.0	2.0
63132	Geitlerinema	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64001	Nevskia	genus	1.0	0.0	2.0	4.0	10.0	16.0	5.0	6.0	33.0	50.0	5.0	4.0	19.0	7.0	8.0	12.0	14.0	24.0	116.0	26.0	40.0	221.0	60.0	21.0	3.0	0.0	3.0	15.0	21.0	7.0	10.0	1.0	34.0	39.0	55.0	3.0	4.0	4.0	13.0	44.0	10.0	29.0	53.0	5.0	71.0	25.0	11.0	55.0	15.0	17.0	20.0	13.0	31.0	6.0	15.0	0.0	21.0	24.0	5.0	9.0	4.0	13.0	10.0	58.0	13.0	25.0	18.0	27.0	6.0	89.0	7.0	1.0	12.0	49.0	104.0	13.0	11.0	10.0	30.0	8.0
64159	Desulfurobacterium	genus	0.0	0.0	0.0	1.0	0.0	14.0	1.0	2.0	30.0	2.0	2.0	2.0	7.0	2.0	0.0	114.0	13.0	4.0	3.0	5.0	11.0	26.0	2.0	6.0	0.0	3.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	23.0	146.0	4.0	1.0	4.0	2.0	4.0	11.0	57.0	1.0	1.0	11.0	9.0	9.0	19.0	9.0	7.0	5.0	10.0	65.0	5.0	0.0	0.0	4.0	21.0	0.0	15.0	2.0	7.0	9.0	10.0	11.0	15.0	4.0	0.0	0.0	13.0	2.0	1.0	3.0	6.0	6.0	5.0	5.0	12.0	1.0	1.0
64322	Carnimonas	genus	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	14.0	1.0	0.0	0.0	2.0	4.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	2.0
64895	Borreliella	genus	1.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	12.0	1.0	2.0	0.0	0.0	4.0	3.0	3.0	2.0	1.0	2.0	7.0	7.0	6.0	7.0	6.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	2.0	5.0	5.0	1.0	0.0	2.0	4.0	0.0	2.0	0.0	2.0	1.0	2.0	4.0	1.0	2.0	12.0	4.0	1.0	11.0	3.0	1.0	3.0	0.0	3.0	6.0	1.0	4.0	1.0	1.0	3.0	5.0	5.0	3.0	0.0	1.0	3.0	7.0	1.0	1.0	0.0	2.0	6.0	1.0	1.0	6.0	1.0	0.0
