taxonomy_id	name	rank	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond
2968030	Pantoea trifolii	species	1	2	0	0	0	0	0	0	0	0
3029174	Caloramator sp. Dgby_cultured_2	species	1	1	2	2	53	0	2	2	3	12
2975392	Empedobacter sp. GD03865	species	1	1	9	16	4	18	11	10	15	12
2615184	Microbacterium algeriense	species	1	3	1	7	24	5	12	14	14	2
1261637	Anaerostipes sp. 992a	species	2	21	6	21	40	0	12	32	30	23
1849031	Exiguobacterium sp. U13-1	species	1	0	0	0	0	0	1	2	0	2
475088	Methanosphaerula palustris	species	1	26	23	6	43	0	130	30	264	59
2654982	Paraburkholderia atlantica	species	1	12	6	3	11	6	8	6	7	36
2593658	unclassified Nostoc	no rank	1	66	143	11	85	7	29	53	100	124
158500	Novosphingobium resinovorum	species	1	49	42	54	51	15	72	9	60	61
205	Campylobacter sp.	species	1	57	40	21	76	222	54	97	60	147
2990483	Aeromonas sp. QDB12	species	1	2	0	1	0	3	5	22	1	15
231455	Dyella japonica	species	1	63	42	34	54	25	44	57	61	20
2035736	Guyparkeria sp.	species	1	5	74	2	17	2	8	13	24	32
2483360	Thermus caldilimi	species	1	1	2	0	3	0	0	2	1	2
1302151	Caloranaerobacter sp. TR13	species	1	2	2	3	15	0	3	3	8	46
2078689	Pseudomonas jilinensis	species	1	15	2	13	6	2	4	20	3	70
1965576	Pseudoflavonifractor sp. An184	species	1	24	5	20	37	0	35	54	50	22
576611	Polynucleobacter asymbioticus	species	1	23	5	0	4	31	32	10	24	123
1484332	Flavobacterium arsenatis	species	1	41	75	111	95	1726	158	54	142	47
1905758	Helicobacter sp. 13S00401-1	species	2	4	0	0	4	0	3	10	0	2
147266	Agrobacterium albertimagni	species	1	1	1	4	9	2	0	2	25	5
347534	Zobellella denitrificans	species	1	5	1	6	8	0	6	44	1	5
112008	Ignatzschineria	genus	1	63	38	16	118	4	42	130	90	30
180541	Salinisphaera	genus	1	13	38	4	20	1	12	13	24	31
3078918	Xanthocytophaga	genus	2	42	68	13	83	31	40	52	81	162
2767222	Delftia sp. PS-11	species	1	245	94	162	70	218	249	174	210	64
1646498	Acinetobacter sp. TTH0-4	species	1	46	17	61	465	830	487	168	461	13
112040	Zobellia	genus	1	5	19	3	16	7	5	6	17	189
849	Fusobacterium gonidiaformans	species	1	34	14	28	55	6	8	66	64	11
3239388	Bradyrhizobium sp. LLZ17	species	1	0	5	0	0	0	2	0	4	0
3233014	Microvirga sp. 2TAF3	species	1	1	1	3	4	0	1	3	3	11
3345111	Sulfuriferula sp. GW1	species	1	13	11	4	9	0	9	31	17	16
1553901	Oligoflexales	order	1	18	114	17	59	9	16	25	94	18
3081750	Anaerocolumna sp. AGMB13020	species	1	27	10	34	95	4	11	39	56	59
2926520	Scandinavium manionii	species	1	0	0	0	0	2	0	4	0	0
2170575	Pelagivirga sediminicola	species	2	0	0	2	4	4	0	0	1	1
2873601	Parachryseolinea silvisoli	species	3	6	11	1	11	4	6	4	14	36
1947318	Pseudomonas sp. UBA4617	species	1	0	0	0	0	10	0	1	0	2
3036707	Pseudomonas sp. sp1636	species	1	4	8	2	2	139	15	7	8	8
244830	Anaerospora hongkongensis	species	2	301	181	85	360	25	143	552	327	223
29364	[Clostridium] polysaccharolyticum	species	1	36	20	29	99	1	20	173	49	60
59738	Marinilabilia	genus	1	17	48	4	44	3	10	46	20	449
1445661	Aliigemmobacter aestuarii	species	1	6	4	8	14	11	33	15	44	271
1535548	Aeromonas sp. DNP9	species	2	2	0	0	1	0	0	19	0	3
733	Canicola haemoglobinophilus	species	1	3	7	2	4	5	7	45	13	2
2771472	Sulfurovaceae	family	2	23	53	9	6	2	25	16	214	78
1263728	Paracoccus sp. TOH	species	1	6	5	14	36	21	21	3	41	3
3031321	Salinibacterium metalliresistens	species	1	49	10	22	72	81	51	6	248	13
2815318	unclassified Pelomicrobium	no rank	1	18	136	5	15	4	10	22	31	15
1854496	Microvirga soli	species	2	12	0	0	0	1	3	4	4	5
1929132	Anaeromicrobium sp.	species	1	9	5	10	77	5	6	24	36	147
337701	Roseovarius pacificus	species	1	40	1250	19	35	10	28	30	69	79
2633097	unclassified Erythrobacter	no rank	1	26	28	63	32	4	12	10	24	419
390880	Roseospira visakhapatnamensis	species	1	7	8	4	12	0	3	7	8	18
2219697	Nitrincola tibetensis	species	2	5	1	1	3	2	3	8	11	2
198251	Candidatus Pelagibacter	genus	1	25	16	25	41	6	87	23	43	49
1279388	Kandleria	genus	1	5	7	12	19	1	8	56	42	102
248451	Psychrobacter vallis	species	1	11	3	10	316	469	55	37	57	4
209	Helicobacter	genus	1	171	116	64	205	27	102	838	174	613
1421019	Kurthia huakuii	species	1	2	3	4	14	0	0	169	2	11
2292054	Prevotella sp. AM23-5	species	1	15	9	17	24	0	25	397	22	2
454188	Thermoflavifilum aggregans	species	1	6	38	0	15	0	5	4	3	67
2483110	Clostridium sp. JN-1	species	1	71	15	19	39	3	12	19	28	144
2681983	Pseudomonas bijieensis	species	1	0	1	1	0	28	0	2	1	0
69220	Lelliottia nimipressuralis	species	2	2	1	8	2	4	1	7	4	1
3040122	Streptomyces sp. DH37	species	1	0	1	0	0	1	4	5	0	0
1736574	Pseudoxanthomonas sp. Root630	species	1	100	71	148	157	12	75	42	122	7
2910963	Flavobacterium sp. HSC-61S13	species	1	6	3	18	21	64	28	6	53	38
3158173	Burkholderia sp. LMG 32019	species	1	2	22	0	4	0	8	28	4	7
2005073	Mucilaginibacter galii	species	3	1	4	2	6	2	1	6	7	44
142588	Isobaculum melis	species	1	12	4	10	38	5	5	5	41	49
90964	Staphylococcaceae	family	1	119	77	242	471	24	66	95	245	451
178440	Opitutus	genus	1	35	72	13	39	1	14	178	66	33
2864212	Shewanella acanthi	species	1	1	1	0	0	7	3	0	3	22
1411144	Bacteroides caecigallinarum	species	1	96	38	34	42	12	44	204	37	206
538	Eikenella	genus	1	313	210	117	188	91	137	326	863	25
568768	Dickeya poaceiphila	species	1	5	1	0	0	0	2	2	1	0
227943	Limosilactobacillus antri	species	2	1	0	5	2	0	2	0	0	2
2801340	Rhizobium setariae	species	1	12	23	12	19	21	38	17	37	10
3034157	Pollutibacter soli	species	1	23	135	45	40	6	43	33	104	99
1720247	Azospirillum agricola	species	2	19	14	4	10	3	15	6	11	13
155042	Geobacter grbiciae	species	1	8	47	4	30	0	3	21	20	14
3133429	Ramlibacter sp. AN1133	species	1	33	34	24	17	9	61	218	52	15
1947315	Pseudomonas sp. UBA4034	species	1	1	0	0	0	16	0	0	0	0
2920881	Acidovorax sp. SUPP3334	species	1	141	65	156	72	83	188	83	189	22
13688	Novosphingobium capsulatum	species	1	2	2	6	6	2	3	2	3	14
2508949	Candidatus Borkfalkia ceftriaxoniphila	species	1	76	26	117	303	9	94	163	191	1502
2490946	Actinobaculum sp. 352	species	2	22	5	9	24	1	25	152	37	5
241192	Thermodesulfatator	genus	1	2	35	4	15	2	3	9	21	16
619771	Psychrobacter glaciei	species	1	24	6	21	126	440	48	14	128	1
2917734	Epibacterium sp. MM17-32	species	1	46	20	17	13	3	19	16	16	6
58621	Desulfovibrio intestinalis	species	1	148	63	22	58	2	27	198	128	43
33905	Bifidobacterium thermophilum	species	1	20	36	5	88	1	32	3673	111	4
1982042	Tsuneonella mangrovi	species	1	4	8	4	6	2	1	3	6	5
2913620	Prevotella sp. E2-28	species	1	51	10	2	31	1	5	140	5	54
482957	Burkholderia lata	species	1	135	22	25	16	14	23	135	27	18
2024965	Dictyobacter	genus	1	11	104	11	59	5	15	16	71	48
359408	Methylotenera mobilis	species	1	6	6	8	9	1273	11	12	13	31
671222	Propionibacterium sp. oral taxon 192	species	1	12	18	11	12	2	16	129	64	3
2320859	Oleomonas cavernae	species	1	5	36	2	17	5	11	3	9	42
264148	Millisia brevis	species	1	182	18	405	203	5	91	139	144	10
1869214	Rheinheimera sp.	species	2	240	26	71	79	18	25	86	47	189
1564473	Pseudomonas sp. S31	species	2	0	0	3	1	34	0	2	6	8
157907	Desulfosporosinus sp.	species	1	31	37	4	97	1	8	20	49	169
1630	Kandleria vitulina	species	1	23	8	25	45	0	10	49	39	57
60035	Citrifermentans bremense	species	1	8	59	5	17	5	12	24	22	67
1868135	Enterobacter sp. HK169	species	1	0	4	0	0	0	1	7	0	0
3390377	Neisseria sp. WLZKY-1	species	1	8	84	9	13	8	6	78	19	2
2420307	Acinetobacter sp. FDAARGOS_515	species	1	5	2	21	21	12	37	18	20	2
2627917	unclassified Dorea	no rank	1	27	29	124	113	3	37	71	111	15
3440636	Psychrobacter sp. DM8	species	1	2	1	1	10	44	9	3	39	0
2698	Heliobacterium chlorum	species	1	19	10	6	30	3	4	14	17	69
708132	Oligoflexus tunisiensis	species	1	15	57	26	38	40	14	12	53	16
114249	Tepidimonas ignava	species	1	16	14	5	26	1	23	137	26	26
2022803	Rhodoferax sp. TH121	species	1	113	14	100	84	86	486	34	164	14
53422	Thermobrachium celere	species	1	7	10	6	291	2	5	19	20	54
945844	Massilia oculi	species	1	18	10	9	11	61	12	18	24	6
2282153	Chthonomonas sp.	species	1	7	108	2	26	0	4	10	46	57
273168	Novosphingobium naphthalenivorans	species	1	10	33	8	7	5	4	4	17	32
162496	Glutamicibacter creatinolyticus	species	1	18	2	1	8	0	24	9	14	1
3230364	Olsenella sp. AGMB03486	species	1	3	12	15	77	1	46	239	157	1
234	Brucella	genus	1	128	63	63	193	438	73	49	156	48
2292256	Undibacter mobilis	species	1	3	4	0	6	0	2	1	9	7
170623	Azotobacter beijerinckii	species	1	52	12	19	26	56	47	40	44	30
3087234	Pseudomonas sp. MUP55	species	1	0	0	1	2	18	0	0	2	0
1168034	Draconibacterium orientale	species	1	114	187	19	85	281	61	136	155	11478
1267944	Bacillus sp. L75	species	2	0	0	0	1	3	0	0	0	0
1365361	Janthinobacterium sp. UMAB-56	species	1	8	1	3	8	700	7	1	140	11
328813	Alistipes onderdonkii	species	1	388	24	64	71	9	323	492	208	243
2763074	Kaistella pullorum	species	1	28	46	49	63	172	139	225	121	63
1233426	Roseofilum	genus	1	15	24	7	22	3	5	6	67	10
394964	Corynebacterium hansenii	species	1	1	4	3	3	0	6	11	5	0
3385968	Mycobacterium sp. SMC-14	species	2	0	4	0	0	0	0	0	0	0
2795973	Stieleria	genus	2	21	165	11	46	4	19	34	85	67
3054777	Porticoccus sp. W117	species	1	2	2	0	1	0	2	2	13	7
915099	Pseudomonas canadensis	species	1	4	2	3	1	172	4	5	16	175
53419	Treponema socranskii	species	1	17	21	17	52	4	9	209	43	110
94626	Brucella tritici	species	2	12	16	19	21	9	23	4	39	2
735512	uncultured Reyranella sp.	species	1	47	39	17	33	9	51	11	78	30
3034506	Teredinibacter sp. KSP-S5-2	species	1	2	11	5	12	2	7	17	18	19
110321	Sinorhizobium medicae	species	1	9	19	14	19	10	8	5	26	13
2923425	Acinetobacter sp. ANC 4805	species	1	29	10	57	31	69	94	61	50	42
2723311	Escherichia sp. 93.1518	species	1	2	1	0	1	0	1	0	1	0
150	Spirochaeta isovalerica	species	1	39	183	27	62	6	28	161	97	394
2912054	Stella sp.	species	1	11	51	4	33	3	19	13	410	146
666507	Phycisphaeraceae	family	1	58	253	125	326	12	66	63	425	60
267212	Neisseria bacilliformis	species	1	79	125	92	153	21	69	147	207	18
96773	Thauera chlorobenzoica	species	2	47	23	36	38	11	59	82	77	187
2939641	Pseudotabrizicola	genus	1	9	17	11	30	15	130	19	97	128
2682968	Hyphomicrobium sp. ghe19	species	1	19	17	14	35	2	7	13	24	4
1934947	Immundisolibacter	genus	1	13	65	11	44	2	24	16	27	8
661483	Nocardioides marmoriginsengisoli	species	1	12	15	6	6	7	9	12	19	14
2094151	Paramuribaculum intestinale	species	1	78	49	60	78	51	149	705	208	342
3160866	Lysinibacillus zambalensis	species	1	10	4	3	10	0	2	7	4	11
2971624	Pseudomonas sp. 13B_2.1_Bac1	species	1	0	0	1	1	11	0	0	3	1
3138477	Aeromonas sp. R7-5	species	1	3	0	0	0	0	0	17	0	4
2981032	Limnospira sp. PMC 1234.20	species	1	0	28	2	16	0	0	3	3	4
1636606	Aeromonas sp. ASNIH1	species	2	2	2	0	3	1	2	8	3	5
2608003	Hymenobacter lapidiphilus	species	1	36	29	31	23	4	2	31	24	7
2619320	unclassified Pseudonocardia	no rank	1	33	35	8	28	0	17	14	41	10
83986	Methanoculleus bourgensis	species	1	5	16	4	943	1	2	623	67	47
1946959	Mitsuokella sp. UBA4253	species	1	3	2	0	3	1	1	61	3	7
3133272	Dryocola sp. BD613	species	1	0	1	0	3	2	0	6	2	0
1259231	Cryobacterium sp. TMT1-19	species	1	0	1	0	2	0	0	0	0	0
2530044	Pseudoflavonifractor sp. SW1122	species	1	4	0	6	13	1	5	12	7	5
1096779	Acinetobacter puyangensis	species	1	210	63	127	105	219	190	200	111	14
1197950	Ciceribacter lividus	species	1	3	0	1	2	0	1	0	16	2
186189	Xylanimonas cellulosilytica	species	1	6	6	4	30	2	10	10	12	5
1303	Streptococcus oralis	species	1	12	18	15	41	3	19	50	35	71
60548	Paraburkholderia graminis	species	1	44	10	27	19	12	24	21	20	6
3141247	Bradyrhizobium sp. 31Argb	species	1	0	4	0	0	0	0	0	0	0
1219	Prochlorococcus marinus	species	1	14	15	8	14	6	14	15	25	69
2909705	Oleidesulfovibrio	genus	1	51	47	4	17	0	7	23	31	23
1842495	Pelobium manganitolerans	species	1	27	31	19	33	40	32	332	56	329
3410851	Thalassobacterium	genus	1	1	15	1	4	2	0	2	6	5
3378588	Campylobacter canis	species	1	20	3	17	32	2	13	33	18	5
2617492	unclassified Roseomonas	no rank	1	48	50	26	82	4	35	61	53	341
1934400	Pseudorhodobacter sp.	species	1	209	11	33	362	85	662	11	943	24
3391581	Virgibacillus sp. W0181	species	2	3	4	4	23	2	3	2	4	5
1969460	Roseiarcus sp.	species	1	28	151	22	73	12	68	119	165	53
111015	Actinomyces radicidentis	species	1	2	11	2	14	0	2	3353	12	9
2904121	Moraxella nasovis	species	1	7	10	10	43	1	55	254	13	3
67780	Edwardsiella ictaluri	species	1	1	0	1	3	1	0	5	0	1
1982969	Hyella patelloides	species	1	14	19	1	12	3	2	7	16	29
114628	Alkaliphilus transvaalensis	species	1	9	20	8	71	5	10	118	30	184
90627	Gallionellaceae	family	1	66	138	12	17	18	123	47	99	37
2880008	Brucepastera parasyntrophica	species	1	155	97	43	93	7	103	868	174	247
648716	Cohnella sp. AR92	species	1	22	4	4	33	0	4	19	9	14
224467	Nautiliaceae	family	1	9	6	2	33	3	7	27	14	25
376815	Variovorax soli	species	1	39	26	31	44	21	73	24	45	8
2850071	Acinetobacter sp. WU_MDCI_Abxc22	species	1	4	2	3	0	3	5	7	3	27
386913	Mycolicibacter senuensis	species	1	0	1	1	1	0	1	8	1	0
169050	Gelidibacter mesophilus	species	1	6	5	3	73	31	11	10	27	17
2841534	Tissierella simiarum	species	1	18	15	26	191	4	31	29	109	253
689781	Oribacterium sp. NK2B42	species	1	50	5	21	36	3	15	39	24	22
187	Aquaspirillum	genus	1	17	0	0	2	0	6	82	6	10
1652957	Lactococcus nasutitermitis	species	1	1	4	3	9	0	5	1	10	0
2738842	Brevibacillus sp. HB1.3	species	1	0	0	0	1	0	0	0	1	0
2057808	Lacinutrix sp. Bg11-31	species	1	2	1	1	9	35	9	5	10	20
351	Azotobacter group	subfamily	1	69	9	4	12	27	19	79	25	33
185978	unclassified Paenibacillus	no rank	1	216	229	144	596	60	143	207	404	735
1042312	Armatimonadia	class	1	14	107	4	20	2	13	8	67	9
433923	Pseudacidovorax	genus	1	65	104	63	84	58	136	88	881	126
2844380	Collinsella sp. zg1085	species	1	1	2	1	5	1	2	7	5	8
1920173	Paraglaciecola sp.	species	1	15	12	6	11	10	17	37	29	55
1873	Micromonospora	genus	2	129	184	75	198	34	146	147	303	150
3078083	Methanosarcina hadiensis	species	1	2	7	7	6	6	0	3	6	7
3064531	Paracoccus actinidiae	species	1	21	2	16	9	5	6	9	7	0
3066224	Candidatus Lariskella endosymbiont of Epinotia ramella	species	1	1	1	1	0	0	0	0	2	18
2762760	Pelagibius marinus	species	1	2	13	7	9	0	2	9	10	6
326522	Neisseria animaloris	species	1	14	35	20	29	11	15	63	81	4
3349636	Terrimonas alba	species	1	19	93	9	29	13	43	21	166	132
1149133	Metapseudomonas furukawaii	species	1	8	4	1	0	28	1	5	2	5
455433	Pelagicoccus	genus	1	39	129	13	76	10	17	90	72	145
3085795	Paraburkholderia sp. SIMBA_054	species	3	168	25	59	128	28	107	42	51	12
155866	Weissella soli	species	1	9	3	64	49	1	27	279	66	11
3366814	Desulfovibrio sp. WGS1351	species	1	30	30	3	30	1	3	78	38	25
3342297	Rhizobium sp. LjRoot254	species	1	4	11	10	16	6	8	10	21	3
1523417	Bosea sp. AAP35	species	1	10	15	10	15	5	7	1	14	96
215691	Thermomonas brevis	species	1	196	439	201	231	28	156	432	320	140
3342769	Shewanella sp. S23-S33	species	1	0	0	0	0	19	0	0	0	0
61598	Lamprocystis purpurea	species	1	26	243	14	36	9	12	55	54	186
2917745	Mycobacterium sp. PSTR-4-N	species	2	2	16	4	0	1	1	4	15	2
3243446	Bartonella sp. AC134YNZD	species	1	0	3	2	8	0	1	6	1	0
3070656	Paludihabitans sp. MB14-C6	species	1	66	46	76	305	9	84	165	205	733
1028	Marivirga sericea	species	1	3	19	3	25	2	0	5	9	47
3138459	Aeromonas sp. R2-1	species	1	0	0	0	0	0	0	2	1	4
3065961	Marinobacter sp. MDS2	species	1	2	0	0	2	0	1	1	0	2
118883	Sulfolobaceae	family	1	8	21	3	69	4	8	12	15	61
34061	Moraxella cuniculi	species	1	14	44	103	58	48	106	205	51	3
1035890	Terrimonas rubra	species	1	88	120	72	173	18	220	49	274	110
2027919	Enterobacter cloacae complex sp.	species	1	4	5	0	0	5	0	2	2	4
2601681	Edaphocola	genus	1	5	22	34	117	11	48	19	81	74
2985059	Citrobacter sp. Cf097	species	1	0	0	0	0	0	0	0	0	0
2623764	unclassified Breznakia	no rank	1	41	12	44	92	5	35	72	159	1718
2827482	Caenibius	genus	2	443	996	514	655	836	428	85	599	110
2528639	Mariprofundus erugo	species	1	2	24	1	5	1	9	7	23	24
1926280	Litchfieldia sinesaloumensis	species	2	2	0	0	2	0	1	4	3	3
2290923	Crenobacter cavernae	species	1	13	11	9	7	2	13	57	18	25
1263637	Microbacterium jejuense	species	1	13	5	4	10	3	5	9	8	1
292632	Subdoligranulum	genus	1	34	13	33	70	0	31	52	146	4
1981880	Denitratisoma sp. DHT3	species	1	76	217	32	42	18	71	175	149	165
2873595	Psychroflexus curvus	species	1	3	12	1	2	5	6	11	11	55
1936021	Thermosulfuriphilus ammonigenes	species	3	7	113	1	22	4	8	10	16	26
673862	Candidatus Babela massiliensis	species	2	32	292	24	133	7	45	23	96	155
55969	Leucobacter komagatae	species	1	9	4	3	34	32	47	16	82	24
198618	Pseudomonas umsongensis	species	1	9	3	8	13	222	9	10	10	5
3133695	Azonexus sp. IMCC34839	species	1	150	103	30	150	12	90	548	76	112
1794810	Microgenomates group	clade	1	5	15	0	12	3	3	1	33	5
1336794	Formosa sp. Hel1_33_131	species	1	18	19	9	16	10	40	6	15	329
2637179	unclassified Pseudoduganella	no rank	1	9	10	12	7	16	18	27	18	14
230361	Methanobrevibacter millerae	species	1	4	5	5	45	0	1	11	11	5
1849581	Dyella caseinilytica	species	1	3	10	1	1	0	0	2	9	3
1501	Clostridium pasteurianum	species	1	52	16	31	123	6	132	29	59	40
492	Neisseria animalis	species	1	14	49	12	15	8	16	176	64	7
2815818	Sodaliphilus sp.	species	1	161	42	141	191	305	170	1845	224	401
2635253	unclassified Anaerostipes	no rank	1	17	7	49	73	2	26	46	65	6
901	Desulfovibrio piger	species	1	166	104	97	302	15	92	622	238	123
2897326	Chryseobacterium sp. LC2016-27	species	1	0	2	2	2	13	8	2	7	1
2950104	Frankia tisae	species	2	8	9	3	31	2	4	14	7	0
2712045	Aeromonas sp. 603079	species	1	0	0	0	0	0	0	0	0	0
1963862	Marispirochaeta aestuarii	species	1	79	256	10	98	6	23	74	78	291
1268548	Taibaiella koreensis	species	1	10	33	13	49	16	16	20	47	148
1471399	Draconibacterium	genus	1	135	738	36	204	53	101	432	286	13502
231454	Dyella	genus	1	90	313	67	112	24	195	356	279	135
3161136	Pseudomonas sp. WOUb67	species	1	0	0	0	0	15	0	1	0	2
2633909	unclassified Holdemanella	no rank	1	20	6	20	47	1	13	25	48	10
1506553	Lachnoclostridium	genus	2	129	51	129	360	31	90	270	248	160
1522431	Thermosulfurimonas	genus	1	0	90	1	135	0	1	5	13	11
396504	Ruminiclostridium sufflavum	species	1	26	48	34	141	3	31	52	79	220
708113	Terrihabitans soli	species	1	19	11	17	26	4	15	7	21	7
1004300	Hydrotalea	genus	1	41	197	47	393	8	53	86	105	405
1149773	Phyllobacterium endophyticum	species	1	0	1	0	2	1	3	2	5	0
111770	Thiothrix fructosivorans	species	1	233	271	14	59	20	958	152	134	36
2570323	Methylibium rhizosphaerae	species	1	25	55	21	23	10	54	45	60	32
2086575	Parabacteroides pacaensis	species	1	89	58	24	44	15	30	219	80	1454
2839984	Hymenobacter piscis	species	1	27	2	1	0	0	3	2	10	12
1134403	Melioribacter	genus	1	30	318	8	95	1	34	61	120	548
48	Archangium gephyra	species	1	17	39	6	25	3	6	13	56	48
3364437	Pseudomonas sp. NPDC087342	species	1	0	0	0	2	16	0	0	2	0
2937383	Sphingomonas sp. GC_Shp_3	species	1	2	0	0	1	0	0	0	0	0
203133	Propionimicrobium	genus	1	8	2	8	22	1	4	12	32	1
168808	Sneathia	genus	1	49	17	98	98	12	72	61	234	20
577386	Niabella yanshanensis	species	1	11	17	6	38	3	22	11	22	139
1148196	Luteimonas dalianensis	species	1	22	20	12	45	9	21	28	34	11
3074433	Vallitalea maricola	species	1	28	13	19	45	1	11	12	35	67
2766537	Caproicibacterium amylolyticum	species	1	95	75	74	263	8	78	831	288	181
1736272	Massilia sp. Leaf139	species	2	39	11	4	4	77	9	5	11	12
652	Aeromonas schubertii	species	1	6	2	3	2	5	1	32	5	29
638	Arsenophonus nasoniae	species	1	3	3	3	8	1	2	6	1	3
3412364	Enterobacter cloacae complex sp. IR5424	species	1	0	0	0	0	0	0	0	0	0
290174	Aquimarina	genus	1	58	176	52	219	72	99	123	287	972
394935	Chromobacterium haemolyticum	species	1	57	58	41	36	17	80	84	96	21
1120797	Mycobacterium sp. 141	species	1	0	10	4	3	0	2	0	6	0
40218	Desulforhabdus amnigena	species	1	49	1278	10	79	7	25	127	165	124
1472724	Belliella kenyensis	species	1	24	25	45	63	64	49	38	53	389
2921761	Caballeronia sp. GAOx1	species	1	5	4	1	0	1	10	0	7	1
2056843	Pseudomonas sp. HMWF006	species	1	0	0	0	0	42	2	0	2	0
121428	Sphingobium xenophagum	species	1	37	94	80	49	62	98	20	187	99
2640159	unclassified Marinitoga	no rank	1	7	10	3	350	3	3	4	10	42
3085782	Pseudomonas sp. SIMBA_041	species	1	2	0	0	0	54	1	0	4	2
706186	Flavobacterium dankookense	species	1	72	52	347	193	486	232	19	207	72
704093	Anaerobacillus	genus	1	4	5	2	10	0	1	51	9	70
2643510	unclassified Lactococcus	no rank	2	7	13	13	36	3	30	35	22	11
1077255	Agitococcus lubricus	species	1	61	52	37	151	31	137	128	143	23
1944	Streptomyces halstedii	species	1	4	0	12	2	8	4	0	2	1
2870783	Streptococcus sp. 2018162	species	1	2	13	1	28	2	26	115	11	1
2985035	Citrobacter sp. Cb223	species	1	0	0	0	1	0	0	2	0	0
2480810	Pseudoxanthomonas winnipegensis	species	2	159	194	140	175	20	150	120	219	54
3378064	Desulfovibrio sp. 7SRBS1	species	1	22	45	3	27	1	10	45	24	45
959	Bdellovibrio bacteriovorus	species	1	230	605	469	550	38	306	236	678	743
1856861	Mycobacterium sp. 1164966.3	species	1	0	2	0	0	0	0	0	0	3
2033407	Barnesiella sp.	species	1	29	3	17	27	0	22	281	29	7
362865	Sandarakinorhabdus	genus	1	92	223	349	124	28	328	13	269	972
2060067	Chimaeribacter californicus	species	1	1	3	0	1	1	0	0	1	1
2338073	Serratia inhibens	species	1	5	5	0	8	7	3	2	4	1
2729617	Vreelandella maris	species	1	2	0	2	1	1	1	21	0	1
2023153	Halarcobacter mediterraneus	species	1	70	4	3	24	127	128	85	74	73
1034346	Dielma fastidiosa	species	1	146	77	223	533	23	190	210	414	1674
2829499	Tessaracoccus palaemonis	species	1	62	26	54	60	9	40	285	287	2
2646778	unclassified Sulfurovum	no rank	1	18	24	7	15	21	29	15	20	138
2024860	Spongiibacter sp.	species	1	8	8	1	15	5	7	5	14	13
1891644	Epidermidibacterium keratini	species	1	13	33	6	19	1	11	32	23	3
2787751	Taurinivorans muris	species	1	53	18	8	41	3	10	506	30	26
1169321	Escherichia sp. KTE114	species	1	0	0	1	2	0	0	0	2	0
1503750	Pseudoxanthomonas sangjuensis	species	1	40	48	38	242	5	61	67	83	9
766136	Desulfuribacillus alkaliarsenatis	species	1	24	22	12	92	8	5	24	22	200
2606635	Waltera intestinalis	species	1	147	17	117	198	6	89	776	364	49
2942205	Clostridium sp. Marseille-Q2269	species	1	3	2	9	8	0	2	4	7	30
358099	Brevibacterium oceani	species	1	3	3	2	3	0	0	14	6	1
376150	Paraliomyxa miuraensis	species	1	37	176	16	121	15	32	56	296	49
2584183	Companilactobacillus halodurans	species	2	0	2	1	4	0	1	1	3	4
1630173	Bifidobacterium catulorum	species	3	0	2	0	0	0	0	2	3	2
191494	Conexibacter	genus	1	23	214	15	114	7	20	39	209	6
3156435	Variovorax sp. PvP013	species	0	329	19	567	73	35	94	18	56	16
3133968	Ottowia sp. VDI28	species	0	194	179	126	234	95	235	77	272	406
768535	Acidipila rosea	species	0	14	19	10	3	1	22	4	13	10
1485588	Crenalkalicoccus roseus	species	0	18	27	11	18	3	25	19	27	575
38501	Blastococcus	genus	0	3995	26	498	63	42	36	176	89	35
29535	Cytophaga sp.	species	0	149	39	66	43	10	45	25	78	118
2861782	Paraburkholderia edwinii	species	0	24	3	0	6	3	2	3	3	2
3129236	Luteimonas sp. MJ250	species	0	40	21	43	86	3	34	32	77	6
741063	Granulicella cerasi	species	0	3	11	3	6	3	4	1	8	4
1712410	Thermanaerosceptrum fracticalcis	species	0	92	120	18	1100	7	42	75	184	836
827	Campylobacter ureolyticus	species	0	36	10	20	40	12	35	60	40	59
2633320	unclassified Amaricoccus	no rank	0	29	27	55	107	5	28	20	33	2
158754	uncultured Sphingomonas sp.	species	0	1581	183	123	168	47	209	82	269	212
1871013	Parabacteroides timonensis	species	0	13	6	3	5	3	7	56	8	77
3445314	Bacillus cereus group sp. BC317	species	0	29	3	6	58	2	5	2	3	1
505249	Malaciobacter marinus	species	0	135	7	18	115	277	395	145	99	729
2184082	Marinifilum breve	species	0	15	24	4	26	3	9	33	16	343
1906	Streptomyces fradiae	species	0	18	8	20	21	16	21	56	20	16
341036	Desulfotruncus arcticus	species	0	21	70	10	190	2	11	33	63	148
515662	Terrabacter aeriphilus	species	0	26	1	2	1	1	1	1	2	1
2053622	Sulfurospirillum sp.	species	0	51	26	13	21	17	84	37	49	3501
2908645	Kaistella sp. 97-N-M2	species	0	134	34	98	105	547	354	42	124	14
1980696	uncultured Negativibacillus sp.	species	0	61	21	54	112	1	45	104	75	66
