taxonomy_id	name	rank	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond
2794998	Maridesulfovibrio	genus	11	17	33	23	19	2	31	112	83	0
1928574	Aliidiomarina soli	species	1	0	1	0	3	1	0	3	1	0
2627676	unclassified Methanobacterium	no rank	11	12	305	23	5	3	47	128	69	1
212790	Sulfurihydrogenibium	genus	14	5	12	24	8	0	21	46	9	1
1721087	Pseudodesulfovibrio senegalensis	species	6	6	29	19	9	2	8	61	72	3
1288362	Actinoplanes sp. ATCC 53533	species	3	0	2	3	2	1	5	3	2	3
1194167	Alloalcanivorax gelatiniphagus	species	3	0	1	1	0	1	2	14	2	0
178606	Leptospirillum ferriphilum	species	23	21	149	61	34	20	45	203	51	10
82374	Anaerovibrio lipolyticus	species	19	267	188	385	1746	55	825	13191	1941	16
1977261	Brachyspira sp.	species	4	3	7	10	10	2	38	67	4	5
768480	Mucilaginibacter boryungensis	species	13	4	10	9	4	15	8	4	0	3
2079485	Rhodohalobacter mucosus	species	14	2	11	12	1	2	5	25	1	2
434	Acetobacter	genus	30	51	348	265	296	215	84	1101	81	327
477976	Calditerrivibrio nitroreducens	species	24	2	6	7	4	1	9	19	3	2
1144315	Variovorax sp. CF313	species	3	2	3	0	0	3	0	2	1	4
1852362	Bacteroides ihuae	species	66	16	32	108	42	13	121	246	35	43
404432	Salinicola	genus	5	8	27	13	20	5	27	44	28	12
2638183	unclassified Beijerinckia	no rank	10	13	17	12	12	14	26	14	9	20
1381557	Sulfurisoma sediminicola	species	259	45	29	89	17	28	11	106	15	21
2628915	unclassified Pedobacter	no rank	91	64	36	134	119	413	147	113	27	732
1962643	Neptuniibacter sp.	species	35	9	42	35	35	5	115	218	21	8
2715678	Sulfurimicrobium lacus	species	85	243	214	155	147	252	41	902	282	178
1217704	Acinetobacter sp. NIPH 284	species	5	261	30	68	79	65	15	57	386	74
2979868	Neopusillimonas aromaticivorans	species	83	112	453	287	303	49	1254	2082	1892	185
2709157	Pseudolactococcus hodotermopsidis	species	7	11	9	82	15	322	237	24	9	98
2792224	Diaphorobacter sp. JS3051	species	13	61	104	93	120	285	12	79	107	196
2785025	Anaeromicropila herbilytica	species	14	26	70	239	61	18	620	372	72	25
2508719	Lacibacter luteus	species	44	24	13	47	9	144	33	41	7	45
2341043	Nonlabens xiamenensis	species	46	14	54	42	494	15	90	179	102	17
470565	Prevotella histicola	species	27	54	128	111	459	80	346	413	157	18
2800681	Aurantiacibacter	genus	3	4	16	14	12	32	25	225	22	9
2762317	Thermoflexibacteraceae	family	5	0	1	0	1	1	1	4	2	1
1820334	Tenacibaculum sediminilitoris	species	2	1	0	0	1	2	0	2	0	3
3155254	Streptomyces sp. NPDC045456	species	6	0	0	20	0	0	0	0	0	0
2714952	Roseateles sp. DAIF2	species	11	12	16	7	16	65	9	25	8	10
90730	Desulfosarcina cetonica	species	73	21	226	42	15	11	56	230	74	11
3093848	Albirhodobacter sp. R86504	species	8	1	2	1	4	17	5	3	5	36
1965326	Paenirhodobacter sp.	species	34	931	149	917	1226	106	91	4443	1296	80
1742404	Parabacteroides sp. PF5-9	species	27	9	43	61	23	14	42	154	74	11
1898105	Paludibacter sp.	species	64	49	50	249	30	64	100	393	40	55
1895858	Thiobacillus sp. 0-1251	species	3	0	0	4	7	12	0	6	0	1
469322	Steroidobacter	genus	45	10	19	76	6	15	14	57	9	12
2035811	Pseudodesulfovibrio	genus	48	80	249	81	143	21	78	624	443	12
3041435	Methylocapsa sp. D3K7	species	5	3	12	7	1	10	8	10	5	8
3438785	Gallicola sp. Sow4_E12	species	26	204	1347	737	1379	102	7127	4767	6305	77
29	Myxococcales	order	131	10	41	28	13	206	14	32	7	23
474957	Paenibacillus castaneae	species	3	40	33	54	54	90	153	82	39	317
2060094	Aminipila	genus	28	43	68	233	43	36	412	296	77	19
1946575	Gordonia sp. UBA5067	species	42	1	6	67	0	0	7	3	0	1
2986526	Lawsonibacter celer	species	20	48	208	241	250	52	568	298	123	40
2981530	Prosthecodimorpha	genus	108	22	12	65	8	42	19	20	19	21
1968433	Noviherbaspirillum denitrificans	species	19	2	7	12	4	29	12	14	4	4
95486	Burkholderia cenocepacia	species	58	191	174	122	247	344	263	319	1317	294
1915318	Thioclava sp. L04-15	species	1	0	1	0	1	1	0	3	6	1
28128	Prevotella corporis	species	26	863	184	1762	1066	168	965	1005	570	65
1850254	Poseidonibacter parvus	species	56	22	10	84	59	175	219	93	29	9
29348	Thomasclavelia spiroformis	species	25	180	379	816	771	150	1884	863	559	127
2803784	Phenylobacterium glaciei	species	10	1	0	24	1	7	2	1	2	20
1962263	Clostridium tepidum	species	3	2	6	11	1	3	14	13	19	3
39152	Methanococcus maripaludis	species	28	10	26	37	32	8	60	64	17	7
2654979	Paenibacillus germinis	species	1	1	1	0	1	0	1	5	2	1
3273423	Quadrisphaera sp. GCM10027208	species	5	3	21	22	9	3	33	25	5	5
2649762	unclassified Rubrivivax	no rank	35	15	17	17	10	77	2	14	14	11
2714739	Allorhodopirellula heiligendammensis	species	20	2	20	25	3	2	24	23	4	2
270	Thermus	genus	52	19	86	141	30	129	95	385	31	67
1337051	Murimonas intestini	species	58	69	132	508	530	146	668	441	198	60
2211183	Evtepia gabavorous	species	36	418	142	317	796	235	1410	573	231	179
1355477	Bradyrhizobium diazoefficiens	species	18	13	13	38	10	10	46	44	6	9
2941505	Anaerotardibacter muris	species	13	208	233	435	275	196	989	337	384	240
1776758	Clostridium sp. N3C	species	18	3	19	63	22	6	198	155	30	7
3401722	Flavobacterium sp. LB2R40	species	2	1	4	4	6	237	0	4	3	326
2251	Haloferax	genus	4	1	9	22	5	0	9	21	3	0
154	Winmispira thermophila	species	36	11	41	27	4	4	16	148	13	1
2800327	Taklimakanibacter albus	species	13	23	64	52	10	33	37	42	11	29
143222	Salegentibacter	genus	12	3	19	30	60	20	58	182	7	91
344881	Flavobacterium soli	species	20	69	17	41	33	100	41	36	10	861
3367526	Georgenia sp. AZ-5	species	5	0	6	17	12	0	30	31	12	1
39483	Faecalitalea cylindroides	species	16	208	75	279	136	61	352	120	105	75
615	Serratia marcescens	species	28	161	226	140	553	172	181	427	857	253
2708021	Paraperlucidibaca sp.	species	71	0	2	1	6	0	1	10	4	3
2045	Pimelobacter simplex	species	29	15	60	166	43	7	393	247	33	14
2865960	Xinfangfangia pollutisoli	species	2	3	8	10	14	25	9	17	11	15
2890408	Candidatus Nitrotoga sp. BS	species	41	8	8	47	4	205	3	18	4	7
2815603	Synechococcus sp. CCY 0621	species	3	1	1	1	0	2	0	4	1	1
1046115	Marivirga lumbricoides	species	35	2	5	21	7	16	14	18	4	18
1872532	Anaerovibrio sp.	species	13	108	96	326	146	30	303	1598	448	24
1463919	Streptomyces sp. NRRL S-813	species	1	0	1	0	1	0	1	0	0	0
3402659	Rothia sp. P6271	species	1	0	0	0	0	0	0	0	0	0
2979869	Reichenbachiella carrageenanivorans	species	7	2	7	13	7	8	8	17	1	2
1729679	Faecalibaculum	genus	1	3	7	7	11	0	56	22	5	2
35801	Nitrospina gracilis	species	2	0	14	6	4	2	2	24	4	2
106633	Thioalkalivibrio	genus	41	22	237	68	17	12	26	156	89	6
2828740	Endozoicomonas sp. ONNA1	species	15	58	24	84	806	8	142	261	100	13
588605	Robinsoniella	genus	31	46	193	279	121	36	1010	541	180	26
1743159	Polynucleobacter yangtzensis	species	4	1	2	0	2	6	137	1	0	3
2648894	unclassified Frateuria	no rank	2	3	9	4	4	6	4	13	2	7
1958780	Clostridium merdae	species	6	5	4	18	9	4	30	27	8	2
2717319	Telluria antibiotica	species	4	4	15	2	2	18	5	19	2	5
3240274	Phaeovulum sp. W22_SRMD_FR3	species	1	7	3	8	11	23	5	6	13	25
379	Rhizobium	genus	152	898	806	470	679	458	2347	746	826	701
2293024	Clostridium sp. AM22-11AC	species	49	2508	419	496	1708	591	1502	2497	533	155
2692166	Duganella vulcania	species	15	10	17	10	7	51	3	18	3	36
2094151	Paramuribaculum intestinale	species	19	42	38	75	161	138	204	227	65	164
3385905	Acidocellaceae	family	12	20	11	18	25	15	9	299	13	13
2025834	Desulfococcus sp.	species	123	28	354	70	43	20	101	954	78	17
2758709	Psychrobacter sp. GP33	species	5	2	5	57	6	29	8	0	10	1309
1715648	Olleya sp. ITB9	species	1	0	0	0	0	0	0	1	0	0
240169	Desulfurobacterium atlanticum	species	8	0	6	12	1	1	3	17	5	1
701108	Cupriavidus sp. TA19	species	2	0	0	3	0	3	0	1	0	3
2811411	Cypionkella sp.	species	56	45	38	108	78	2275	234	93	60	1347
2870838	Maribellus maritimus	species	103	14	54	77	11	20	41	242	25	32
2874846	Candidatus Methanoliparum sp. LAM-1	species	14	5	17	20	1	0	2	14	4	2
2758717	Methanomethylovorans sp.	species	194	161	262	180	126	17	356	622	93	39
1871066	Mesorhizobium sp.	species	88	62	104	233	364	119	280	255	4877	756
3375145	Flavobacterium sp. RNTU_13	species	6	5	16	7	8	17	12	10	4	38
491919	Brachymonas chironomi	species	35	249	21184	341	5245	220	12508	7239	13838	113
1945880	Nitrosovibrio sp. Nv4	species	98	7	9	87	26	12	48	33	5	1
94255	Runella zeae	species	27	20	8	34	7	93	50	47	16	34
195253	Synechococcus sp. PCC 6312	species	4	1	3	8	5	0	5	15	4	0
3038564	Caballeronia sp. LZ029	species	1	1	0	1	2	6	2	3	1	20
3063329	Flavitalea sp. BT771	species	40	10	13	27	10	98	14	33	5	22
29405	Microlunatus phosphovorus	species	16	919	1048	375	943	202	730	1561	763	1342
2981661	Huintestinicola sp.	species	25	41	99	188	614	90	503	560	149	31
2484931	Leptospira jelokensis	species	8	0	3	2	1	0	0	4	3	2
2029399	Rhodobacter sp. TJ_12	species	3	2	2	4	1	1	3	5	0	2
108980	Acinetobacter ursingii	species	48	726	484	440	1035	1321	351	810	12962	2218
1947251	Proteiniphilum sp. UBA1028	species	160	52	190	502	162	48	170	2010	105	87
504483	Spirochaeta cellobiosiphila	species	37	13	45	41	25	5	39	176	16	3
1330330	Kosmotoga pacifica	species	8	0	10	27	8	3	8	18	11	2
53357	Intrasporangium	genus	39	5	43	165	6	22	88	43	26	12
54914	Brevibacillus parabrevis	species	1	0	4	5	8	1	18	9	2	0
2317	Methanosphaera stadtmanae	species	6	19	56	161	250	19	431	208	132	13
35800	Nitrospina	genus	40	28	78	48	13	9	30	322	14	3
550	Enterobacter cloacae	species	61	535	311	257	899	360	218	913	5205	2664
370405	Gallionella capsiferriformans	species	28	11	32	35	15	421	18	82	32	11
2772457	Pelorhabdus rhamnosifermentans	species	31	276	572	395	115	78	447	2154	438	56
2709302	Massilia sp. Dwa41.01b	species	3	1	1	0	0	0	0	0	0	0
2058895	Arthrobacter sp. N199823	species	4	1	0	1	2	27	4	1	2	56
2726186	Novosphingobium sp. ERW19	species	21	32	33	22	28	430	7	22	9	32
52441	Nitrosomonas aestuarii	species	10	4	11	11	10	13	7	19	4	4
28044	Streptomyces longisporoflavus	species	1	11	7	61	23	7	40	6	15	4
1285242	Paramagnetospirillum marisnigri	species	33	2	23	35	4	10	21	61	16	5
683124	Flavobacterium haoranii	species	26	85	52	355	324	206	102	1018	433	527
839	Xylanibacter ruminicola	species	34	21	56	699	165	28	385	451	76	14
189996	uncultured Thiobacillus sp.	species	28	34	29	35	34	25	4	53	34	17
1229970	Glaciimonas	genus	2	3	10	5	1	10	0	4	3	4
912	Nitrobacter hamburgensis	species	12	2	5	23	5	9	21	10	6	5
689760	Planosporangium	genus	3	1	6	2	0	0	2	5	2	0
3133330	Sorangium sp. So ce1097	species	18	1	2	4	0	2	1	10	4	0
2770089	Thermosediminibacterales	order	10	3	61	30	9	3	13	49	10	0
1268548	Taibaiella koreensis	species	38	4	11	26	17	101	44	36	10	45
1792311	Petroclostridium xylanilyticum	species	36	15	57	76	56	29	106	193	39	12
2021252	Marinilabilia sp.	species	24	15	23	51	17	7	20	105	17	17
1962699	Acidovorax sp. SRB_14	species	10	4	5	33	3	152	7	9	4	75
2569097	Anaerobutyricum	genus	124	3278	9566	9047	10383	2249	76175	6998	13464	1006
1431688	Thiohalocapsa sp. ML1	species	20	15	46	21	4	27	4	119	12	11
2997340	Frigidibacter sp. RF13	species	4	6	8	16	7	72	12	10	3	21
1397106	Fodinibius	genus	50	8	39	36	44	12	14	83	10	6
333046	Bacteroidales incertae sedis	no rank	3	0	0	1	2	0	2	2	0	0
1100724	Limnohabitans sp. T6-5	species	12	26	29	21	51	101	30	37	15	23
481446	Phaeobacter italicus	species	5	3	2	7	14	14	44	33	5	6
3162785	Cryobacterium sp. GrIS_2_6	species	6	0	2	8	2	2	6	7	0	0
3021720	Oscillatoria sp. CS-180	species	6	3	30	2	6	1	5	32	10	1
2992239	Lentisalinibacter salinarum	species	11	0	3	7	1	4	2	15	0	1
379900	Niabella aurantiaca	species	70	13	22	51	35	33	72	85	8	21
2765361	Pedobacter fastidiosus	species	3	1	1	0	0	38	5	11	0	47
3059078	Marivirga salinarum	species	16	1	4	8	2	4	5	38	4	3
1477105	Labilibacter marinus	species	28	11	30	65	30	15	23	106	26	10
2172005	Methylosinus sp. Ce-a6	species	4	3	4	2	3	6	2	3	5	1
2066019	Ohtaekwangia sp.	species	81	11	13	40	9	79	18	44	5	20
2607655	Adhaeribacter soli	species	68	9	12	41	9	48	18	60	6	13
317	Pseudomonas syringae	species	31	38	50	117	311	86	262	116	2103	1815
2822762	Gemmata palustris	species	22	5	32	21	17	5	27	49	15	9
291645	Bacteroides nordii	species	161	1120	1634	12651	2637	1983	13491	3944	3430	900
1144682	Prosthecobacter algae	species	94	28	117	102	45	45	54	186	20	41
2663380	Oceanobacillus halotolerans	species	1	3	1	4	3	0	6	8	0	0
2835529	Flavobacterium sp. CYK-55	species	37	59	22	18	9	60	12	22	2	237
575	Raoultella planticola	species	14	57	56	163	789	49	350	157	298	81
66821	Sulfurospirillum multivorans	species	95	71	33	57	85	13	99	642	72	35
490185	Gemmobacter aquaticus	species	30	1635	642	1298	761	560	621	1644	1852	349
53329	Desulfospira joergensenii	species	50	20	123	49	14	10	42	276	51	6
1335043	Paradevosia shaoguanensis	species	3	3	34	12	12	4	30	15	24	7
632955	Acinetobacter rudis	species	26	73	93	517	275	646	329	247	2983	488
1008305	Fervidobacterium thailandense	species	58	0	6	60	6	3	9	13	0	2
288966	Lutispora thermophila	species	34	2	19	55	22	9	73	69	23	2
2528009	Pirellulimonas nuda	species	46	6	77	57	7	11	33	75	34	6
74317	Maricaulis	genus	18	5	15	17	8	10	8	34	6	5
1482730	Alkaliphilus hydrothermalis	species	8	3	12	24	9	4	38	32	10	0
146918	Salinibacter	genus	50	21	49	75	60	37	26	139	13	5
96941	Methylobacter psychrophilus	species	20	3	22	9	7	56	7	35	6	4
2677064	unclassified Candidatus Electronema	no rank	25	83	275	94	34	60	157	1050	179	14
1898978	Hymenobacter sp.	species	19	8	12	10	3	21	4	49	4	13
863372	Herbaspirillum huttiense	species	17	23	33	21	47	46	20	54	16	19
2484912	Leptospira mtsangambouensis	species	8	0	2	1	1	2	1	7	0	5
413306	Saccharothrix violaceirubra	species	2	0	2	1	1	0	4	5	0	1
2093856	Butyricimonas faecalis	species	37	9	57	67	343	83	54	389	31	96
3053353	Roseateles subflavus	species	4	8	6	10	3	33	4	13	6	7
3159652	Salmonella sp. s51228	species	129	83	237	69	142	55	261	220	202	18
1970195	Ancylomarina	genus	49	13	18	71	15	13	30	105	11	6
493376	Kaistella palustris	species	11	31	31	19	41	274	32	35	7	2365
215691	Thermomonas brevis	species	14	230	322	171	373	82	83	1017	210	161
3056650	Candidatus Palauibacter	genus	123	20	150	65	12	61	41	192	23	21
2605777	Clostridium sp. WB02_MRS01	species	5	14	27	70	102	16	227	163	57	7
1872138	Actinophytocola sp.	species	36	13	68	58	22	27	69	119	22	21
3034506	Teredinibacter sp. KSP-S5-2	species	17	11	17	6	7	8	4	21	2	6
1465490	Parafilimonas terrae	species	32	12	14	29	16	92	6	35	9	51
164330	Thauera aminoaromatica	species	105	111	170	141	168	109	66	412	197	84
29344	Caloramator fervidus	species	2	4	6	16	12	2	27	12	5	3
2635362	unclassified Lysobacter	no rank	20	188	451	213	328	672	427	671	166	527
305	Ralstonia solanacearum	species	22	22	46	88	31	321	35	57	75	25
1329800	Arenicella chitinivorans	species	4	3	21	3	2	1	5	22	2	1
1755	Thermoanaerobacter sp.	species	3	0	0	4	0	3	10	2	1	1
1947927	Candidatus Ruminimicrobiellum ovillum	species	63	28	284	221	166	16	170	288	66	20
7	Azorhizobium caulinodans	species	3	4	9	17	3	6	12	8	2	3
2070761	Kinneretia aquatilis	species	21	18	11	17	10	62	5	12	15	27
363952	Comamonas thiooxydans	species	58	496	430	347	930	1807	293	805	284	1633
51665	Aerococcus urinaeequi	species	133	58	132	575	308	59	2561	258	242	121
2994555	Chondrinema litorale	species	69	10	9	56	9	25	29	78	13	17
2864136	Pontibacter sp. HSC-14F20	species	5	1	2	3	3	1	1	8	2	3
2591384	uncultured Dysosmobacter sp.	species	29	60	189	252	680	175	1072	794	226	69
1519	Clostridium tyrobutyricum	species	18	35	36	121	55	22	344	268	94	24
2919601	Vitreimonas	genus	104	8	13	71	4	10	5	22	2	11
84108	Slackia	genus	68	968	1304	1553	1500	285	10719	3728	5846	260
1884369	Sphingobium sp. AP50	species	1	0	2	1	3	8	5	6	1	0
2826938	Brucella/Ochrobactrum group	no rank	33	175	1044	329	368	155	957	246	1970	134
1434707	Taibaiella chishuiensis	species	57	17	18	42	27	164	22	69	7	124
155925	Nitrosospira sp. NRS527	species	4	8	12	5	4	32	4	14	1	11
3133968	Ottowia sp. VDI28	species	14	92	182	88	156	178	50	112	77	147
3416715	Aeromonas sp. FL131	species	1	0	0	1	2	1	2	4	1	1
2650811	Silvimonas sp.	species	50	37	22	53	25	48	47	116	34	33
2563669	Treponema sp. OMZ 787	species	1	1	1	0	1	0	2	4	0	0
2067960	Pseudazoarcus pumilus	species	13	21	40	24	47	9	29	74	41	5
2968831	Aquiluna sp. KACHI24	species	3	4	0	2	0	0	7	19	0	6
57666	Sulfurospirillum arcachonense	species	35	8	7	62	47	87	27	190	20	34
2979464	Reichenbachiella agarivorans	species	14	0	4	11	7	6	6	12	2	5
1798908	uncultured Croceitalea sp.	species	11	1	5	9	5	12	4	16	4	11
1515	Acetivibrio thermocellus	species	16	7	25	36	26	8	79	46	20	4
3133306	Sorangium sp. So ce375	species	15	3	5	9	1	12	11	11	2	1
748120	Paraperlucidibaca baekdonensis	species	76	7	15	6	10	4	6	19	9	3
1493	Clostridium cellulovorans	species	15	8	21	38	31	10	229	137	21	9
1903414	Morganellaceae	family	69	294	397	432	1268	802	772	1292	3272	4689
3290090	Gaoshiqia hydrogeniformans	species	127	36	48	112	42	45	62	456	55	57
2025605	Synechococcus sp. 1G10	species	3	1	2	3	0	7	1	14	2	6
2038686	Propioniciclava sp.	species	54	2350	704	827	288	984	4350	4294	588	1926
1776034	Coralloluteibacterium stylophorae	species	4	13	22	13	29	6	25	48	13	18
2897386	Rhodopseudomonas infernalis	species	1	1	1	7	0	2	7	1	0	2
1501432	Thiopseudomonas denitrificans	species	24	104	1199	53	1486	30	165	1599	1721	146
3390813	Alteromonas nitratireducens	species	3	3	1	0	0	0	1	4	0	0
2782006	Mongoliitalea daihaiensis	species	21	0	9	34	18	7	31	45	10	39
2071632	Cetobacterium sp.	species	120	157	289	1168	2685	196	5113	2715	1156	166
747	Pasteurella multocida	species	18	90	121	97	564	54	82	141	380	170
3002440	Flavobacterium sp. SUN046	species	57	36	10	82	37	256	106	52	12	654
2609666	unclassified Halomonas	no rank	8	18	37	30	64	47	56	109	23	50
2782351	Chryseosolibacter indicus	species	57	2	9	20	11	63	9	22	7	17
2907819	Nostoc favosum	species	4	1	1	2	1	3	0	5	0	0
859	Fusobacterium necrophorum	species	13	47	40	232	533	23	117	259	316	39
2815579	Pinisolibacter aquiterrae	species	9	375	151	47	13	91	106	47	53	85
1494608	Arthrobacter sp. PAMC 25486	species	2	1	1	2	2	27	9	4	0	163
1817	Nocardia	genus	120	221	975	797	329	138	1048	765	489	108
2906515	Arcobacter iocasae	species	12	1	1	49	3	93	17	29	10	6
748247	Azoarcus sp. KH32C	species	31	14	11	21	10	37	5	60	7	7
1381597	Sphingomonas sp. ERG5	species	4	2	3	8	2	15	3	2	4	12
2796927	Gelria sp. Kuro-4	species	56	32	112	104	19	5	47	90	25	13
2491047	Fretibacterium sp. OH1220_COT-178	species	25	178	1899	254	146	30	108	444	371	36
1866885	Mycolicibacterium	genus	82	1017	2112	2827	1006	159	1837	1900	5907	285
85558	Streptomyces turgidiscabies	species	5	3	8	10	25	4	69	239	25	21
414051	Caenispirillum	genus	2	0	4	2	8	1	0	17	0	1
92713	Parachlamydiaceae	family	48	151	493	139	40	49	120	518	152	122
2607907	Adhaeribacter rhizoryzae	species	22	2	11	12	1	13	6	21	4	29
2015557	Flavobacterium sp. BFFFF1	species	6	4	3	8	4	19	4	2	0	89
1235835	Anaerotruncus sp. G3(2012)	species	2	6	5	11	7	0	28	5	4	0
2306996	Tsuneonella suprasediminis	species	2	4	4	5	0	12	4	29	14	3
595670	Acinetobacter kyonggiensis	species	58	49	14	89	403	975	75	53	4695	3117
2487332	Lacihabitans sp. CS3-21	species	35	3	4	29	9	888	9	20	5	116
3073571	Hominilimicola sp.	species	84	998	2549	1348	1928	476	5102	1164	1466	439
191393	Deferribacterales	order	65	23	131	59	26	4	21	387	50	8
2290919	Candidatus Cryosericum terrychapinii	species	7	11	57	23	4	6	29	74	4	4
3230991	Candidatus Pelagibacter sp. Uisw_136	species	2	0	0	0	0	0	1	3	0	0
2686358	Paraglaciecola sp. L3A3	species	2	2	0	2	0	0	1	5	2	3
3231907	Aquibaculum sediminis	species	3	1	8	1	0	0	5	7	3	2
3140443	Psychrobacter sp. W2-37-MNA-CIBAN-0211	species	3	1	9	5	3	4	3	3	17	659
443615	Pseudoxanthomonas sacheonensis	species	22	31	40	229	37	344	753	77	28	882
1808979	Candidatus Methylospira mobilis	species	24	19	29	30	42	74	16	61	23	12
2930093	Novosphingobium album (ex Hu et al. 2023)	species	7	3	6	0	4	9	4	8	2	1
1839785	Acinetobacter portensis	species	14	39	19	54	86	371	35	24	320	590
1811552	Nocardioides sp. REDSEA-S30_B4	species	12	0	4	55	5	5	31	11	0	0
1633643	Candidatus Chryseopegocella kryptomonas	species	51	5	25	40	2	4	4	47	3	1
155042	Geobacter grbiciae	species	12	8	49	15	8	0	10	41	19	5
1908341	Polaribacter litorisediminis	species	20	16	3	42	11	16	10	30	5	48
1513	Clostridium tetani	species	12	4	16	71	41	11	240	102	42	8
363408	Nonlabens	genus	45	8	9	19	18	23	19	37	6	26
3054208	Selenobaculum gibii	species	18	128	176	656	155	26	234	3931	1083	17
2296	Desulforapulum autotrophicum	species	85	18	160	43	12	23	31	259	23	15
3374623	Pedobacter sp. UC225_61	species	7	3	1	1	0	8	3	7	1	34
2763679	Paratissierella segnis	species	22	21	40	94	53	14	313	123	65	11
2989684	Fontivita pretiosa	species	332	60	470	306	73	56	143	628	85	91
159291	Alkalispirochaeta americana	species	16	2	26	12	7	3	16	45	3	1
1532555	Brevundimonas sp. DS20	species	2	0	1	2	0	1	6	3	0	2
1109412	Brenneria goodwinii	species	2	2	2	2	5	0	4	5	8	2
446683	Niabella soli	species	17	10	17	24	23	52	16	52	3	46
1445034	Phenylobacterium kunshanense	species	11	226	44	44	22	40	15	376	54	18
546114	Castellaniella ginsengisoli	species	12	8	25	28	34	24	51	60	31	14
1914977	Undibacterium sp.	species	114	30	33	77	67	1086	76	113	21	74
2614126	unclassified Anaerococcus	no rank	2	0	5	46	9	0	56	12	4	0
1926287	Rugamonas sp.	species	11	38	10	5	5	9	5	15	4	564
178355	Flavobacterium omnivorum	species	11	1	0	7	5	108	3	4	0	256
693074	Caldisericum	genus	48	419	194	393	139	86	119	5839	131	48
651456	Kosmotoga	genus	60	8	52	54	25	5	37	73	11	7
2528007	Polystyrenella longa	species	54	3	63	37	10	12	22	87	19	1
2018668	Desulfosporosinus nitroreducens	species	14	4	64	17	15	6	47	131	32	1
3133162	Ruminococcoides intestinale	species	57	1122	273	1381	1731	1013	3921	903	220	613
1209327	Flavivirga	genus	12	2	2	10	1	11	1	4	0	19
1269	Micrococcus	genus	18	134	997	246	1664	57	2910	1122	964	60
1233113	Niveispirillum fermenti	species	6	4	5	5	6	9	7	12	3	3
1658667	Nitrosomonas sp. HPC101	species	14	8	15	13	13	24	9	24	6	4
935223	Flavobacterium xueshanense	species	17	0	1	4	6	75	3	26	1	258
197183	Alkanindiges illinoisensis	species	17	219	60	51	197	173	101	396	126	693
2716263	Cyclobacterium plantarum	species	8	1	8	16	2	6	9	18	4	13
1773489	Varunaivibrio sulfuroxidans	species	8	4	10	9	7	1	5	21	6	2
2986834	Flavobacterium sp. N2820	species	30	53	28	103	257	416	131	81	35	444
747294	Pseudorhodoferax	genus	66	85	200	188	309	772	300	320	524	1185
2970914	Herbiconiux daphne	species	24	71	69	440	579	88	2843	933	570	88
629	Yersinia	genus	148	119	147	3286	203	2862	424	201	257	8358
2714926	Dysgonomonas sp. HDW5A	species	6	5	8	87	22	13	26	82	8	11
2033016	Hydrocarboniphaga sp.	species	27	8	27	26	13	41	7	41	15	26
3042314	Sphingomonas oryzagri	species	3	4	3	3	5	1	4	6	7	9
2562317	Rhodobacter sp. SY28-1	species	4	13	8	22	10	60	20	12	9	15
2710587	Pseudomonas iridis	species	9	7	2	16	53	5	19	16	347	311
2873595	Psychroflexus curvus	species	12	2	5	0	1	17	8	13	2	19
93221	Pandoraea pulmonicola	species	2	5	3	1	2	3	3	6	4	0
1707	Cellulomonas	genus	35	126	221	1425	92	174	912	500	117	187
3063330	Sphingomonas natans	species	2	2	4	1	0	13	4	3	1	5
364098	Sphingosinicella xenopeptidilytica	species	2	8	4	45	1	16	5	10	6	24
1872421	Akkermansia sp.	species	36	364	1968	1027	874	461	1025	686	542	264
2133960	Paraconexibacter algicola	species	3	1	2	10	0	1	3	4	2	0
1393122	Thermoflavifilum thermophilum	species	15	3	9	12	6	11	2	9	4	2
2292766	Persicimonas caeni	species	100	7	50	50	17	45	22	107	9	12
1004305	Aphanothece stagnina	species	5	4	1	3	1	0	1	10	1	0
3342383	Flintibacter porci	species	2	24	26	58	99	21	134	131	25	8
2605790	Roseburia porci	species	5	30	207	191	368	42	911	703	138	15
1265690	Nafulsella turpanensis	species	30	5	12	32	7	7	5	27	2	8
2627773	unclassified Conexibacter	no rank	6	7	16	18	3	3	33	24	9	0
171121	Sulfurihydrogenibium subterraneum	species	3	2	0	3	0	0	4	5	3	0
330834	Nostocoides jenkinsii	species	28	178	74	156	66	36	198	82	21	26
3058603	Imbroritus primus	species	20	36	30	67	24	67	90	66	26	75
147206	Collinsella stercoris	species	4	396	48	120	155	51	336	153	37	57
3003263	Flavobacterium eburneipallidum	species	24	10	10	42	18	579	30	37	5	3314
3121290	Croceibacterium sp. TMG7-5b_MA50	species	5	1	1	1	7	10	18	40	14	0
249352	Flavobacterium fryxellicola	species	9	11	7	20	18	159	73	9	7	469
1408310	Prevotella sp. MA2016	species	7	3	7	91	26	5	51	68	7	3
307483	Caldimonas taiwanensis	species	6	5	7	23	10	37	3	16	7	5
2692382	Gudongella	genus	65	55	120	72	19	12	388	236	31	109
3071712	Chryseobacterium sp. MP_3.2	species	29	42	29	75	78	561	281	97	18	6080
